id,test_prefix,test_name,focal_method,docstring
pool_1_1,"    @Test
    public void testDefaultMethods_1_oe() throws Exception {
        final PooledObjectFactory<AtomicInteger> factory = new TestFactory();

        factory.activateObject(null); // a no-op
        factory.passivateObject(null); // a no-op
        factory.destroyObject(null); // a no-op
        <ASSERTION_HOLE>;
    }",TestBasePoolableObjectFactory::testDefaultMethods_1_oe,"@Override
    public boolean validateObject(final PooledObject<T> p) {
        return true;
    }","/**
     * Always returns {@code true}.
     *
     * @param p ignored
     *
     * @return {@code true}
     */"
pool_2_1,"    @Test
    public void testDestroyModes_1_oe() throws Exception {
        final PooledObjectFactory<AtomicInteger> factory = new TestFactory();
        final PooledObject<AtomicInteger> pooledObj = factory.makeObject();
        final AtomicInteger obj = pooledObj.getObject();
        factory.destroyObject(pooledObj);
        <ASSERTION_HOLE>;
    }",TestBasePoolableObjectFactory::testDestroyModes_1_oe,"default void destroyObject(final PooledObject<T> p, final DestroyMode destroyMode) throws Exception {
      destroyObject(p);
  }","/**
   * Destroys an instance no longer needed by the pool, using the provided
   * DestroyMode.
   *
   * @param p a {@code PooledObject} wrapping the instance to be destroyed
   * @param destroyMode DestroyMode providing context to the factory
   *
   * @throws Exception should be avoided as it may be swallowed by
   *    the pool implementation.
   *
   * @see #validateObject
   * @see ObjectPool#invalidateObject
   * @see #destroyObject(PooledObject)
   * @see DestroyMode
   * @since 2.9.0
   */"
pool_2_2,"    @Test
    public void testDestroyModes_2_oe() throws Exception {
        final PooledObjectFactory<AtomicInteger> factory = new TestFactory();
        final PooledObject<AtomicInteger> pooledObj = factory.makeObject();
        final AtomicInteger obj = pooledObj.getObject();
        factory.destroyObject(pooledObj);
        factory.destroyObject(pooledObj, DestroyMode.ABANDONED);
        <ASSERTION_HOLE>;
    }",TestBasePoolableObjectFactory::testDestroyModes_2_oe,"default void destroyObject(final PooledObject<T> p, final DestroyMode destroyMode) throws Exception {
      destroyObject(p);
  }","/**
   * Destroys an instance no longer needed by the pool, using the provided
   * DestroyMode.
   *
   * @param p a {@code PooledObject} wrapping the instance to be destroyed
   * @param destroyMode DestroyMode providing context to the factory
   *
   * @throws Exception should be avoided as it may be swallowed by
   *    the pool implementation.
   *
   * @see #validateObject
   * @see ObjectPool#invalidateObject
   * @see #destroyObject(PooledObject)
   * @see DestroyMode
   * @since 2.9.0
   */"
pool_4_1,"    @Test
    public void testBaseBorrow_1_oe() throws Exception {
        try {
            pool = makeEmptyPool(3);
        } catch(final UnsupportedOperationException uoe) {
            return; // skip this test if unsupported
        }
        final Object keya = makeKey(0);
        final Object keyb = makeKey(1);
        <ASSERTION_HOLE>;
    }",TestKeyedObjectPool::testBaseBorrow_1_oe,,
pool_4_2,"    @Test
    public void testBaseBorrow_2_oe() throws Exception {
        try {
            pool = makeEmptyPool(3);
        } catch(final UnsupportedOperationException uoe) {
            return; // skip this test if unsupported
        }
        final Object keya = makeKey(0);
        final Object keyb = makeKey(1);
        <ASSERTION_HOLE>;
    }",TestKeyedObjectPool::testBaseBorrow_2_oe,,
pool_4_3,"    @Test
    public void testBaseBorrow_3_oe() throws Exception {
        try {
            pool = makeEmptyPool(3);
        } catch(final UnsupportedOperationException uoe) {
            return; // skip this test if unsupported
        }
        final Object keya = makeKey(0);
        final Object keyb = makeKey(1);
        <ASSERTION_HOLE>;
    }",TestKeyedObjectPool::testBaseBorrow_3_oe,,
pool_4_4,"    @Test
    public void testBaseBorrow_4_oe() throws Exception {
        try {
            pool = makeEmptyPool(3);
        } catch(final UnsupportedOperationException uoe) {
            return; // skip this test if unsupported
        }
        final Object keya = makeKey(0);
        final Object keyb = makeKey(1);
        <ASSERTION_HOLE>;
    }",TestKeyedObjectPool::testBaseBorrow_4_oe,,
pool_4_5,"    @Test
    public void testBaseBorrow_5_oe() throws Exception {
        try {
            pool = makeEmptyPool(3);
        } catch(final UnsupportedOperationException uoe) {
            return; // skip this test if unsupported
        }
        final Object keya = makeKey(0);
        final Object keyb = makeKey(1);
        <ASSERTION_HOLE>;
    }",TestKeyedObjectPool::testBaseBorrow_5_oe,,
pool_4_6,"    @Test
    public void testBaseBorrow_6_oe() throws Exception {
        try {
            pool = makeEmptyPool(3);
        } catch(final UnsupportedOperationException uoe) {
            return; // skip this test if unsupported
        }
        final Object keya = makeKey(0);
        final Object keyb = makeKey(1);
        <ASSERTION_HOLE>;
    }",TestKeyedObjectPool::testBaseBorrow_6_oe,,
pool_5_1,"    @Test
    public void testBaseBorrowReturn_1_oe() throws Exception {
        try {
            pool = makeEmptyPool(3);
        } catch(final UnsupportedOperationException uoe) {
            return; // skip this test if unsupported
        }
        final Object keya = makeKey(0);
        Object obj0 = pool.borrowObject(keya);
        <ASSERTION_HOLE>;
    }",TestKeyedObjectPool::testBaseBorrowReturn_1_oe,"@Override
        public V borrowObject(final K key) throws Exception,
                NoSuchElementException, IllegalStateException {
            return keyedPool.borrowObject(key);
        }","/**
         * {@inheritDoc}
         */"
