id,project,test_class,test_name,test_file_path,focal_file_path,focal_class,focal_package,oracle_type,junit_version,assert_kind,assert_name,custom_assert_name
rng_11_1,commons-rng,ProvidersCommonParametricTest,testUnrestorable_1_oe,commons-rng-simple/src/test/java/org/apache/commons/rng/simple/ProvidersCommonParametricTest.java,,,,assert,unknown,custom,assertProduceSameSequence,assertProduceSameSequence
rng_46_1,commons-rng,SeedFactoryTest,testCreateLong_1_oe,commons-rng-simple/src/test/java/org/apache/commons/rng/simple/internal/SeedFactoryTest.java,,,,assert,unknown,custom,assertDifferentValues,assertDifferentValues
rng_47_2,commons-rng,SeedFactoryTest,testCreateLongArray_2_oe,commons-rng-simple/src/test/java/org/apache/commons/rng/simple/internal/SeedFactoryTest.java,,,,assert,unknown,custom,assertDifferentValues,assertDifferentValues
rng_48_1,commons-rng,SeedFactoryTest,testCreateIntArray_1_oe,commons-rng-simple/src/test/java/org/apache/commons/rng/simple/internal/SeedFactoryTest.java,,,,assert,unknown,custom,assertDifferentValues,assertDifferentValues
rng_49_1,commons-rng,SeedFactoryTest,testCreateIntArrayWithCompleteBlockSize_1_oe,commons-rng-simple/src/test/java/org/apache/commons/rng/simple/internal/SeedFactoryTest.java,,,,assert,unknown,custom,assertCreateIntArray,assertCreateIntArray
rng_50_1,commons-rng,SeedFactoryTest,testCreateIntArrayWithIncompleteBlockSize_1_oe,commons-rng-simple/src/test/java/org/apache/commons/rng/simple/internal/SeedFactoryTest.java,,,,assert,unknown,custom,assertCreateIntArray,assertCreateIntArray
rng_51_1,commons-rng,SeedFactoryTest,testCreateLongArrayWithCompleteBlockSize_1_oe,commons-rng-simple/src/test/java/org/apache/commons/rng/simple/internal/SeedFactoryTest.java,,,,assert,unknown,custom,assertCreateLongArray,assertCreateLongArray
rng_52_1,commons-rng,SeedFactoryTest,testCreateLongArrayWithIncompleteBlockSize_1_oe,commons-rng-simple/src/test/java/org/apache/commons/rng/simple/internal/SeedFactoryTest.java,,,,assert,unknown,custom,assertCreateLongArray,assertCreateLongArray
rng_53_1,commons-rng,SeedFactoryTest,testCreateByteArrayWithSizeZero_1_oe,commons-rng-simple/src/test/java/org/apache/commons/rng/simple/internal/SeedFactoryTest.java,,,,assert,unknown,custom,assertCreateByteArray,assertCreateByteArray
rng_54_1,commons-rng,SeedFactoryTest,testCreateByteArrayIgnoresNonZeroPositions_1_oe,commons-rng-simple/src/test/java/org/apache/commons/rng/simple/internal/SeedFactoryTest.java,,,,assert,unknown,custom,assertCreateByteArray,assertCreateByteArray
rng_61_1,commons-rng,JumpableProvidersParametricTest,testJumpReturnsACopy_1_oe,commons-rng-core/src/test/java/org/apache/commons/rng/core/JumpableProvidersParametricTest.java,,,,assert,unknown,custom,assertJumpReturnsACopy,assertJumpReturnsACopy
