id,project,test_class,test_name,test_file_path,focal_file_path,focal_class,focal_package,oracle_type,junit_version,assert_kind,assert_name,custom_assert_name
vfs_9_2,commons-vfs,ProviderWriteAppendTests,testAppendContent_2_oe,commons-vfs2/src/test/java/org/apache/commons/vfs2/ProviderWriteAppendTests.java,,,,assert,unknown,custom,assertSameContent,assertSameContent
vfs_9_3,commons-vfs,ProviderWriteAppendTests,testAppendContent_3_oe,commons-vfs2/src/test/java/org/apache/commons/vfs2/ProviderWriteAppendTests.java,,,,assert,unknown,custom,assertSameContent,assertSameContent
vfs_9_5,commons-vfs,ProviderWriteAppendTests,testAppendContent_5_oe,commons-vfs2/src/test/java/org/apache/commons/vfs2/ProviderWriteAppendTests.java,,,,assert,unknown,custom,assertSameContent,assertSameContent
vfs_10_3,commons-vfs,UrlStructureTests,testFolderURL_3_oe,commons-vfs2/src/test/java/org/apache/commons/vfs2/UrlStructureTests.java,,,,assert,unknown,custom,assertSameMessage,assertSameMessage
vfs_16_2,commons-vfs,ProviderReadTests,testFolderContent_2_oe,commons-vfs2/src/test/java/org/apache/commons/vfs2/ProviderReadTests.java,,,,assert,unknown,custom,assertSameMessage,assertSameMessage
vfs_25_1,commons-vfs,ProviderReadTests,testStructure_1_oe,commons-vfs2/src/test/java/org/apache/commons/vfs2/ProviderReadTests.java,,,,assert,unknown,custom,assertSameStructure,assertSameStructure
vfs_31_1,commons-vfs,ContentTests,testAllContent_1_oe,commons-vfs2/src/test/java/org/apache/commons/vfs2/ContentTests.java,,,,assert,unknown,custom,assertSameContent,assertSameContent
vfs_34_4,commons-vfs,ContentTests,testChildren_4_oe,commons-vfs2/src/test/java/org/apache/commons/vfs2/ContentTests.java,,,,assert,unknown,custom,assertSameMessage,assertSameMessage
vfs_34_8,commons-vfs,ContentTests,testChildren_8_oe,commons-vfs2/src/test/java/org/apache/commons/vfs2/ContentTests.java,,,,assert,unknown,custom,assertSameMessage,assertSameMessage
vfs_35_1,commons-vfs,ContentTests,testContent_1_oe,commons-vfs2/src/test/java/org/apache/commons/vfs2/ContentTests.java,,,,assert,unknown,custom,assertSameContent,assertSameContent
vfs_35_2,commons-vfs,ContentTests,testContent_2_oe,commons-vfs2/src/test/java/org/apache/commons/vfs2/ContentTests.java,,,,assert,unknown,custom,assertSameContent,assertSameContent
vfs_43_3,commons-vfs,ContentTests,testReadMultipleConcurrent_3_oe,commons-vfs2/src/test/java/org/apache/commons/vfs2/ContentTests.java,,,,assert,unknown,custom,assertSameContent,assertSameContent
vfs_46_3,commons-vfs,ContentTests,testReuse_3_oe,commons-vfs2/src/test/java/org/apache/commons/vfs2/ContentTests.java,,,,assert,unknown,custom,assertSameContent,assertSameContent
vfs_46_4,commons-vfs,ContentTests,testReuse_4_oe,commons-vfs2/src/test/java/org/apache/commons/vfs2/ContentTests.java,,,,assert,unknown,custom,assertSameContent,assertSameContent
vfs_46_5,commons-vfs,ContentTests,testReuse_5_oe,commons-vfs2/src/test/java/org/apache/commons/vfs2/ContentTests.java,,,,assert,unknown,custom,assertSameContent,assertSameContent
vfs_47_2,commons-vfs,ContentTests,testUnknownContent_2_oe,commons-vfs2/src/test/java/org/apache/commons/vfs2/ContentTests.java,,,,assert,unknown,custom,assertSameMessage,assertSameMessage
vfs_47_4,commons-vfs,ContentTests,testUnknownContent_4_oe,commons-vfs2/src/test/java/org/apache/commons/vfs2/ContentTests.java,,,,assert,unknown,custom,assertSameMessage,assertSameMessage
vfs_53_5,commons-vfs,NamingTests,testChildName_5_oe,commons-vfs2/src/test/java/org/apache/commons/vfs2/NamingTests.java,,,,assert,unknown,custom,assertBadName,assertBadName
vfs_54_1,commons-vfs,NamingTests,testDescendentName_1_oe,commons-vfs2/src/test/java/org/apache/commons/vfs2/NamingTests.java,,,,assert,unknown,custom,assertSameName,assertSameName
vfs_54_2,commons-vfs,NamingTests,testDescendentName_2_oe,commons-vfs2/src/test/java/org/apache/commons/vfs2/NamingTests.java,,,,assert,unknown,custom,assertSameName,assertSameName
vfs_54_3,commons-vfs,NamingTests,testDescendentName_3_oe,commons-vfs2/src/test/java/org/apache/commons/vfs2/NamingTests.java,,,,assert,unknown,custom,assertSameName,assertSameName
vfs_54_4,commons-vfs,NamingTests,testDescendentName_4_oe,commons-vfs2/src/test/java/org/apache/commons/vfs2/NamingTests.java,,,,assert,unknown,custom,assertSameName,assertSameName
vfs_54_5,commons-vfs,NamingTests,testDescendentName_5_oe,commons-vfs2/src/test/java/org/apache/commons/vfs2/NamingTests.java,,,,assert,unknown,custom,assertSameName,assertSameName
vfs_55_1,commons-vfs,NamingTests,testNameResolution_1_oe,commons-vfs2/src/test/java/org/apache/commons/vfs2/NamingTests.java,,,,assert,unknown,custom,assertSameName,assertSameName
vfs_55_2,commons-vfs,NamingTests,testNameResolution_2_oe,commons-vfs2/src/test/java/org/apache/commons/vfs2/NamingTests.java,,,,assert,unknown,custom,assertSameName,assertSameName
