id,test_prefix,test_name,mut_class,method_under_test,mut_docstring,mut_method_definition
dbut_1_1,"        QueryLoader loader = QueryLoader.instance();
        Map<String,String> q = loader.load(QUERIES);
        Map<String,String> q2 = loader.load(QUERIES);
        assertTrue(q == q2);// pointer comparison should return true assertEquals(""SELECT * FROM SomeTable"",q.get(""test.query""));",QueryLoaderTest::testLoad_1_oe,org.apache.commons.dbutils.BasicRowProcessor.CaseInsensitiveHashMap,get(Object key),/** {@inheritDoc} */,"@Override
        public Object get(Object key) {
            Object realKey = lowerCaseMap.get(key.toString().toLowerCase(Locale.ENGLISH));
            return super.get(realKey);
        }"
dbut_1_2,"        QueryLoader loader = QueryLoader.instance();
        Map<String,String> q = loader.load(QUERIES);
        Map<String,String> q3 = loader.load(QUERIES);
        assertTrue(q != q3); // pointer comparison should return false;",QueryLoaderTest::testLoad_2_oe,org.apache.commons.dbutils.QueryLoader,load(String path),"/**
     * Loads a Map of query names to SQL values.  The Maps are cached so a
     * subsequent request to load queries from the same path will return
     * the cached Map.  The properties file to load can be in either
     * line-oriented or XML format.  XML formatted properties files must use a
     * <code>.xml</code> file extension.
     *
     * @param path The path that the ClassLoader will use to find the file.
     * This is <strong>not</strong> a file system path.  If you had a jarred
     * Queries.properties file in the com.yourcorp.app.jdbc package you would
     * pass ""/com/yourcorp/app/jdbc/Queries.properties"" to this method.
     * @throws IOException if a file access error occurs
     * @throws IllegalArgumentException if the ClassLoader can't find a file at
     * the given path.
     * @throws java.util.InvalidPropertiesFormatException if the XML properties file is
     * invalid
     * @return Map of query names to SQL values
     * @see java.util.Properties
     */","public synchronized Map<String, String> load(String path) throws IOException {

        Map<String, String> queryMap = this.queries.get(path);

        if (queryMap == null) {
            queryMap = this.loadQueries(path);
            this.queries.put(path, queryMap);
        }

        return queryMap;
    }"
dbut_2_2,"            assertEquals(""e not found."",e.getMessage());",QueryLoaderTest::testLoadThrowsIllegalArgumentException_2_oe,org.apache.commons.dbutils.QueryLoader,load(String path),"/**
     * Loads a Map of query names to SQL values.  The Maps are cached so a
     * subsequent request to load queries from the same path will return
     * the cached Map.  The properties file to load can be in either
     * line-oriented or XML format.  XML formatted properties files must use a
     * <code>.xml</code> file extension.
     *
     * @param path The path that the ClassLoader will use to find the file.
     * This is <strong>not</strong> a file system path.  If you had a jarred
     * Queries.properties file in the com.yourcorp.app.jdbc package you would
     * pass ""/com/yourcorp/app/jdbc/Queries.properties"" to this method.
     * @throws IOException if a file access error occurs
     * @throws IllegalArgumentException if the ClassLoader can't find a file at
     * the given path.
     * @throws java.util.InvalidPropertiesFormatException if the XML properties file is
     * invalid
     * @return Map of query names to SQL values
     * @see java.util.Properties
     */","public synchronized Map<String, String> load(String path) throws IOException {

        Map<String, String> queryMap = this.queries.get(path);

        if (queryMap == null) {
            queryMap = this.loadQueries(path);
            this.queries.put(path, queryMap);
        }

        return queryMap;
    }"
dbut_2_3,"            assertEquals(QueryLoader.class.getName(), e.getStackTrace()[0].getClassName());",QueryLoaderTest::testLoadThrowsIllegalArgumentException_3_oe,org.apache.commons.dbutils.QueryLoader,load(String path),"/**
     * Loads a Map of query names to SQL values.  The Maps are cached so a
     * subsequent request to load queries from the same path will return
     * the cached Map.  The properties file to load can be in either
     * line-oriented or XML format.  XML formatted properties files must use a
     * <code>.xml</code> file extension.
     *
     * @param path The path that the ClassLoader will use to find the file.
     * This is <strong>not</strong> a file system path.  If you had a jarred
     * Queries.properties file in the com.yourcorp.app.jdbc package you would
     * pass ""/com/yourcorp/app/jdbc/Queries.properties"" to this method.
     * @throws IOException if a file access error occurs
     * @throws IllegalArgumentException if the ClassLoader can't find a file at
     * the given path.
     * @throws java.util.InvalidPropertiesFormatException if the XML properties file is
     * invalid
     * @return Map of query names to SQL values
     * @see java.util.Properties
     */","public synchronized Map<String, String> load(String path) throws IOException {

        Map<String, String> queryMap = this.queries.get(path);

        if (queryMap == null) {
            queryMap = this.loadQueries(path);
            this.queries.put(path, queryMap);
        }

        return queryMap;
    }"
dbut_3_1,        assertTrue(this.rs.next());,BeanProcessorTest::testProcessWithToBean_1_oe,org.apache.commons.dbutils.ResultSetIterator,next(),"/**
     * Returns the next row as an <code>Object[]</code>.
     * @return An <code>Object[]</code> with the same number of elements as
     * columns in the <code>ResultSet</code>.
     * @see java.util.Iterator#next()
     * @throws RuntimeException if an SQLException occurs.
     */","@Override
    public Object[] next() {
        try {
            rs.next();
            return this.convert.toArray(rs);
        } catch (SQLException e) {
            rethrow(e);
            return null;
        }
    }"
dbut_4_1,        assertTrue(this.rs.next());,BeanProcessorTest::testProcessWithPopulateBean_1_oe,org.apache.commons.dbutils.ResultSetIterator,next(),"/**
     * Returns the next row as an <code>Object[]</code>.
     * @return An <code>Object[]</code> with the same number of elements as
     * columns in the <code>ResultSet</code>.
     * @see java.util.Iterator#next()
     * @throws RuntimeException if an SQLException occurs.
     */","@Override
    public Object[] next() {
        try {
            rs.next();
            return this.convert.toArray(rs);
        } catch (SQLException e) {
            rethrow(e);
            return null;
        }
    }"
dbut_5_1,"        ResultSetMetaData rsmd = ProxyFactory.instance().createResultSetMetaData(
        PropertyDescriptor[] props = Introspector.getBeanInfo(MapColumnToPropertiesBean.class).getPropertyDescriptors();
        int[] columns = beanProc.mapColumnsToProperties(rsmd, props);
            assertTrue(columns[i] != BeanProcessor.PROPERTY_NOT_FOUND);",BeanProcessorTest::testMapColumnToProperties_1_oe,org.apache.commons.dbutils.GenerousBeanProcessor,"mapColumnsToProperties(final ResultSetMetaData rsmd,
            final PropertyDescriptor[] props)",,"@Override
    protected int[] mapColumnsToProperties(final ResultSetMetaData rsmd,
            final PropertyDescriptor[] props) throws SQLException {

        final int cols = rsmd.getColumnCount();
        final int[] columnToProperty = new int[cols + 1];
        Arrays.fill(columnToProperty, PROPERTY_NOT_FOUND);

        for (int col = 1; col <= cols; col++) {
            String columnName = rsmd.getColumnLabel(col);

            if (null == columnName || 0 == columnName.length()) {
                columnName = rsmd.getColumnName(col);
            }

            final String generousColumnName = columnName.replace(""_"", """");

            for (int i = 0; i < props.length; i++) {
                final String propName = props[i].getName();

                // see if either the column name, or the generous one matches
                if (columnName.equalsIgnoreCase(propName) ||
                        generousColumnName.equalsIgnoreCase(propName)) {
                    columnToProperty[col] = i;
                    break;
                }
            }
        }

        return columnToProperty;
    }"
dbut_6_1,"        Map<String, String> columnToPropertyOverrides = new HashMap<String, String>();
        BeanProcessor beanProc = new BeanProcessor(columnToPropertyOverrides);
        ResultSetMetaData rsmd = ProxyFactory.instance().createResultSetMetaData(
        PropertyDescriptor[] props = Introspector.getBeanInfo(MapColumnToPropertiesBean.class).getPropertyDescriptors();
        int[] columns = beanProc.mapColumnsToProperties(rsmd, props);
            assertTrue(columns[i] != BeanProcessor.PROPERTY_NOT_FOUND);",BeanProcessorTest::testMapColumnToPropertiesWithOverrides_1_oe,org.apache.commons.dbutils.BeanProcessor,"mapColumnsToProperties(ResultSetMetaData rsmd,
            PropertyDescriptor[] props)","/**
     * The positions in the returned array represent column numbers.  The
     * values stored at each position represent the index in the
     * <code>PropertyDescriptor[]</code> for the bean property that matches
     * the column name.  If no bean property was found for a column, the
     * position is set to <code>PROPERTY_NOT_FOUND</code>.
     *
     * @param rsmd The <code>ResultSetMetaData</code> containing column
     * information.
     *
     * @param props The bean property descriptors.
     *
     * @throws SQLException if a database access error occurs
     *
     * @return An int[] with column index to property index mappings.  The 0th
     * element is meaningless because JDBC column indexing starts at 1.
     */","protected int[] mapColumnsToProperties(ResultSetMetaData rsmd,
            PropertyDescriptor[] props) throws SQLException {

        int cols = rsmd.getColumnCount();
        int[] columnToProperty = new int[cols + 1];
        Arrays.fill(columnToProperty, PROPERTY_NOT_FOUND);

        for (int col = 1; col <= cols; col++) {
            String columnName = rsmd.getColumnLabel(col);
            if (null == columnName || 0 == columnName.length()) {
              columnName = rsmd.getColumnName(col);
            }
            String propertyName = columnToPropertyOverrides.get(columnName);
            if (propertyName == null) {
                propertyName = columnName;
            }
            for (int i = 0; i < props.length; i++) {

                if (propertyName.equalsIgnoreCase(props[i].getName())) {
                    columnToProperty[col] = i;
                    break;
                }
            }
        }

        return columnToProperty;
    }"
dbut_7_1,"        int[] ret = processor.mapColumnsToProperties(metaData, propDescriptors);
        assertNotNull(ret);",GenerousBeanProcessorTest::testMapColumnsToPropertiesWithOutUnderscores_1_oe,org.apache.commons.dbutils.GenerousBeanProcessor,"mapColumnsToProperties(final ResultSetMetaData rsmd,
            final PropertyDescriptor[] props)",,"@Override
    protected int[] mapColumnsToProperties(final ResultSetMetaData rsmd,
            final PropertyDescriptor[] props) throws SQLException {

        final int cols = rsmd.getColumnCount();
        final int[] columnToProperty = new int[cols + 1];
        Arrays.fill(columnToProperty, PROPERTY_NOT_FOUND);

        for (int col = 1; col <= cols; col++) {
            String columnName = rsmd.getColumnLabel(col);

            if (null == columnName || 0 == columnName.length()) {
                columnName = rsmd.getColumnName(col);
            }

            final String generousColumnName = columnName.replace(""_"", """");

            for (int i = 0; i < props.length; i++) {
                final String propName = props[i].getName();

                // see if either the column name, or the generous one matches
                if (columnName.equalsIgnoreCase(propName) ||
                        generousColumnName.equalsIgnoreCase(propName)) {
                    columnToProperty[col] = i;
                    break;
                }
            }
        }

        return columnToProperty;
    }"
dbut_7_2,"        int[] ret = processor.mapColumnsToProperties(metaData, propDescriptors);
        assertEquals(4, ret.length);",GenerousBeanProcessorTest::testMapColumnsToPropertiesWithOutUnderscores_2_oe,org.apache.commons.dbutils.GenerousBeanProcessor,"mapColumnsToProperties(final ResultSetMetaData rsmd,
            final PropertyDescriptor[] props)",,"@Override
    protected int[] mapColumnsToProperties(final ResultSetMetaData rsmd,
            final PropertyDescriptor[] props) throws SQLException {

        final int cols = rsmd.getColumnCount();
        final int[] columnToProperty = new int[cols + 1];
        Arrays.fill(columnToProperty, PROPERTY_NOT_FOUND);

        for (int col = 1; col <= cols; col++) {
            String columnName = rsmd.getColumnLabel(col);

            if (null == columnName || 0 == columnName.length()) {
                columnName = rsmd.getColumnName(col);
            }

            final String generousColumnName = columnName.replace(""_"", """");

            for (int i = 0; i < props.length; i++) {
                final String propName = props[i].getName();

                // see if either the column name, or the generous one matches
                if (columnName.equalsIgnoreCase(propName) ||
                        generousColumnName.equalsIgnoreCase(propName)) {
                    columnToProperty[col] = i;
                    break;
                }
            }
        }

        return columnToProperty;
    }"
