id,test_prefix,test_name,focal_methods,docstrings
scribejava_12,"@Test
    public void shouldPercentEncodeString_oe() {
        final String plain = ""this is a test &^"";
        final String encoded = ""this%20is%20a%20test%20%26%5E"";
        assertEquals(encoded, OAuthEncoder.encode(plain));
    }",OAuthEncoderTest::shouldPercentEncodeString_oe,"public static String encode(String plain) {
        Preconditions.checkNotNull(plain, ""Cannot encode null object"");
        String encoded;
        try {
            encoded = URLEncoder.encode(plain, CHARSET);
        } catch (UnsupportedEncodingException uee) {
            throw new OAuthException(""Charset not found while encoding string: "" + CHARSET, uee);
        }
        for (Map.Entry<String, String> rule : ENCODING_RULES.entrySet()) {
            encoded = applyRule(encoded, rule.getKey(), rule.getValue());
        }
        return encoded;
    }",
scribejava_13,"@Test
    public void shouldFormURLDecodeString_oe() {
        final String encoded = ""this+is+a+test+%26%5E"";
        final String plain = ""this is a test &^"";
        assertEquals(plain, OAuthEncoder.decode(encoded));
    }",OAuthEncoderTest::shouldFormURLDecodeString_oe,"public static String decode(String encoded) {
        Preconditions.checkNotNull(encoded, ""Cannot decode null object"");
        try {
            return URLDecoder.decode(encoded, CHARSET);
        } catch (UnsupportedEncodingException uee) {
            throw new OAuthException(""Charset not found while decoding string: "" + CHARSET, uee);
        }
    }",
scribejava_14,"@Test
    public void shouldPercentEncodeAllSpecialCharacters_oe() {
        final String plain = ""!*'();:@&=+$,/?#[]"";
        final String encoded = ""%21%2A%27%28%29%3B%3A%40%26%3D%2B%24%2C%2F%3F%23%5B%5D"";
        assertEquals(encoded, OAuthEncoder.encode(plain));
        assertEquals(plain, OAuthEncoder.decode(encoded));
    }",OAuthEncoderTest::shouldPercentEncodeAllSpecialCharacters_oe,"public static String encode(String plain) {
        Preconditions.checkNotNull(plain, ""Cannot encode null object"");
        String encoded;
        try {
            encoded = URLEncoder.encode(plain, CHARSET);
        } catch (UnsupportedEncodingException uee) {
            throw new OAuthException(""Charset not found while encoding string: "" + CHARSET, uee);
        }
        for (Map.Entry<String, String> rule : ENCODING_RULES.entrySet()) {
            encoded = applyRule(encoded, rule.getKey(), rule.getValue());
        }
        return encoded;
    }

public static String decode(String encoded) {
        Preconditions.checkNotNull(encoded, ""Cannot decode null object"");
        try {
            return URLDecoder.decode(encoded, CHARSET);
        } catch (UnsupportedEncodingException uee) {
            throw new OAuthException(""Charset not found while decoding string: "" + CHARSET, uee);
        }
    }",
scribejava_15,"@Test
    public void shouldNotPercentEncodeReservedCharacters_oe() {
        final String plain = ""abcde123456-._~"";
        final String encoded = plain;
        assertEquals(encoded, OAuthEncoder.encode(plain));
    }",OAuthEncoderTest::shouldNotPercentEncodeReservedCharacters_oe,"public static String encode(String plain) {
        Preconditions.checkNotNull(plain, ""Cannot encode null object"");
        String encoded;
        try {
            encoded = URLEncoder.encode(plain, CHARSET);
        } catch (UnsupportedEncodingException uee) {
            throw new OAuthException(""Charset not found while encoding string: "" + CHARSET, uee);
        }
        for (Map.Entry<String, String> rule : ENCODING_RULES.entrySet()) {
            encoded = applyRule(encoded, rule.getKey(), rule.getValue());
        }
        return encoded;
    }",
scribejava_16,"@Test
    public void shouldPercentEncodeCorrectlyTwitterCodingExamples_oe() {
        final String[] sources = {""Ladies + Gentlemen"", ""An encoded string!"", ""Dogs, Cats & Mice""};
        final String[] encoded = {""Ladies%20%2B%20Gentlemen"", ""An%20encoded%20string%21"",
            ""Dogs%2C%20Cats%20%26%20Mice""};

        for (int i = 0; i < sources.length; i++) {
            assertEquals(encoded[i], OAuthEncoder.encode(sources[i]));
        }
    }",OAuthEncoderTest::shouldPercentEncodeCorrectlyTwitterCodingExamples_oe,"public static String encode(String plain) {
        Preconditions.checkNotNull(plain, ""Cannot encode null object"");
        String encoded;
        try {
            encoded = URLEncoder.encode(plain, CHARSET);
        } catch (UnsupportedEncodingException uee) {
            throw new OAuthException(""Charset not found while encoding string: "" + CHARSET, uee);
        }
        for (Map.Entry<String, String> rule : ENCODING_RULES.entrySet()) {
            encoded = applyRule(encoded, rule.getKey(), rule.getValue());
        }
        return encoded;
    }",
scribejava_17,"@Test
    public void shouldCorrectlyDecodeAStream_oe() throws IOException {
        final String value = ""expected"";
        final InputStream is = new ByteArrayInputStream(value.getBytes());
        final String decoded = StreamUtils.getStreamContents(is);
        assertEquals(""expected"", decoded);
    }",StreamUtilsTest::shouldCorrectlyDecodeAStream_oe,"public static String getStreamContents(InputStream is) throws IOException {
        Preconditions.checkNotNull(is, ""Cannot get String from a null object"");
        final char[] buffer = new char[0x10000];
        final StringBuilder out = new StringBuilder();
        try (Reader in = new InputStreamReader(is, ""UTF-8"")) {
            int read;
            do {
                read = in.read(buffer, 0, buffer.length);
                if (read > 0) {
                    out.append(buffer, 0, read);
                }
            } while (read >= 0);
        }
        return out.toString();
    }","/**
     * Returns the stream contents as an UTF-8 encoded string
     *
     * @param is input stream
     * @return string contents
     * @throws java.io.IOException in any. SocketTimeout in example
     */"
scribejava_18,"@Test
    public void testGeneratingPKCE_oe() {
        final PKCE pkce = PKCEService.defaultInstance().generatePKCE(RANDOM_BYTES);

        assertEquals(PKCECodeChallengeMethod.S256, pkce.getCodeChallengeMethod());
        assertEquals(""dBjftJeZ4CVP-mB92K27uhbUJU1p1r_wW1gFWFOEjXk"", pkce.getCodeVerifier());
        assertEquals(""E9Melhoa2OwvFrEMTJguCHaoeK1t8URWbuGJSstw-cM"", pkce.getCodeChallenge());
    }",PKCECodeChallengeMethodTest::testGeneratingPKCE_oe,"public PKCECodeChallengeMethod getCodeChallengeMethod() {
        return codeChallengeMethod;
    }

public String getCodeVerifier() {
        return codeVerifier;
    }

public String getCodeChallenge() {
        return codeChallenge;
    }",
scribejava_19,"@Test
    public void shouldExtractBaseStringFromOAuthRequest_oe() {
        final String expected = ""GET&http%3A%2F%2Fexample.com&oauth_callback%3Dhttp%253A%252F%252Fexample%252Fcallback""
                + ""%26oauth_consumer_key%3DAS%2523%2524%255E%252A%2540%2526%26oauth_signature%3DOAuth-Signature""
                + ""%26oauth_timestamp%3D123456"";
        final String baseString = extractor.extract(request);
        assertEquals(expected, baseString);
    }",BaseStringExtractorTest::shouldExtractBaseStringFromOAuthRequest_oe,"@Override
    public String extract(OAuthRequest request) {
        checkPreconditions(request);
        final String verb = OAuthEncoder.encode(getVerb(request));
        final String url = OAuthEncoder.encode(getUrl(request));
        final String params = getSortedAndEncodedParams(request);
        return String.format(AMPERSAND_SEPARATED_STRING, verb, url, params);
    }","/**
     * {@inheritDoc}
     */"
scribejava_20,"@Test
    public void shouldExcludePort80_oe() {
        final String expected = ""GET&http%3A%2F%2Fexample.com&oauth_callback%3Dhttp%253A%252F%252Fexample%252Fcallback""
                + ""%26oauth_consumer_key%3DAS%2523%2524%255E%252A%2540%2526%26oauth_signature%3DOAuth-Signature""
                + ""%26oauth_timestamp%3D123456"";
        final String baseString = extractor.extract(requestPort80);
        assertEquals(expected, baseString);
    }",BaseStringExtractorTest::shouldExcludePort80_oe,"@Override
    public String extract(OAuthRequest request) {
        checkPreconditions(request);
        final String verb = OAuthEncoder.encode(getVerb(request));
        final String url = OAuthEncoder.encode(getUrl(request));
        final String params = getSortedAndEncodedParams(request);
        return String.format(AMPERSAND_SEPARATED_STRING, verb, url, params);
    }","/**
     * {@inheritDoc}
     */"
scribejava_21,"@Test
    public void shouldExcludePort80v2_oe() {
        final String expected = ""GET&http%3A%2F%2Fexample.com%2Ftest&oauth_callback%3Dhttp%253A%252F%252Fexample""
                + ""%252Fcallback%26oauth_consumer_key%3DAS%2523%2524%255E%252A%2540%2526%26oauth_signature""
                + ""%3DOAuth-Signature%26oauth_timestamp%3D123456"";
        final String baseString = extractor.extract(requestPort80v2);
        assertEquals(expected, baseString);
    }",BaseStringExtractorTest::shouldExcludePort80v2_oe,"@Override
    public String extract(OAuthRequest request) {
        checkPreconditions(request);
        final String verb = OAuthEncoder.encode(getVerb(request));
        final String url = OAuthEncoder.encode(getUrl(request));
        final String params = getSortedAndEncodedParams(request);
        return String.format(AMPERSAND_SEPARATED_STRING, verb, url, params);
    }","/**
     * {@inheritDoc}
     */"
