id,project,test_class,test_name,test_file_path,focal_file_path,focal_class,focal_package,oracle_type,junit_version,assert_kind,assert_name
weav_26_1,commons-weaver,StaticNoArgsTest,testThrowingCheckedException1_1_oe,modules/privilizer/weaver/src/it/sample/src/test/java/org/apache/commons/weaver/privilizer/example/StaticNoArgsTest.java,,,,assert,unknown,standard,fail
weav_36_1,commons-weaver,NoArgsTest,testThrowingCheckedException1_1_oe,modules/privilizer/weaver/src/it/sample/src/test/java/org/apache/commons/weaver/privilizer/example/NoArgsTest.java,,,,assert,unknown,standard,fail
weav_11_1,commons-weaver,UsingArgsTest,testGetProperty_1_oe,modules/privilizer/weaver/src/it/sample/src/test/java/org/apache/commons/weaver/privilizer/example/UsingArgsTest.java,,,,assert,unknown,standard,assertEquals
weav_11_2,commons-weaver,UsingArgsTest,testGetProperty_2_oe,modules/privilizer/weaver/src/it/sample/src/test/java/org/apache/commons/weaver/privilizer/example/UsingArgsTest.java,,,,assert,unknown,standard,assertEquals
weav_11_3,commons-weaver,UsingArgsTest,testGetProperty_3_oe,modules/privilizer/weaver/src/it/sample/src/test/java/org/apache/commons/weaver/privilizer/example/UsingArgsTest.java,,,,assert,unknown,standard,assertEquals
weav_12_1,commons-weaver,UsingArgsTest,testGetProperties_1_oe,modules/privilizer/weaver/src/it/sample/src/test/java/org/apache/commons/weaver/privilizer/example/UsingArgsTest.java,,,,assert,unknown,standard,assertTrue
weav_12_2,commons-weaver,UsingArgsTest,testGetProperties_2_oe,modules/privilizer/weaver/src/it/sample/src/test/java/org/apache/commons/weaver/privilizer/example/UsingArgsTest.java,,,,assert,unknown,standard,assertEquals
weav_12_3,commons-weaver,UsingArgsTest,testGetProperties_3_oe,modules/privilizer/weaver/src/it/sample/src/test/java/org/apache/commons/weaver/privilizer/example/UsingArgsTest.java,,,,assert,unknown,standard,assertNull
weav_13_1,commons-weaver,UsingArgsTest,testAssembleAndGetProperty_1_oe,modules/privilizer/weaver/src/it/sample/src/test/java/org/apache/commons/weaver/privilizer/example/UsingArgsTest.java,,,,assert,unknown,standard,assertEquals
weav_13_2,commons-weaver,UsingArgsTest,testAssembleAndGetProperty_2_oe,modules/privilizer/weaver/src/it/sample/src/test/java/org/apache/commons/weaver/privilizer/example/UsingArgsTest.java,,,,assert,unknown,standard,assertEquals
weav_13_3,commons-weaver,UsingArgsTest,testAssembleAndGetProperty_3_oe,modules/privilizer/weaver/src/it/sample/src/test/java/org/apache/commons/weaver/privilizer/example/UsingArgsTest.java,,,,assert,unknown,standard,assertEquals
weav_14_1,commons-weaver,UsingArgsTest,testThrowingCheckedException_1_oe,modules/privilizer/weaver/src/it/sample/src/test/java/org/apache/commons/weaver/privilizer/example/UsingArgsTest.java,,,,assert,unknown,standard,assertEquals
weav_15_1,commons-weaver,MethodReferencesUsingBlueprintsTest,testUtilsReadPublicConstant_1_oe,modules/privilizer/weaver/src/it/sample/src/test/java/org/apache/commons/weaver/privilizer/example/MethodReferencesUsingBlueprintsTest.java,,,,assert,unknown,standard,assertEquals
weav_16_1,commons-weaver,MethodReferencesUsingBlueprintsTest,testUtilsReadPrivateField_1_oe,modules/privilizer/weaver/src/it/sample/src/test/java/org/apache/commons/weaver/privilizer/example/MethodReferencesUsingBlueprintsTest.java,,,,assert,unknown,standard,assertEquals
weav_17_1,commons-weaver,MethodReferencesUsingBlueprintsTest,testUtilsGetProperty_1_oe,modules/privilizer/weaver/src/it/sample/src/test/java/org/apache/commons/weaver/privilizer/example/MethodReferencesUsingBlueprintsTest.java,,,,assert,unknown,standard,assertEquals
weav_18_1,commons-weaver,MethodReferencesUsingBlueprintsTest,testUtilsGetProperty_String_1_oe,modules/privilizer/weaver/src/it/sample/src/test/java/org/apache/commons/weaver/privilizer/example/MethodReferencesUsingBlueprintsTest.java,,,,assert,unknown,standard,assertEquals
weav_18_2,commons-weaver,MethodReferencesUsingBlueprintsTest,testUtilsGetProperty_String_2_oe,modules/privilizer/weaver/src/it/sample/src/test/java/org/apache/commons/weaver/privilizer/example/MethodReferencesUsingBlueprintsTest.java,,,,assert,unknown,standard,assertEquals
