id,test_prefix,test_name,focal_methods,docstrings
commons-net_14,"public void testNET521_oe() {
        SubnetUtils utils;
        SubnetInfo info;

        utils = new SubnetUtils(""0.0.0.0/0"");
        utils.setInclusiveHostCount(true);
        info = utils.getInfo();
        assertEquals(""0.0.0.0"", info.getNetmask());
        assertEquals(4294967296L, info.getAddressCountLong());
        try {
            info.getAddressCount();
            fail(""Expected RuntimeException"");
        } catch (final RuntimeException expected) {
        }
        utils = new SubnetUtils(""128.0.0.0/1"");
        utils.setInclusiveHostCount(true);
        info = utils.getInfo();
        assertEquals(""128.0.0.0"", info.getNetmask());
        assertEquals(2147483648L, info.getAddressCountLong());
        try {
            info.getAddressCount();
            fail(""Expected RuntimeException"");
        } catch (final RuntimeException expected) {
        }
        utils.setInclusiveHostCount(false);
        info = utils.getInfo();
        assertEquals(2147483646, info.getAddressCount());
    }",SubnetUtilsTest::testNET521_oe,"public String getNetmask() {
            return format(toArray(netmask));
        }

public long getAddressCountLong() {
            final long b = broadcastLong();
            final long n = networkLong();
            final long count = b - n + (isInclusiveHostCount() ? 1 : -1);
            return count < 0 ? 0 : count;
        }

@Deprecated
        public int getAddressCount() {
            final long countLong = getAddressCountLong();
            if (countLong > Integer.MAX_VALUE) {
                throw new RuntimeException(""Count is larger than an integer: "" + countLong);
            }
            // N.B. cannot be negative
            return (int)countLong;
        }","

/**
         * Get the count of available addresses.
         * Will be zero for CIDR/31 and CIDR/32 if the inclusive flag is false.
         * @return the count of addresses, may be zero.
         * @since 3.4
         */

/**
         * Get the count of available addresses.
         * Will be zero for CIDR/31 and CIDR/32 if the inclusive flag is false.
         * @return the count of addresses, may be zero.
         * @throws RuntimeException if the correct count is greater than {@code Integer.MAX_VALUE}
         * @deprecated (3.4) use {@link #getAddressCountLong()} instead
         */"
commons-net_63,"public void testConnectTimeout_oe() throws SocketException, IOException {
        final FTPClient client = new FTPClient();
        client.setConnectTimeout(1000);

        try {
            client.connect(""www.apache.org"", 1234);
            fail(""Expecting an Exception"");
        } catch (final ConnectException | SocketTimeoutException | UnknownHostException ue) {
            assertTrue(true);
        }

    }",TestConnectTimeout::testConnectTimeout_oe,"public void connect(final InetAddress host, final int port)
    throws SocketException, IOException
    {
        _hostname_ = null;
        _connect(host, port, null, -1);
    }","/**
     * Opens a Socket connected to a remote host at the specified port and
     * originating from the current host at a system assigned port.
     * Before returning, {@link #_connectAction_  _connectAction_() }
     * is called to perform connection initialization actions.
     * <p>
     * @param host  The remote host.
     * @param port  The port to connect to on the remote host.
     * @throws SocketException If the socket timeout could not be set.
     * @throws IOException If the socket could not be opened.  In most
     *  cases you will only want to catch IOException since SocketException is
     *  derived from it.
     */"
commons-net_85,"public void testLookupDateFormatSymbols_oe() {
        DateFormatSymbols dfs1 = null;
        DateFormatSymbols dfs2 = null;
        DateFormatSymbols dfs3 = null;
        DateFormatSymbols dfs4 = null;


        try {
            dfs1 = FTPClientConfig.lookupDateFormatSymbols(""fr"");
        } catch (final IllegalArgumentException e){
            fail(""french"");
        }

        try {
            dfs2 = FTPClientConfig.lookupDateFormatSymbols(""sq"");
        } catch (final IllegalArgumentException e){
            fail(""albanian"");
        }

        try {
            dfs3 = FTPClientConfig.lookupDateFormatSymbols(""ru"");
        } catch (final IllegalArgumentException e){
            fail(""unusupported.default.to.en"");
        }
        try {
            dfs4 = FTPClientConfig.lookupDateFormatSymbols(fakeLang);
        } catch (final IllegalArgumentException e){
            fail(""not.language.code.but.defaults"");
        }

        assertEquals(dfs3,dfs4);

        final SimpleDateFormat sdf1 = new SimpleDateFormat(""d MMM yyyy"", dfs1);
        final SimpleDateFormat sdf2 = new SimpleDateFormat(""MMM dd, yyyy"", dfs2);
        final SimpleDateFormat sdf3 = new SimpleDateFormat(""MMM dd, yyyy"", dfs3);
        Date d1 = null;
        Date d2 = null;
        Date d3 = null;
        try {
            d1 = sdf1.parse(""31 d\u00e9c 2004"");
        } catch (final ParseException px) {
            fail(""failed.to.parse.french"");
        }
        try {
            d2 = sdf2.parse(""dhj 31, 2004"");
        } catch (final ParseException px) {
            fail(""failed.to.parse.albanian"");
        }
        try {
            d3 = sdf3.parse(""DEC 31, 2004"");
        } catch (final ParseException px) {
            fail(""failed.to.parse.'russian'"");
        }
        assertEquals(""different.parser.same.date"", d1, d2);
        assertEquals(""different.parser.same.date"", d1, d3);

    }",FTPClientConfigTest::testLookupDateFormatSymbols_oe,"public static DateFormatSymbols lookupDateFormatSymbols(final String languageCode)
    {
        final Object lang = LANGUAGE_CODE_MAP.get(languageCode);
        if (lang != null) {
            if (lang instanceof Locale) {
                return new DateFormatSymbols((Locale) lang);
            } else if (lang instanceof String){
                return getDateFormatSymbols((String) lang);
            }
        }
        return new DateFormatSymbols(Locale.US);
    }","/**
     * Looks up the supplied language code in the internally maintained table of
     * language codes.  Returns a DateFormatSymbols object configured with
     * short month names corresponding to the code.  If there is no corresponding
     * entry in the table, the object returned will be that for
     * <code>Locale.US</code>
     * @param languageCode See {@link  #setServerLanguageCode(String)  serverLanguageCode}
     * @return a DateFormatSymbols object configured with short month names
     * corresponding to the supplied code, or with month names for
     * <code>Locale.US</code> if there is no corresponding entry in the internal
     * table.
     */"
commons-net_86,"public void testGetDateFormatSymbols_oe() {

        try {
            FTPClientConfig.getDateFormatSymbols(badDelim);
            fail(""bad delimiter"");
        } catch (final IllegalArgumentException e){
        }
        try {
            FTPClientConfig.getDateFormatSymbols(tooLong);
            fail(""more than 12 months"");
        } catch (final IllegalArgumentException e){
        }
        try {
            FTPClientConfig.getDateFormatSymbols(tooShort);
            fail(""fewer than 12 months"");
        } catch (final IllegalArgumentException e){
        }
        DateFormatSymbols dfs2 = null;
        try {
            dfs2 = FTPClientConfig.getDateFormatSymbols(fakeLang);
        } catch (final Exception e){
            fail(""rejected valid short month string"");
        }
        final SimpleDateFormat sdf1 =
            new SimpleDateFormat(""MMM dd, yyyy"", Locale.ENGLISH);
        final SimpleDateFormat sdf2 = new SimpleDateFormat(""MMM dd, yyyy"", dfs2);

        Date d1 = null;
        Date d2 = null;
        try {
            d1 = sdf1.parse(""dec 31, 2004"");
        } catch (final ParseException px) {
            fail(""failed.to.parse.std"");
        }
        try {
            d2 = sdf2.parse(""hij 31, 2004"");
        } catch (final ParseException px) {
            fail(""failed.to.parse.weird"");
        }

        assertEquals(""different.parser.same.date"",d1, d2);

        try {
            sdf1.parse(""hij 31, 2004"");
            fail(""should.have.failed.to.parse.weird"");
        } catch (final ParseException px) {
        }
        try {
            sdf2.parse(""dec 31, 2004"");
            fail(""should.have.failed.to.parse.standard"");
        } catch (final ParseException px) {
        }


    }",FTPClientConfigTest::testGetDateFormatSymbols_oe,"public static DateFormatSymbols getDateFormatSymbols(final String shortmonths)
    {
        final String[] months = splitShortMonthString(shortmonths);
        final DateFormatSymbols dfs = new DateFormatSymbols(Locale.US);
        dfs.setShortMonths(months);
        return dfs;
    }","/**
     * Returns a DateFormatSymbols object configured with short month names
     * as in the supplied string
     * @param shortmonths This  should be as described in
     *  {@link  #setShortMonthNames(String)  shortMonthNames}
     * @return a DateFormatSymbols object configured with short month names
     * as in the supplied string
     */"
commons-net_105,"public void testCompareTimes_oe() throws Exception
    {
        openConnections();

        long time, time2;
        long clientTime, clientTime2;
        final TimeTCPClient client = new TimeTCPClient();
        try
        {
            final InetAddress localHost = InetAddress.getByName(""localhost""); // WAS InetAddress.getLocalHost();
            try
            {
                client.setDefaultTimeout(60000);
                client.connect(localHost, _port);
                clientTime = client.getDate().getTime();
                time = System.currentTimeMillis();
            } catch (final IOException e) { // catch the first connect error; assume second will work if this does
                fail(""IOError <""+e+""> trying to connect to "" + localHost + "" "" + _port );
                throw e;
            } finally
            {
              if(client.isConnected()) {
                  client.disconnect();
              }
            }

            try
            {
                client.setDefaultTimeout(60000);
                client.connect(localHost, _port);
                clientTime2 = (client.getTime() - TimeTCPClient.SECONDS_1900_TO_1970)*1000L;
                time2 = System.currentTimeMillis();
            } finally
            {
              if(client.isConnected()) {
                  client.disconnect();
              }
            }
        } finally
        {
            closeConnections();
        }

        assertTrue(Math.abs(time - clientTime) < 5000);
        assertTrue(Math.abs(time2 - clientTime2) < 5000);
    }",TimeTCPClientTest::testCompareTimes_oe,"public void disconnect() throws IOException
    {
        closeQuietly(_socket_);
        closeQuietly(_input_);
        closeQuietly(_output_);
        _socket_ = null;
        _hostname_ = null;
        _input_ = null;
        _output_ = null;
    }","/**
     * Disconnects the socket connection.
     * You should call this method after you've finished using the class
     * instance and also before you call
     * {@link #connect connect() }
     * again.  _isConnected_ is set to false, _socket_ is set to null,
     * _input_ is set to null, and _output_ is set to null.
     * <p>
     * @throws IOException  If there is an error closing the socket.
     */"
commons-net_125,"@Test
    public void testEncodeBase64ByteArrayBooleanBooleanInt_oe() {
        final byte[] binaryData = new byte[]{'1','2','3'};
        byte[] encoded;
        encoded = Base64.encodeBase64(binaryData, false, false);
        assertNotNull(encoded);
        assertEquals(4, encoded.length);
        try {
            Base64.encodeBase64(binaryData, false, false, 3);
            fail(""Expected IllegalArgumentException"");
        } catch (final IllegalArgumentException expected) {
        }
        encoded = Base64.encodeBase64(binaryData, false, false, 4); // NET-483
        assertNotNull(encoded);
        assertEquals(4, encoded.length);
        encoded = Base64.encodeBase64(binaryData, true, false);
        assertNotNull(encoded);
        assertEquals(6, encoded.length); // always adds trailer
        try {
            Base64.encodeBase64(binaryData, true, false, 5);
            fail(""Expected IllegalArgumentException"");
        } catch (final IllegalArgumentException expected) {
        }
        encoded = Base64.encodeBase64(binaryData, true, false, 6);
        assertNotNull(encoded);
        assertEquals(6, encoded.length);
    }",Base64Test::testEncodeBase64ByteArrayBooleanBooleanInt_oe,"public static byte[] encodeBase64(final byte[] binaryData) {
        return encodeBase64(binaryData, false);
    }","/**
     * Encodes binary data using the base64 algorithm but does not chunk the output.
     *
     * @param binaryData
     *            binary data to encode
     * @return byte[] containing Base64 characters in their UTF-8 representation.
     */"
commons-net_166,"public void testReadOnly_oe() throws IOException
    {
        final TFTPServer tftpS = new TFTPServer(serverDirectory, serverDirectory, SERVER_PORT,
                ServerMode.GET_ONLY, null, null);

        final TFTPClient tftp = new TFTPClient();
        tftp.open();
        tftp.setSoTimeout(2000);

        final File file = new File(serverDirectory, filePrefix + ""source.txt"");
        file.createNewFile();

        final File out = new File(serverDirectory, filePrefix + ""out"");

        out.delete();
        assertTrue(""Couldn't clear output location"", !out.exists());

        try (final FileOutputStream output = new FileOutputStream(out)) {
            tftp.receiveFile(file.getName(), TFTP.BINARY_MODE, output, ""localhost"", SERVER_PORT);
        }

        assertTrue(""file not created"", out.exists());

        out.delete();

        try (final FileInputStream fis = new FileInputStream(file)) {
            tftp.sendFile(out.getName(), TFTP.BINARY_MODE, fis, ""localhost"", SERVER_PORT);
            fail(""Server allowed write"");
        } catch (final IOException e) {
        }
        file.delete();
        tftpS.shutdown();
    }",TFTPServerPathTest::testReadOnly_oe,"public boolean delete(final String mailboxName) throws IOException
    {
        return doCommand (IMAPCommand.DELETE, quoteMailboxName(mailboxName));
    }","/**
     * Send a DELETE command to the server.
     * @param mailboxName The mailbox name to delete.
     * @return {@code true} if the command was successful,{@code false} if not.
     * @throws IOException If a network I/O error occurs.
     */"
commons-net_167,"public void testWriteOnly_oe() throws IOException
    {
        final TFTPServer tftpS = new TFTPServer(serverDirectory, serverDirectory, SERVER_PORT,
                ServerMode.PUT_ONLY, null, null);

        final TFTPClient tftp = new TFTPClient();
        tftp.open();
        tftp.setSoTimeout(2000);

        final File file = new File(serverDirectory, filePrefix + ""source.txt"");
        file.createNewFile();

        final File out = new File(serverDirectory, filePrefix + ""out"");

        out.delete();
        assertTrue(""Couldn't clear output location"", !out.exists());

        try (final FileOutputStream output = new FileOutputStream(out)) {
            tftp.receiveFile(file.getName(), TFTP.BINARY_MODE, output, ""localhost"", SERVER_PORT);
            fail(""Server allowed read"");
        } catch (final IOException e) {
        }
        out.delete();

        try (final FileInputStream fis = new FileInputStream(file)) {
            tftp.sendFile(out.getName(), TFTP.BINARY_MODE, fis, ""localhost"", SERVER_PORT);
        }

        assertTrue(""file not created"", out.exists());

        file.delete();
        out.delete();
        tftpS.shutdown();
    }",TFTPServerPathTest::testWriteOnly_oe,,
commons-net_168,"public void testWriteOutsideHome_oe() throws IOException
    {
        final TFTPServer tftpS = new TFTPServer(serverDirectory, serverDirectory, SERVER_PORT,
                ServerMode.GET_AND_PUT, null, null);

        final TFTPClient tftp = new TFTPClient();
        tftp.open();

        final File file = new File(serverDirectory, filePrefix + ""source.txt"");
        file.createNewFile();

        assertFalse(""test construction error"", new File(serverDirectory, ""../foo"").exists());

        try (final FileInputStream fis = new FileInputStream(file)) {
            tftp.sendFile(""../foo"", TFTP.BINARY_MODE, fis, ""localhost"", SERVER_PORT);
            fail(""Server allowed write!"");
        } catch (final IOException e) {
        }

        assertFalse(""file created when it should not have been"",new File(serverDirectory,""../foo"").exists());

        file.delete();

        tftpS.shutdown();
    }",TFTPServerPathTest::testWriteOutsideHome_oe,,
commons-net_197,"public void testParseTimestamp_oe() {
        final Calendar cal = Calendar.getInstance();
        cal.add(Calendar.HOUR_OF_DAY, 1);
        cal.set(Calendar.SECOND,0);
        cal.set(Calendar.MILLISECOND,0);
        final Date anHourFromNow = cal.getTime();
        final FTPTimestampParserImpl parser = new FTPTimestampParserImpl();
        final SimpleDateFormat sdf =
            new SimpleDateFormat(parser.getRecentDateFormatString());
        final String fmtTime = sdf.format(anHourFromNow);
        try {
            final Calendar parsed = parser.parseTimestamp(fmtTime);
            assertEquals(""test.roll.back.year"", 1, cal.get(Calendar.YEAR) - parsed.get(Calendar.YEAR));
        } catch (final ParseException e) {
            fail(""Unable to parse"");
        }
    }",FTPTimestampParserImplTest::testParseTimestamp_oe,"@Override
    public Calendar parseTimestamp(final String timestampStr) throws ParseException {
        final Calendar now = Calendar.getInstance();
        return parseTimestamp(timestampStr, now);
    }","/**
     * Implements the one {@link  FTPTimestampParser#parseTimestamp(String)  method}
     * in the {@link  FTPTimestampParser  FTPTimestampParser} interface
     * according to this algorithm:
     *
     * If the recentDateFormat member has been defined, try to parse the
     * supplied string with that.  If that parse fails, or if the recentDateFormat
     * member has not been defined, attempt to parse with the defaultDateFormat
     * member.  If that fails, throw a ParseException.
     *
     * This method assumes that the server time is the same as the local time.
     *
     * @see FTPTimestampParserImpl#parseTimestamp(String, Calendar)
     *
     * @param timestampStr The timestamp to be parsed
     * @return a Calendar with the parsed timestamp
     */"
