id,project,test_class,test_name,test_file_path,focal_file_path,focal_class,focal_package,oracle_type
scribejava_1_1,scribejava,OAuthAsyncCompletionHandlerTest,,scribejava-httpclient-ning/src/test/java/com/github/scribejava/httpclient/ning/OAuthAsyncCompletionHandlerTest.java,,,,ASSERTION_ONLY
scribejava_1_2,scribejava,OAuthAsyncCompletionHandlerTest,,scribejava-httpclient-ning/src/test/java/com/github/scribejava/httpclient/ning/OAuthAsyncCompletionHandlerTest.java,,,,ASSERTION_ONLY
scribejava_1_3,scribejava,OAuthAsyncCompletionHandlerTest,,scribejava-httpclient-ning/src/test/java/com/github/scribejava/httpclient/ning/OAuthAsyncCompletionHandlerTest.java,,,,ASSERTION_ONLY
scribejava_2_1,scribejava,OAuthAsyncCompletionHandlerTest,,scribejava-httpclient-ning/src/test/java/com/github/scribejava/httpclient/ning/OAuthAsyncCompletionHandlerTest.java,,,,ASSERTION_ONLY
scribejava_2_2,scribejava,OAuthAsyncCompletionHandlerTest,,scribejava-httpclient-ning/src/test/java/com/github/scribejava/httpclient/ning/OAuthAsyncCompletionHandlerTest.java,,,,ASSERTION_ONLY
scribejava_2_3,scribejava,OAuthAsyncCompletionHandlerTest,,scribejava-httpclient-ning/src/test/java/com/github/scribejava/httpclient/ning/OAuthAsyncCompletionHandlerTest.java,,,,ASSERTION_ONLY
scribejava_4_1,scribejava,AbstractClientTest,,scribejava-core/src/test/java/com/github/scribejava/core/AbstractClientTest.java,,,,ASSERTION_ONLY
scribejava_4_2,scribejava,AbstractClientTest,,scribejava-core/src/test/java/com/github/scribejava/core/AbstractClientTest.java,,,,ASSERTION_ONLY
scribejava_10_1,scribejava,AbstractClientTest,,scribejava-core/src/test/java/com/github/scribejava/core/AbstractClientTest.java,,,,ASSERTION_ONLY
scribejava_12_1,scribejava,OAuthEncoderTest,,scribejava-core/src/test/java/com/github/scribejava/core/utils/OAuthEncoderTest.java,,,,ASSERTION_ONLY
scribejava_13_1,scribejava,OAuthEncoderTest,,scribejava-core/src/test/java/com/github/scribejava/core/utils/OAuthEncoderTest.java,,,,ASSERTION_ONLY
scribejava_14_1,scribejava,OAuthEncoderTest,,scribejava-core/src/test/java/com/github/scribejava/core/utils/OAuthEncoderTest.java,,,,ASSERTION_ONLY
scribejava_14_2,scribejava,OAuthEncoderTest,,scribejava-core/src/test/java/com/github/scribejava/core/utils/OAuthEncoderTest.java,,,,ASSERTION_ONLY
scribejava_15_1,scribejava,OAuthEncoderTest,,scribejava-core/src/test/java/com/github/scribejava/core/utils/OAuthEncoderTest.java,,,,ASSERTION_ONLY
scribejava_16_1,scribejava,OAuthEncoderTest,,scribejava-core/src/test/java/com/github/scribejava/core/utils/OAuthEncoderTest.java,,,,ASSERTION_ONLY
scribejava_17_1,scribejava,StreamUtilsTest,,scribejava-core/src/test/java/com/github/scribejava/core/utils/StreamUtilsTest.java,,,,ASSERTION_ONLY
scribejava_18_1,scribejava,PKCECodeChallengeMethodTest,,scribejava-core/src/test/java/com/github/scribejava/core/pkce/PKCECodeChallengeMethodTest.java,,,,ASSERTION_ONLY
scribejava_18_2,scribejava,PKCECodeChallengeMethodTest,,scribejava-core/src/test/java/com/github/scribejava/core/pkce/PKCECodeChallengeMethodTest.java,,,,ASSERTION_ONLY
scribejava_18_3,scribejava,PKCECodeChallengeMethodTest,,scribejava-core/src/test/java/com/github/scribejava/core/pkce/PKCECodeChallengeMethodTest.java,,,,ASSERTION_ONLY
scribejava_19_1,scribejava,BaseStringExtractorTest,,scribejava-core/src/test/java/com/github/scribejava/core/extractors/BaseStringExtractorTest.java,,,,ASSERTION_ONLY
scribejava_20_1,scribejava,BaseStringExtractorTest,,scribejava-core/src/test/java/com/github/scribejava/core/extractors/BaseStringExtractorTest.java,,,,ASSERTION_ONLY
scribejava_21_1,scribejava,BaseStringExtractorTest,,scribejava-core/src/test/java/com/github/scribejava/core/extractors/BaseStringExtractorTest.java,,,,ASSERTION_ONLY
scribejava_22_1,scribejava,BaseStringExtractorTest,,scribejava-core/src/test/java/com/github/scribejava/core/extractors/BaseStringExtractorTest.java,,,,ASSERTION_ONLY
scribejava_23_1,scribejava,BaseStringExtractorTest,,scribejava-core/src/test/java/com/github/scribejava/core/extractors/BaseStringExtractorTest.java,,,,ASSERTION_ONLY
scribejava_24_1,scribejava,BaseStringExtractorTest,,scribejava-core/src/test/java/com/github/scribejava/core/extractors/BaseStringExtractorTest.java,,,,ASSERTION_ONLY
scribejava_25_1,scribejava,BaseStringExtractorTest,,scribejava-core/src/test/java/com/github/scribejava/core/extractors/BaseStringExtractorTest.java,,,,ASSERTION_ONLY
scribejava_26_1,scribejava,HeaderExtractorTest,,scribejava-core/src/test/java/com/github/scribejava/core/extractors/HeaderExtractorTest.java,,,,ASSERTION_ONLY
scribejava_26_2,scribejava,HeaderExtractorTest,,scribejava-core/src/test/java/com/github/scribejava/core/extractors/HeaderExtractorTest.java,,,,ASSERTION_ONLY
scribejava_26_3,scribejava,HeaderExtractorTest,,scribejava-core/src/test/java/com/github/scribejava/core/extractors/HeaderExtractorTest.java,,,,ASSERTION_ONLY
scribejava_26_4,scribejava,HeaderExtractorTest,,scribejava-core/src/test/java/com/github/scribejava/core/extractors/HeaderExtractorTest.java,,,,ASSERTION_ONLY
scribejava_26_5,scribejava,HeaderExtractorTest,,scribejava-core/src/test/java/com/github/scribejava/core/extractors/HeaderExtractorTest.java,,,,ASSERTION_ONLY
scribejava_39_2,scribejava,MultipartUtilsTest,,scribejava-core/src/test/java/com/github/scribejava/core/httpclient/multipart/MultipartUtilsTest.java,,,,ASSERTION_ONLY
scribejava_41_1,scribejava,MultipartUtilsTest,,scribejava-core/src/test/java/com/github/scribejava/core/httpclient/multipart/MultipartUtilsTest.java,,,,ASSERTION_ONLY
