id,test_prefix,test_name,focal_method,docstring
conf_1_1,"    @Test
    public void testAppend_1_oe() {
        final AbstractConfiguration config = setUpDestConfig();
        final Configuration srcConfig = setUpSourceConfig();
        config.append(srcConfig);
        for (int i = 0; i < PROP_COUNT; i++) {
            final String key = KEY_PREFIX + i;
            if (srcConfig.containsKey(key)) {
                final List<Object> values = config.getList(key);
                assertEquals(PROP_COUNT * 2, config.size());
    }
    }
    }",TestAbstractConfigurationBasicFeatures::testAppend_1_oe,"@Override
        public int size() {
            // Ouch. Now _that_ one is expensive...
            int count = 0;
            for (final Iterator<String> iterator = configuration.getKeys(); iterator.hasNext();) {
                iterator.next();
                count++;
            }
            return count;
        }","/**
         * @see java.util.Collection#size()
         */"
conf_1_2,"    @Test
    public void testAppend_2_oe() {
        final AbstractConfiguration config = setUpDestConfig();
        final Configuration srcConfig = setUpSourceConfig();
        config.append(srcConfig);
        for (int i = 0; i < PROP_COUNT; i++) {
            final String key = KEY_PREFIX + i;
            if (srcConfig.containsKey(key)) {
                final List<Object> values = config.getList(key);
                assertNull(config.get(KEY_PREFIX + PROP_COUNT));
    }
    }
    }",TestAbstractConfigurationBasicFeatures::testAppend_2_oe,"@Override
    public Object get(final Object key) {
        return configuration.getProperty(String.valueOf(key));
    }","/**
     * Returns the value of the specified key. The key is converted to a string and then passed to the underlying
     * configuration.
     *
     * @param key the key
     * @return the value of this key
     * @see java.util.Map#get(java.lang.Object)
     */"
conf_1_3,"    @Test
    public void testAppend_3_oe() {
        final AbstractConfiguration config = setUpDestConfig();
        final Configuration srcConfig = setUpSourceConfig();
        config.append(srcConfig);
        for (int i = 0; i < PROP_COUNT; i++) {
            final String key = KEY_PREFIX + i;
            if (srcConfig.containsKey(key)) {
                final List<Object> values = config.getList(key);
                assertNull(config.get(KEY_PREFIX + PROP_COUNT));
    }
    }
    }",TestAbstractConfigurationBasicFeatures::testAppend_3_oe,"@Override
    public Object get(final Object key) {
        return configuration.getProperty(String.valueOf(key));
    }","/**
     * Returns the value of the specified key. The key is converted to a string and then passed to the underlying
     * configuration.
     *
     * @param key the key
     * @return the value of this key
     * @see java.util.Map#get(java.lang.Object)
     */"
conf_1_4,"    @Test
    public void testAppend_4_oe() {
        final AbstractConfiguration config = setUpDestConfig();
        final Configuration srcConfig = setUpSourceConfig();
        config.append(srcConfig);
        for (int i = 0; i < PROP_COUNT; i++) {
            final String key = KEY_PREFIX + i;
            if (srcConfig.containsKey(key)) {
                final List<Object> values = config.getList(key);
            } else {
                assertNotNull(config.getProperty(KEY_PREFIX + 0));
    }
    }
    }",TestAbstractConfigurationBasicFeatures::testAppend_4_oe,"@Override
    public final Object getProperty(final String key) {
        beginRead(false);
        try {
            return getPropertyInternal(key);
        } finally {
            endRead();
        }
    }","/**
     * {@inheritDoc} This implementation ensures proper synchronization. Subclasses have to define the abstract
     * {@code getPropertyInternal()} method which is called from here.
     */"
conf_4_1,"    @Test
    public void testClearIteratorNoRemove_1_oe() {
        final AbstractConfiguration config = new TestConfigurationImpl(new BaseConfiguration()) {
            @Override
            protected Iterator<String> getKeysInternal() {
                final Collection<String> keyCol = new ArrayList<>();
                ConfigurationAssert.appendKeys(getUnderlyingConfiguration(), keyCol);
                final String[] keys = keyCol.toArray(new String[keyCol.size()]);
                return Arrays.asList(keys).iterator();
            }
        };
        for (int i = 0; i < 20; i++) {
            config.addProperty(""key"" + i, ""value"" + i);
        }
        config.clear();
        assertEquals(true, config.isEmpty());
    }",TestAbstractConfigurationBasicFeatures::testClearIteratorNoRemove_1_oe,"@Override
    public final boolean isEmpty() {
        beginRead(false);
        try {
            return isEmptyInternal();
        } finally {
            endRead();
        }
    }","/**
     * {@inheritDoc} This implementation handles synchronization and delegates to {@code isEmptyInternal()}.
     */"
conf_5_1,"    @Test
    public void testCopy_1_oe() {
        final AbstractConfiguration config = setUpDestConfig();
        final Configuration srcConfig = setUpSourceConfig();
        config.copy(srcConfig);
        for (int i = 0; i < PROP_COUNT; i++) {
            final String key = KEY_PREFIX + i;
            if (srcConfig.containsKey(key)) {
                assertNull(config.getProperty(KEY_PREFIX + 0));
    }
    }
    }",TestAbstractConfigurationBasicFeatures::testCopy_1_oe,"@Override
    public Object getProperty(final String name) {
        return null;
    }","/**
     * Dummy implementation of the interface method. No properties are supported, so this method always returns <b>null</b>.
     *
     * @param name the name of the requested property
     * @return the property value
     */"
conf_5_2,"    @Test
    public void testCopy_2_oe() {
        final AbstractConfiguration config = setUpDestConfig();
        final Configuration srcConfig = setUpSourceConfig();
        config.copy(srcConfig);
        for (int i = 0; i < PROP_COUNT; i++) {
            final String key = KEY_PREFIX + i;
            if (srcConfig.containsKey(key)) {
            } else {
                assertNull(config.getProperty(KEY_PREFIX + PROP_COUNT));
    }
    }
    }",TestAbstractConfigurationBasicFeatures::testCopy_2_oe,"@Override
    public final Object getProperty(final String key) {
        beginRead(false);
        try {
            return getPropertyInternal(key);
        } finally {
            endRead();
        }
    }","/**
     * {@inheritDoc} This implementation ensures proper synchronization. Subclasses have to define the abstract
     * {@code getPropertyInternal()} method which is called from here.
     */"
conf_8_1,"    @Test
    public void testDefaultConversionHandler_1_oe() {
        final PropertiesConfiguration config = new PropertiesConfiguration();
        assertSame(dataConversionHandler, config.getConversionHandler());
    }",TestAbstractConfigurationBasicFeatures::testDefaultConversionHandler_1_oe,"@Override
    public ConversionHandler getConversionHandler() {
        return dataConversionHandler;
    }","/**
     * {@inheritDoc} This implementation returns the special conversion handler used by this configuration instance.
     */"
conf_9_1,"    @Test
    public void testDefaultConversionHandlerSharedInstance_1_oe() {
        final PropertiesConfiguration config = new PropertiesConfiguration();
        final PropertiesConfiguration config2 = new PropertiesConfiguration();
        assertSame(dataConversionHandler, config.getConversionHandler());
    }",TestAbstractConfigurationBasicFeatures::testDefaultConversionHandlerSharedInstance_1_oe,"@Override
    public ConversionHandler getConversionHandler() {
        return dataConversionHandler;
    }","/**
     * {@inheritDoc} This implementation returns the special conversion handler used by this configuration instance.
     */"
conf_10_1,"    @Test
    public void testDefaultListDelimiterHandler_1_oe() {
        final BaseConfiguration config = new BaseConfiguration();
        assertNull(config.getListDelimiterHandler());
    }",TestAbstractConfigurationBasicFeatures::testDefaultListDelimiterHandler_1_oe,"public ListDelimiterHandler getListDelimiterHandler() {
        return listDelimiterHandler;
    }","/**
     * Returns the {@code ListDelimiterHandler} used by this instance.
     *
     * @return the {@code ListDelimiterHandler}
     * @since 2.0
     */"
