id,test_prefix,test_name,custom_assert_name,custom_assert_method,custom_assert_file,inlined
conf_3_1,"    @Test
    public void testAppendNull_1_oe() {
        final AbstractConfiguration config = setUpDestConfig();
        config.append(null);
        ConfigurationAssert.assertConfigurationEquals(setUpDestConfig(), config);
    }
",TestAbstractConfigurationBasicFeatures::testAppendNull_1_oe,assertConfigurationEquals,"    public static void assertConfigurationEquals(final ImmutableConfiguration expected, final ImmutableConfiguration actual) {
        // check that the actual configuration contains all the properties of the expected configuration
        for (final Iterator<String> it = expected.getKeys(); it.hasNext();) {
            final String key = it.next();
            assertTrue(""The actual configuration doesn't contain the expected key '"" + key + ""'"", actual.containsKey(key));
            assertEquals(""Value of the '"" + key + ""' property"", expected.getProperty(key), actual.getProperty(key));
        }

        // check that the actual configuration has no extra properties
        for (final Iterator<String> it = actual.getKeys(); it.hasNext();) {
            final String key = it.next();
            assertTrue(""The actual configuration contains an extra key '"" + key + ""'"", expected.containsKey(key));
        }
    }
",src/test/java/org/apache/commons/configuration2/ConfigurationAssert.java,"    @Test
    public void testAppendNull_1_oe() {
        final AbstractConfiguration config = setUpDestConfig();
        config.append(null);
        ConfigurationAssert.        final ImmutableConfiguration expected = setUpDestConfig();
        final ImmutableConfiguration actual = config;
        // check that the actual configuration contains all the properties of the expected configuration
                for (final Iterator<String> it = expected.getKeys(); it.hasNext();) {
                    final String key = it.next();
                    assertTrue(""The actual configuration doesn't contain the expected key '"" + key + ""'"", actual.containsKey(key));
                    assertEquals(""Value of the '"" + key + ""' property"", expected.getProperty(key), actual.getProperty(key));
                }
        
                // check that the actual configuration has no extra properties
                for (final Iterator<String> it = actual.getKeys(); it.hasNext();) {
                    final String key = it.next();
                    assertTrue(""The actual configuration contains an extra key '"" + key + ""'"", expected.containsKey(key));
                }
    }
"
conf_7_1,"    @Test
    public void testCopyNull_1_oe() {
        final AbstractConfiguration config = setUpDestConfig();
        config.copy(null);
        ConfigurationAssert.assertConfigurationEquals(setUpDestConfig(), config);
    }
",TestAbstractConfigurationBasicFeatures::testCopyNull_1_oe,assertConfigurationEquals,"    public static void assertConfigurationEquals(final ImmutableConfiguration expected, final ImmutableConfiguration actual) {
        // check that the actual configuration contains all the properties of the expected configuration
        for (final Iterator<String> it = expected.getKeys(); it.hasNext();) {
            final String key = it.next();
            assertTrue(""The actual configuration doesn't contain the expected key '"" + key + ""'"", actual.containsKey(key));
            assertEquals(""Value of the '"" + key + ""' property"", expected.getProperty(key), actual.getProperty(key));
        }

        // check that the actual configuration has no extra properties
        for (final Iterator<String> it = actual.getKeys(); it.hasNext();) {
            final String key = it.next();
            assertTrue(""The actual configuration contains an extra key '"" + key + ""'"", expected.containsKey(key));
        }
    }
",src/test/java/org/apache/commons/configuration2/ConfigurationAssert.java,"    @Test
    public void testCopyNull_1_oe() {
        final AbstractConfiguration config = setUpDestConfig();
        config.copy(null);
        ConfigurationAssert.        final ImmutableConfiguration expected = setUpDestConfig();
        final ImmutableConfiguration actual = config;
        // check that the actual configuration contains all the properties of the expected configuration
                for (final Iterator<String> it = expected.getKeys(); it.hasNext();) {
                    final String key = it.next();
                    assertTrue(""The actual configuration doesn't contain the expected key '"" + key + ""'"", actual.containsKey(key));
                    assertEquals(""Value of the '"" + key + ""' property"", expected.getProperty(key), actual.getProperty(key));
                }
        
                // check that the actual configuration has no extra properties
                for (final Iterator<String> it = actual.getKeys(); it.hasNext();) {
                    final String key = it.next();
                    assertTrue(""The actual configuration contains an extra key '"" + key + ""'"", expected.containsKey(key));
                }
    }
"
conf_251_1,"    @Test
    public void testSaveWithDefaultListDelimiterHandler_1_oe() throws ConfigurationException {
        conf.setListDelimiterHandler(new DefaultListDelimiterHandler(','));
        saveTestConfig();

        final PropertiesConfiguration checkConfig = new PropertiesConfiguration();
        checkConfig.setListDelimiterHandler(conf.getListDelimiterHandler());
        new FileHandler(checkConfig).load(testSavePropertiesFile);
        ConfigurationAssert.assertConfigurationEquals(conf, checkConfig);
    }
",TestPropertiesConfiguration::testSaveWithDefaultListDelimiterHandler_1_oe,assertConfigurationEquals,"    public static void assertConfigurationEquals(final ImmutableConfiguration expected, final ImmutableConfiguration actual) {
        // check that the actual configuration contains all the properties of the expected configuration
        for (final Iterator<String> it = expected.getKeys(); it.hasNext();) {
            final String key = it.next();
            assertTrue(""The actual configuration doesn't contain the expected key '"" + key + ""'"", actual.containsKey(key));
            assertEquals(""Value of the '"" + key + ""' property"", expected.getProperty(key), actual.getProperty(key));
        }

        // check that the actual configuration has no extra properties
        for (final Iterator<String> it = actual.getKeys(); it.hasNext();) {
            final String key = it.next();
            assertTrue(""The actual configuration contains an extra key '"" + key + ""'"", expected.containsKey(key));
        }
    }
",src/test/java/org/apache/commons/configuration2/ConfigurationAssert.java,"    @Test
    public void testSaveWithDefaultListDelimiterHandler_1_oe() throws ConfigurationException {
        conf.setListDelimiterHandler(new DefaultListDelimiterHandler(','));
        saveTestConfig();

        final PropertiesConfiguration checkConfig = new PropertiesConfiguration();
        checkConfig.setListDelimiterHandler(conf.getListDelimiterHandler());
        new FileHandler(checkConfig).load(testSavePropertiesFile);
        ConfigurationAssert.        final ImmutableConfiguration expected = conf;
        final ImmutableConfiguration actual = checkConfig;
        // check that the actual configuration contains all the properties of the expected configuration
                for (final Iterator<String> it = expected.getKeys(); it.hasNext();) {
                    final String key = it.next();
                    assertTrue(""The actual configuration doesn't contain the expected key '"" + key + ""'"", actual.containsKey(key));
                    assertEquals(""Value of the '"" + key + ""' property"", expected.getProperty(key), actual.getProperty(key));
                }
        
                // check that the actual configuration has no extra properties
                for (final Iterator<String> it = actual.getKeys(); it.hasNext();) {
                    final String key = it.next();
                    assertTrue(""The actual configuration contains an extra key '"" + key + ""'"", expected.containsKey(key));
                }
    }
"
conf_252_1,"    @Test
    public void testSaveWithDelimiterParsingDisabled_1_oe() throws ConfigurationException {
        conf.clear();
        conf.setListDelimiterHandler(new DisabledListDelimiterHandler());
        conf.addProperty(""test.list"", ""a,b,c"");
        conf.addProperty(""test.dirs"", ""C:\\Temp\\,D:\\Data\\"");
        saveTestConfig();

        final PropertiesConfiguration checkConfig = new PropertiesConfiguration();
        checkConfig.setListDelimiterHandler(new DisabledListDelimiterHandler());
        new FileHandler(checkConfig).load(testSavePropertiesFile);
        ConfigurationAssert.assertConfigurationEquals(conf, checkConfig);
    }
",TestPropertiesConfiguration::testSaveWithDelimiterParsingDisabled_1_oe,assertConfigurationEquals,"    public static void assertConfigurationEquals(final ImmutableConfiguration expected, final ImmutableConfiguration actual) {
        // check that the actual configuration contains all the properties of the expected configuration
        for (final Iterator<String> it = expected.getKeys(); it.hasNext();) {
            final String key = it.next();
            assertTrue(""The actual configuration doesn't contain the expected key '"" + key + ""'"", actual.containsKey(key));
            assertEquals(""Value of the '"" + key + ""' property"", expected.getProperty(key), actual.getProperty(key));
        }

        // check that the actual configuration has no extra properties
        for (final Iterator<String> it = actual.getKeys(); it.hasNext();) {
            final String key = it.next();
            assertTrue(""The actual configuration contains an extra key '"" + key + ""'"", expected.containsKey(key));
        }
    }
",src/test/java/org/apache/commons/configuration2/ConfigurationAssert.java,"    @Test
    public void testSaveWithDelimiterParsingDisabled_1_oe() throws ConfigurationException {
        conf.clear();
        conf.setListDelimiterHandler(new DisabledListDelimiterHandler());
        conf.addProperty(""test.list"", ""a,b,c"");
        conf.addProperty(""test.dirs"", ""C:\\Temp\\,D:\\Data\\"");
        saveTestConfig();

        final PropertiesConfiguration checkConfig = new PropertiesConfiguration();
        checkConfig.setListDelimiterHandler(new DisabledListDelimiterHandler());
        new FileHandler(checkConfig).load(testSavePropertiesFile);
        ConfigurationAssert.        final ImmutableConfiguration expected = conf;
        final ImmutableConfiguration actual = checkConfig;
        // check that the actual configuration contains all the properties of the expected configuration
                for (final Iterator<String> it = expected.getKeys(); it.hasNext();) {
                    final String key = it.next();
                    assertTrue(""The actual configuration doesn't contain the expected key '"" + key + ""'"", actual.containsKey(key));
                    assertEquals(""Value of the '"" + key + ""' property"", expected.getProperty(key), actual.getProperty(key));
                }
        
                // check that the actual configuration has no extra properties
                for (final Iterator<String> it = actual.getKeys(); it.hasNext();) {
                    final String key = it.next();
                    assertTrue(""The actual configuration contains an extra key '"" + key + ""'"", expected.containsKey(key));
                }
    }
"
conf_928_1,"    @Test
    public void testLocateSuccess_1_oe() throws ConfigurationException {
        final FileLocator locator = FileLocatorUtils.fileLocator().fileName(FILE_NAME).basePath(""somePath"").create();
        final URL url = strategy.locate(fileSystem, locator);
        final Configurations configurations = new Configurations();
        final XMLConfiguration config1 = configurations.xml(url);
        final XMLConfiguration config2 = configurations.xml(ConfigurationAssert.getTestURL(FILE_NAME));
        ConfigurationAssert.assertConfigurationEquals(config1, config2);
    }
",TestClasspathLocationStrategy::testLocateSuccess_1_oe,assertConfigurationEquals,"    public static void assertConfigurationEquals(final ImmutableConfiguration expected, final ImmutableConfiguration actual) {
        // check that the actual configuration contains all the properties of the expected configuration
        for (final Iterator<String> it = expected.getKeys(); it.hasNext();) {
            final String key = it.next();
            assertTrue(""The actual configuration doesn't contain the expected key '"" + key + ""'"", actual.containsKey(key));
            assertEquals(""Value of the '"" + key + ""' property"", expected.getProperty(key), actual.getProperty(key));
        }

        // check that the actual configuration has no extra properties
        for (final Iterator<String> it = actual.getKeys(); it.hasNext();) {
            final String key = it.next();
            assertTrue(""The actual configuration contains an extra key '"" + key + ""'"", expected.containsKey(key));
        }
    }
",src/test/java/org/apache/commons/configuration2/ConfigurationAssert.java,"    @Test
    public void testLocateSuccess_1_oe() throws ConfigurationException {
        final FileLocator locator = FileLocatorUtils.fileLocator().fileName(FILE_NAME).basePath(""somePath"").create();
        final URL url = strategy.locate(fileSystem, locator);
        final Configurations configurations = new Configurations();
        final XMLConfiguration config1 = configurations.xml(url);
        final XMLConfiguration config2 = configurations.xml(ConfigurationAssert.getTestURL(FILE_NAME));
        ConfigurationAssert.        final ImmutableConfiguration expected = config1;
        final ImmutableConfiguration actual = config2;
        // check that the actual configuration contains all the properties of the expected configuration
                for (final Iterator<String> it = expected.getKeys(); it.hasNext();) {
                    final String key = it.next();
                    assertTrue(""The actual configuration doesn't contain the expected key '"" + key + ""'"", actual.containsKey(key));
                    assertEquals(""Value of the '"" + key + ""' property"", expected.getProperty(key), actual.getProperty(key));
                }
        
                // check that the actual configuration has no extra properties
                for (final Iterator<String> it = actual.getKeys(); it.hasNext();) {
                    final String key = it.next();
                    assertTrue(""The actual configuration contains an extra key '"" + key + ""'"", expected.containsKey(key));
                }
    }
"
conf_1044_1,"    @Test
    public void testListenerRegistrationWithListenerData_1_oe() {
        final ListenerTestImpl listener = new ListenerTestImpl();
        final EventListenerRegistrationData<EventSub1> regData = new EventListenerRegistrationData<>(typeSub1, listener);
        list.addEventListener(regData);

        list.fire(new EventSub1(this, typeSub1, MESSAGE));
        listener.assertEvent(this, typeSub1, MESSAGE);
    }
",TestEventListenerList::testListenerRegistrationWithListenerData_1_oe,assertEvent,"        public void assertEvent(final Object expSource, final EventType<?> expType, final String expMessage) {
            assertNotNull(""No event received"", receivedEvent);
            assertEquals(""Wrong source"", expSource, receivedEvent.getSource());
            assertEquals(""Wrong event type"", expType, receivedEvent.getEventType());
            assertEquals(""Wrong message"", expMessage, receivedEvent.getMessage());
        }
",src/test/java/org/apache/commons/configuration2/event/TestEventListenerList.java,"    @Test
    public void testListenerRegistrationWithListenerData_1_oe() {
        final ListenerTestImpl listener = new ListenerTestImpl();
        final EventListenerRegistrationData<EventSub1> regData = new EventListenerRegistrationData<>(typeSub1, listener);
        list.addEventListener(regData);

        list.fire(new EventSub1(this, typeSub1, MESSAGE));
        listener.        final Object expSource = this;
        final EventType<?> expType = typeSub1;
        final String expMessage = MESSAGE;
        assertNotNull(""No event received"", receivedEvent);
                    assertEquals(""Wrong source"", expSource, receivedEvent.getSource());
                    assertEquals(""Wrong event type"", expType, receivedEvent.getEventType());
                    assertEquals(""Wrong message"", expMessage, receivedEvent.getMessage());
    }
"
conf_1045_1,"    @Test
    public void testMultipleListenerRegistration_1_oe() {
        final ListenerTestImpl listener = new ListenerTestImpl();
        list.addEventListener(typeSub1, listener);
        list.addEventListener(typeSub2, listener);

        list.fire(new EventSub2(this, typeSub2, MESSAGE));
        list.removeEventListener(typeSub1, listener);
        list.fire(new EventSub1(this, typeSub1, MESSAGE));
        listener.assertEvent(this, typeSub2, MESSAGE);
    }
",TestEventListenerList::testMultipleListenerRegistration_1_oe,assertEvent,"        public void assertEvent(final Object expSource, final EventType<?> expType, final String expMessage) {
            assertNotNull(""No event received"", receivedEvent);
            assertEquals(""Wrong source"", expSource, receivedEvent.getSource());
            assertEquals(""Wrong event type"", expType, receivedEvent.getEventType());
            assertEquals(""Wrong message"", expMessage, receivedEvent.getMessage());
        }
",src/test/java/org/apache/commons/configuration2/event/TestEventListenerList.java,"    @Test
    public void testMultipleListenerRegistration_1_oe() {
        final ListenerTestImpl listener = new ListenerTestImpl();
        list.addEventListener(typeSub1, listener);
        list.addEventListener(typeSub2, listener);

        list.fire(new EventSub2(this, typeSub2, MESSAGE));
        list.removeEventListener(typeSub1, listener);
        list.fire(new EventSub1(this, typeSub1, MESSAGE));
        listener.        final Object expSource = this;
        final EventType<?> expType = typeSub2;
        final String expMessage = MESSAGE;
        assertNotNull(""No event received"", receivedEvent);
                    assertEquals(""Wrong source"", expSource, receivedEvent.getSource());
                    assertEquals(""Wrong event type"", expType, receivedEvent.getEventType());
                    assertEquals(""Wrong message"", expMessage, receivedEvent.getMessage());
    }
"
conf_1046_1,"    @Test
    public void testReceiveEventDifferentType_1_oe() {
        final ListenerTestImpl listener1 = new ListenerTestImpl();
        final ListenerTestImpl listener2 = new ListenerTestImpl();
        list.addEventListener(typeSub1, listener1);
        list.addEventListener(typeSub2, listener2);

        list.fire(new EventSub1(this, typeSub1, MESSAGE));
        listener1.assertEvent(this, typeSub1, MESSAGE);
    }
",TestEventListenerList::testReceiveEventDifferentType_1_oe,assertEvent,"        public void assertEvent(final Object expSource, final EventType<?> expType, final String expMessage) {
            assertNotNull(""No event received"", receivedEvent);
            assertEquals(""Wrong source"", expSource, receivedEvent.getSource());
            assertEquals(""Wrong event type"", expType, receivedEvent.getEventType());
            assertEquals(""Wrong message"", expMessage, receivedEvent.getMessage());
        }
",src/test/java/org/apache/commons/configuration2/event/TestEventListenerList.java,"    @Test
    public void testReceiveEventDifferentType_1_oe() {
        final ListenerTestImpl listener1 = new ListenerTestImpl();
        final ListenerTestImpl listener2 = new ListenerTestImpl();
        list.addEventListener(typeSub1, listener1);
        list.addEventListener(typeSub2, listener2);

        list.fire(new EventSub1(this, typeSub1, MESSAGE));
        listener1.        final Object expSource = this;
        final EventType<?> expType = typeSub1;
        final String expMessage = MESSAGE;
        assertNotNull(""No event received"", receivedEvent);
                    assertEquals(""Wrong source"", expSource, receivedEvent.getSource());
                    assertEquals(""Wrong event type"", expType, receivedEvent.getEventType());
                    assertEquals(""Wrong message"", expMessage, receivedEvent.getMessage());
    }
"
conf_1046_2,"    @Test
    public void testReceiveEventDifferentType_2_oe() {
        final ListenerTestImpl listener1 = new ListenerTestImpl();
        final ListenerTestImpl listener2 = new ListenerTestImpl();
        list.addEventListener(typeSub1, listener1);
        list.addEventListener(typeSub2, listener2);

        list.fire(new EventSub1(this, typeSub1, MESSAGE));
        // removed other assertion
        listener2.assertNoEvent();
    }
",TestEventListenerList::testReceiveEventDifferentType_2_oe,assertNoEvent,"        public void assertNoEvent() {
            assertNull(""Unexpected event received: "" + receivedEvent, receivedEvent);
        }
",src/test/java/org/apache/commons/configuration2/event/TestEventListenerList.java,"    @Test
    public void testReceiveEventDifferentType_2_oe() {
        final ListenerTestImpl listener1 = new ListenerTestImpl();
        final ListenerTestImpl listener2 = new ListenerTestImpl();
        list.addEventListener(typeSub1, listener1);
        list.addEventListener(typeSub2, listener2);

        list.fire(new EventSub1(this, typeSub1, MESSAGE));
        // removed other assertion
        listener2.        assertNull(""Unexpected event received: "" + receivedEvent, receivedEvent);
    }
"
conf_1047_1,"    @Test
    public void testReceiveEventMultipleListeners_1_oe() {
        final ListenerTestImpl listener1 = new ListenerTestImpl();
        final ListenerTestImpl listener2 = new ListenerTestImpl();
        list.addEventListener(typeSub1, listener1);
        list.addEventListener(typeSub1, listener2);

        list.fire(new EventSub1(this, typeSub1, MESSAGE));
        listener1.assertEvent(this, typeSub1, MESSAGE);
    }
",TestEventListenerList::testReceiveEventMultipleListeners_1_oe,assertEvent,"        public void assertEvent(final Object expSource, final EventType<?> expType, final String expMessage) {
            assertNotNull(""No event received"", receivedEvent);
            assertEquals(""Wrong source"", expSource, receivedEvent.getSource());
            assertEquals(""Wrong event type"", expType, receivedEvent.getEventType());
            assertEquals(""Wrong message"", expMessage, receivedEvent.getMessage());
        }
",src/test/java/org/apache/commons/configuration2/event/TestEventListenerList.java,"    @Test
    public void testReceiveEventMultipleListeners_1_oe() {
        final ListenerTestImpl listener1 = new ListenerTestImpl();
        final ListenerTestImpl listener2 = new ListenerTestImpl();
        list.addEventListener(typeSub1, listener1);
        list.addEventListener(typeSub1, listener2);

        list.fire(new EventSub1(this, typeSub1, MESSAGE));
        listener1.        final Object expSource = this;
        final EventType<?> expType = typeSub1;
        final String expMessage = MESSAGE;
        assertNotNull(""No event received"", receivedEvent);
                    assertEquals(""Wrong source"", expSource, receivedEvent.getSource());
                    assertEquals(""Wrong event type"", expType, receivedEvent.getEventType());
                    assertEquals(""Wrong message"", expMessage, receivedEvent.getMessage());
    }
"
