id,test_prefix,test_name,focal_method,docstring
commons-beanutils_3_101,"public void testAddProperty3_oe_101_oe() {
        try {
            dynaClass.add(testProperty, String.class, true, true);
            fail(""add(name, type, readable, writable) did not throw UnsupportedOperationException"");
        } catch (final UnsupportedOperationException expected) {
        }
    }",LazyDynaClassTestCase::testAddProperty3_oe_101_oe,"public void add(final String name) {
        add(name, null);
    }","/**
     * Add a new dynamic property with no restrictions on data type,
     * readability, or writeability.
     *
     * @param name Name of the new dynamic property
     *
     * @throws IllegalArgumentException if name is null
     */"
commons-beanutils_4_101,"public void testAddPropertyNullName1_oe_101_oe() {
        try {
            dynaClass.add((String)null);
            fail(""null property name not prevented"");
        } catch (final IllegalArgumentException expected) {
        }
    }",LazyDynaClassTestCase::testAddPropertyNullName1_oe_101_oe,"public void add(final String name) {
        add(name, null);
    }","/**
     * Add a new dynamic property with no restrictions on data type,
     * readability, or writeability.
     *
     * @param name Name of the new dynamic property
     *
     * @throws IllegalArgumentException if name is null
     */"
commons-beanutils_5_101,"public void testAddPropertyNullName2_oe_101_oe() {
        try {
            dynaClass.add(null, String.class);
            fail(""null property name not prevented"");
        } catch (final IllegalArgumentException expected) {
        }
    }",LazyDynaClassTestCase::testAddPropertyNullName2_oe_101_oe,"public void add(final String name) {
        add(name, null);
    }","/**
     * Add a new dynamic property with no restrictions on data type,
     * readability, or writeability.
     *
     * @param name Name of the new dynamic property
     *
     * @throws IllegalArgumentException if name is null
     */"
commons-beanutils_6_101,"public void testAddPropertyNullName3_oe_101_oe() {
        try {
            dynaClass.add(null, String.class, true, true);
            fail(""add(name, type, readable, writable) did not throw UnsupportedOperationException"");
        } catch (final UnsupportedOperationException expected) {
        }
    }",LazyDynaClassTestCase::testAddPropertyNullName3_oe_101_oe,"public void add(final String name) {
        add(name, null);
    }","/**
     * Add a new dynamic property with no restrictions on data type,
     * readability, or writeability.
     *
     * @param name Name of the new dynamic property
     *
     * @throws IllegalArgumentException if name is null
     */"
commons-beanutils_9_101,"public void testAddPropertyRestricted3_oe_101_oe() {
        try {
            dynaClass.add(testProperty, String.class, true, true);
            fail(""add(name, type, readable, writable) did not throw UnsupportedOperationException"");
        } catch (final UnsupportedOperationException t) {
        }
    }",LazyDynaClassTestCase::testAddPropertyRestricted3_oe_101_oe,"public void add(final String name) {
        add(name, null);
    }","/**
     * Add a new dynamic property with no restrictions on data type,
     * readability, or writeability.
     *
     * @param name Name of the new dynamic property
     *
     * @throws IllegalArgumentException if name is null
     */"
commons-beanutils_13_101,"public void testRemovePropertyNullName_oe_101_oe() {
        try {
            dynaClass.remove(null);
            fail(""remove(null) did not throw IllegalArgumentException"");
        } catch (final IllegalArgumentException expected) {
        }
    }",LazyDynaClassTestCase::testRemovePropertyNullName_oe_101_oe,"public void remove(final String name, final String key) {


        throw new UnsupportedOperationException
                (""WrapDynaBean does not support remove()"");

    }","/**
     * Remove any existing value for the specified key on the
     * specified mapped property.
     *
     * @param name Name of the property for which a value is to
     *  be removed
     * @param key Key of the value to be removed
     *
     * @throws IllegalArgumentException if there is no property
     *  of the specified name
     */"
commons-beanutils_57_101,"public void testInvokeMethodUnknown_oe_101_oe() throws Exception {
        try {
            final AbstractParent parent = new AlphaBean(""parent"");
            final BetaBean childOne = new BetaBean(""ChildOne"");
            MethodUtils.invokeMethod(parent, ""bogus"", childOne);

            fail(""No exception thrown when no appropriate method exists"");
        } catch (final NoSuchMethodException expected) {
        }
    }",MethodUtilsTestCase::testInvokeMethodUnknown_oe_101_oe,"public static Object invokeMethod(
            final Object object,
            final String methodName,
            final Object arg)
            throws
            NoSuchMethodException,
            IllegalAccessException,
            InvocationTargetException {

        final Object[] args = toArray(arg);
        return invokeMethod(object, methodName, args);
    }","/**
     * <p>Invoke a named method whose parameter type matches the object type.</p>
     *
     * <p>The behaviour of this method is less deterministic
     * than <code>invokeExactMethod()</code>.
     * It loops through all methods with names that match
     * and then executes the first it finds with compatible parameters.</p>
     *
     * <p>This method supports calls to methods taking primitive parameters
     * via passing in wrapping classes. So, for example, a <code>Boolean</code> class
     * would match a <code>boolean</code> primitive.</p>
     *
     * <p> This is a convenient wrapper for
     * {@link #invokeMethod(Object object,String methodName,Object [] args)}.
     * </p>
     *
     * @param object invoke method on this object
     * @param methodName get method with this name
     * @param arg use this argument. May be null (this will result in calling the
     *  parameterless method with name {@code methodName}).
     * @return The value returned by the invoked method
     *
     * @throws NoSuchMethodException if there is no such accessible method
     * @throws InvocationTargetException wraps an exception thrown by the
     *  method invoked
     * @throws IllegalAccessException if the requested method is not accessible
     *  via reflection
     */"
commons-beanutils_78_101,"public void testGetDynaProperty_oe_101_oe() {
        try {
            dynaClass.getDynaProperty(null);
            fail(""Did not throw IllegaArgumentException"");
        } catch (final IllegalArgumentException e) {
        }
    }",DynaResultSetTestCase::testGetDynaProperty_oe_101_oe,"protected DynaProperty getDynaProperty(final String name) {

        final DynaProperty descriptor = getDynaClass().getDynaProperty(name);
        if (descriptor == null) {
            throw new IllegalArgumentException
                    (""Invalid property name '"" + name + ""'"");
        }
        return (descriptor);

    }","/**
     * Return the property descriptor for the specified property name.
     *
     * @param name Name of the property for which to retrieve the descriptor
     * @return The descriptor for the specified property
     *
     * @throws IllegalArgumentException if this is not a valid property
     *  name for our DynaClass
     */"
commons-beanutils_80_101,"public void testNewInstance_oe_101_oe() {
        try {
            dynaClass.newInstance();
            fail(""Did not throw UnsupportedOperationException()"");
        } catch (final UnsupportedOperationException e) {
        } catch (final Exception e) {
        }
    }",DynaResultSetTestCase::testNewInstance_oe_101_oe,"public DynaBean newInstance()
            throws IllegalAccessException, InstantiationException {

        try {
            // Refind the constructor after a deserialization (if needed)
            if (constructor == null) {
                setDynaBeanClass(this.dynaBeanClass);
            }
            // Invoke the constructor to create a new bean instance
            return ((DynaBean) constructor.newInstance(constructorValues));
        } catch (final InvocationTargetException e) {
            throw new InstantiationException
                    (e.getTargetException().getMessage());
        }

    }","/**
     * Instantiate and return a new DynaBean instance, associated
     * with this DynaClass.
     *
     * @return A new <code>DynaBean</code> instance
     * @throws IllegalAccessException if the Class or the appropriate
     *  constructor is not accessible
     * @throws InstantiationException if this Class represents an abstract
     *  class, an array class, a primitive type, or void; or if instantiation
     *  fails for some other reason
     */"
commons-beanutils_83_101,"public void testIteratorResultsNormalCase_oe_101_oe() {
        try {
            dynaClass = new ResultSetDynaClass(TestResultSet.createProxy(), false);
        } catch (final Exception e) {
            fail(""Error creating ResultSetDynaClass: "" + e);
        }
    }",DynaResultSetTestCase::testIteratorResultsNormalCase_oe_101_oe,,
