id,project,test_class,test_name,test_file_path,focal_file_path,focal_class,focal_package,oracle_type
commons-numbers_529_101,commons-numbers,PrecisionTest,,commons-numbers-core/src/test/java/org/apache/commons/numbers/core/PrecisionTest.java,/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-numbers/commons-numbers-core/src/main/java/org/apache/commons/numbers/core/Precision.java,org.apache.commons.numbers.core.Precision,org.apache.commons.numbers.core,MUST_THROW
commons-numbers_568_101,commons-numbers,ArithmeticUtilsTest,,commons-numbers-core/src/test/java/org/apache/commons/numbers/core/ArithmeticUtilsTest.java,/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-numbers/commons-numbers-core/src/main/java/org/apache/commons/numbers/core/ArithmeticUtils.java,org.apache.commons.numbers.core.ArithmeticUtils,org.apache.commons.numbers.core,MUST_THROW
commons-numbers_568_102,commons-numbers,ArithmeticUtilsTest,,commons-numbers-core/src/test/java/org/apache/commons/numbers/core/ArithmeticUtilsTest.java,/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-numbers/commons-numbers-core/src/main/java/org/apache/commons/numbers/core/ArithmeticUtils.java,org.apache.commons.numbers.core.ArithmeticUtils,org.apache.commons.numbers.core,MUST_THROW
commons-numbers_568_103,commons-numbers,ArithmeticUtilsTest,,commons-numbers-core/src/test/java/org/apache/commons/numbers/core/ArithmeticUtilsTest.java,/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-numbers/commons-numbers-core/src/main/java/org/apache/commons/numbers/core/ArithmeticUtils.java,org.apache.commons.numbers.core.ArithmeticUtils,org.apache.commons.numbers.core,MUST_THROW
commons-numbers_570_101,commons-numbers,ArithmeticUtilsTest,,commons-numbers-core/src/test/java/org/apache/commons/numbers/core/ArithmeticUtilsTest.java,/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-numbers/commons-numbers-core/src/main/java/org/apache/commons/numbers/core/ArithmeticUtils.java,org.apache.commons.numbers.core.ArithmeticUtils,org.apache.commons.numbers.core,MUST_THROW
commons-numbers_570_102,commons-numbers,ArithmeticUtilsTest,,commons-numbers-core/src/test/java/org/apache/commons/numbers/core/ArithmeticUtilsTest.java,/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-numbers/commons-numbers-core/src/main/java/org/apache/commons/numbers/core/ArithmeticUtils.java,org.apache.commons.numbers.core.ArithmeticUtils,org.apache.commons.numbers.core,MUST_THROW
commons-numbers_570_103,commons-numbers,ArithmeticUtilsTest,,commons-numbers-core/src/test/java/org/apache/commons/numbers/core/ArithmeticUtilsTest.java,/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-numbers/commons-numbers-core/src/main/java/org/apache/commons/numbers/core/ArithmeticUtils.java,org.apache.commons.numbers.core.ArithmeticUtils,org.apache.commons.numbers.core,MUST_THROW
commons-numbers_571_101,commons-numbers,ArithmeticUtilsTest,,commons-numbers-core/src/test/java/org/apache/commons/numbers/core/ArithmeticUtilsTest.java,/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-numbers/commons-numbers-core/src/main/java/org/apache/commons/numbers/core/ArithmeticUtils.java,org.apache.commons.numbers.core.ArithmeticUtils,org.apache.commons.numbers.core,MUST_THROW
commons-numbers_571_102,commons-numbers,ArithmeticUtilsTest,,commons-numbers-core/src/test/java/org/apache/commons/numbers/core/ArithmeticUtilsTest.java,/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-numbers/commons-numbers-core/src/main/java/org/apache/commons/numbers/core/ArithmeticUtils.java,org.apache.commons.numbers.core.ArithmeticUtils,org.apache.commons.numbers.core,MUST_THROW
commons-numbers_571_103,commons-numbers,ArithmeticUtilsTest,,commons-numbers-core/src/test/java/org/apache/commons/numbers/core/ArithmeticUtilsTest.java,/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-numbers/commons-numbers-core/src/main/java/org/apache/commons/numbers/core/ArithmeticUtils.java,org.apache.commons.numbers.core.ArithmeticUtils,org.apache.commons.numbers.core,MUST_THROW
commons-numbers_572_101,commons-numbers,ArithmeticUtilsTest,,commons-numbers-core/src/test/java/org/apache/commons/numbers/core/ArithmeticUtilsTest.java,/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-numbers/commons-numbers-core/src/main/java/org/apache/commons/numbers/core/ArithmeticUtils.java,org.apache.commons.numbers.core.ArithmeticUtils,org.apache.commons.numbers.core,MUST_THROW
commons-numbers_572_102,commons-numbers,ArithmeticUtilsTest,,commons-numbers-core/src/test/java/org/apache/commons/numbers/core/ArithmeticUtilsTest.java,/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-numbers/commons-numbers-core/src/main/java/org/apache/commons/numbers/core/ArithmeticUtils.java,org.apache.commons.numbers.core.ArithmeticUtils,org.apache.commons.numbers.core,MUST_THROW
commons-numbers_572_103,commons-numbers,ArithmeticUtilsTest,,commons-numbers-core/src/test/java/org/apache/commons/numbers/core/ArithmeticUtilsTest.java,/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-numbers/commons-numbers-core/src/main/java/org/apache/commons/numbers/core/ArithmeticUtils.java,org.apache.commons.numbers.core.ArithmeticUtils,org.apache.commons.numbers.core,MUST_THROW
commons-numbers_573_101,commons-numbers,ArithmeticUtilsTest,,commons-numbers-core/src/test/java/org/apache/commons/numbers/core/ArithmeticUtilsTest.java,/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-numbers/commons-numbers-core/src/main/java/org/apache/commons/numbers/core/ArithmeticUtils.java,org.apache.commons.numbers.core.ArithmeticUtils,org.apache.commons.numbers.core,MUST_THROW
commons-numbers_573_102,commons-numbers,ArithmeticUtilsTest,,commons-numbers-core/src/test/java/org/apache/commons/numbers/core/ArithmeticUtilsTest.java,/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-numbers/commons-numbers-core/src/main/java/org/apache/commons/numbers/core/ArithmeticUtils.java,org.apache.commons.numbers.core.ArithmeticUtils,org.apache.commons.numbers.core,MUST_THROW
commons-numbers_573_103,commons-numbers,ArithmeticUtilsTest,,commons-numbers-core/src/test/java/org/apache/commons/numbers/core/ArithmeticUtilsTest.java,/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-numbers/commons-numbers-core/src/main/java/org/apache/commons/numbers/core/ArithmeticUtils.java,org.apache.commons.numbers.core.ArithmeticUtils,org.apache.commons.numbers.core,MUST_THROW
