focal_file_path,focal_package,focal_class,classname,method,docstring,method_definition
/home/tasfia/Desktop/OE25-DEV/projects_decomposed/springside4/examples/boot-api/src/main/java/org/springside/examples/bootapi/BootApiApplication.java,org.springside.examples.bootapi,org.springside.examples.bootapi.BootApiApplication,org.springside.examples.bootapi.BootApiApplication,void main(String[] args),"/**
	 * 启动嵌入式的Tomcat并初始化Spring环境.
	 * 
	 * 无 applicationContext.xml 和 web.xml, 靠下述方式进行配置：
	 * 
	 * 1. 扫描当前package下的class设置自动注入的Bean<br/>
	 * 2. 也支持用@Bean标注的类配置Bean <br/>
	 * 3. 根据classpath中的三方包Class及集中的application.properties条件配置三方包，如线程池 <br/>
	 * 4. 也支持用@Configuration标注的类配置三方包.
	 */","public static void main(String[] args) throws Exception {
		SpringApplication.run(BootApiApplication.class, args);
	}"
/home/tasfia/Desktop/OE25-DEV/projects_decomposed/springside4/examples/boot-api/src/main/java/org/springside/examples/bootapi/config/H2ConsoleConfiguration.java,org.springside.examples.bootapi.config,org.springside.examples.bootapi.config.H2ConsoleConfiguration,org.springside.examples.bootapi.config.H2ConsoleConfiguration,void onStartup(ServletContext servletContext),,"@Override
	public void onStartup(ServletContext servletContext) throws ServletException {
		initH2Console(servletContext);
	}"
/home/tasfia/Desktop/OE25-DEV/projects_decomposed/springside4/examples/boot-api/src/main/java/org/springside/examples/bootapi/config/H2ConsoleConfiguration.java,org.springside.examples.bootapi.config,org.springside.examples.bootapi.config.H2ConsoleConfiguration,org.springside.examples.bootapi.config.H2ConsoleConfiguration,void initH2Console(ServletContext servletContext),,"private void initH2Console(ServletContext servletContext) {
		ServletRegistration.Dynamic h2ConsoleServlet = servletContext.addServlet(""H2Console"",
				new org.h2.server.web.WebServlet());
		h2ConsoleServlet.addMapping(""/h2/*"");
		h2ConsoleServlet.setInitParameter(""-properties"", ""src/main/resources"");
		h2ConsoleServlet.setLoadOnStartup(1);
	}"
/home/tasfia/Desktop/OE25-DEV/projects_decomposed/springside4/examples/boot-api/src/main/java/org/springside/examples/bootapi/api/BookEndpoint.java,org.springside.examples.bootapi.api,org.springside.examples.bootapi.api.BookEndpoint,org.springside.examples.bootapi.api.BookEndpoint,listAllBook(Pageable pageable),,"@RequestMapping(value = ""/api/books"", produces = MediaTypes.JSON_UTF_8)
	public List<BookDto> listAllBook(Pageable pageable) {
		Iterable<Book> books = adminService.findAll(pageable);

		return BeanMapper.mapList(books, Book.class,BookDto.class);
	}"
/home/tasfia/Desktop/OE25-DEV/projects_decomposed/springside4/examples/boot-api/src/main/java/org/springside/examples/bootapi/api/BookEndpoint.java,org.springside.examples.bootapi.api,org.springside.examples.bootapi.api.BookEndpoint,org.springside.examples.bootapi.api.BookEndpoint,"listOneBook(@PathVariable(""id"") Long id)",,"@RequestMapping(value = ""/api/books/{id}"", produces = MediaTypes.JSON_UTF_8)
	public BookDto listOneBook(@PathVariable(""id"") Long id) {
		Book book = adminService.findOne(id);

		return BeanMapper.map(book, BookDto.class);
	}"
/home/tasfia/Desktop/OE25-DEV/projects_decomposed/springside4/examples/boot-api/src/main/java/org/springside/examples/bootapi/api/BookEndpoint.java,org.springside.examples.bootapi.api,org.springside.examples.bootapi.api.BookEndpoint,org.springside.examples.bootapi.api.BookEndpoint,"void createBook(@RequestBody BookDto bookDto,
			@RequestParam(value = ""token"", required = false) String token)",,"@RequestMapping(value = ""/api/books"", method = RequestMethod.POST, consumes = MediaTypes.JSON_UTF_8)
	public void createBook(@RequestBody BookDto bookDto,
			@RequestParam(value = ""token"", required = false) String token) {
		checkToken(token);
		// 使用Header中的Token，查找登录用户
		Account currentUser = accountService.getLoginUser(token);

		// 使用BeanMapper, 将与外部交互的BookDto对象复制为应用内部的Book对象
		Book book = BeanMapper.map(bookDto, Book.class);

		// 保存Book对象
		adminService.saveBook(book, currentUser);
	}"
/home/tasfia/Desktop/OE25-DEV/projects_decomposed/springside4/examples/boot-api/src/main/java/org/springside/examples/bootapi/api/BookEndpoint.java,org.springside.examples.bootapi.api,org.springside.examples.bootapi.api.BookEndpoint,org.springside.examples.bootapi.api.BookEndpoint,"void modifyBook(@RequestBody BookDto bookDto,
			@RequestParam(value = ""token"", required = false) String token)",,"@RequestMapping(value = ""/api/books/{id}/modify"", method = RequestMethod.POST, consumes = MediaTypes.JSON_UTF_8)
	public void modifyBook(@RequestBody BookDto bookDto,
			@RequestParam(value = ""token"", required = false) String token) {
		checkToken(token);
		Account currentUser = accountService.getLoginUser(token);
		Book book = BeanMapper.map(bookDto, Book.class);
		adminService.modifyBook(book, currentUser.id);
	}"
/home/tasfia/Desktop/OE25-DEV/projects_decomposed/springside4/examples/boot-api/src/main/java/org/springside/examples/bootapi/api/BookEndpoint.java,org.springside.examples.bootapi.api,org.springside.examples.bootapi.api.BookEndpoint,org.springside.examples.bootapi.api.BookEndpoint,"void deleteBook(@PathVariable(""id"") Long id, @RequestParam(value = ""token"", required = false) String token)",,"@RequestMapping(value = ""/api/books/{id}/delete"")
	public void deleteBook(@PathVariable(""id"") Long id, @RequestParam(value = ""token"", required = false) String token) {
		checkToken(token);
		Account currentUser = accountService.getLoginUser(token);
		adminService.deleteBook(id, currentUser.id);
	}"
/home/tasfia/Desktop/OE25-DEV/projects_decomposed/springside4/examples/boot-api/src/main/java/org/springside/examples/bootapi/api/BookEndpoint.java,org.springside.examples.bootapi.api,org.springside.examples.bootapi.api.BookEndpoint,org.springside.examples.bootapi.api.BookEndpoint,"void applyBorrowRequest(@PathVariable(""id"") Long id,
			@RequestParam(value = ""token"", required = false) String token)",,"@RequestMapping(value = ""/api/books/{id}/request"")
	public void applyBorrowRequest(@PathVariable(""id"") Long id,
			@RequestParam(value = ""token"", required = false) String token) {
		checkToken(token);
		Account currentUser = accountService.getLoginUser(token);
		borrowService.applyBorrowRequest(id, currentUser);
	}"
/home/tasfia/Desktop/OE25-DEV/projects_decomposed/springside4/examples/boot-api/src/main/java/org/springside/examples/bootapi/api/BookEndpoint.java,org.springside.examples.bootapi.api,org.springside.examples.bootapi.api.BookEndpoint,org.springside.examples.bootapi.api.BookEndpoint,"void cancelBorrowRequest(@PathVariable(""id"") Long id,
			@RequestParam(value = ""token"", required = false) String token)",,"@RequestMapping(value = ""/api/books/{id}/cancel"")
	public void cancelBorrowRequest(@PathVariable(""id"") Long id,
			@RequestParam(value = ""token"", required = false) String token) {
		checkToken(token);
		Account currentUser = accountService.getLoginUser(token);
		borrowService.cancelBorrowRequest(id, currentUser);
	}"
