id,project,test_class,test_name,test_file_path,focal_file_path,focal_class,focal_package,dataset_type
JSON-java_16,JSON-java,JSONMLTest,emptyTagException_oe,src/test/java/org/json/junit/JSONMLTest.java,,,,multiple
JSON-java_30,JSON-java,JSONMLTest,Test_oe,src/test/java/org/json/junit/JSONMLTest.java,,,,mixed
JSON-java_58,JSON-java,XMLTest,Test_oe,src/test/java/org/json/junit/XMLTest.java,,,,multiple
JSON-java_87,JSON-java,XMLConfigurationTest,Test_oe,src/test/java/org/json/junit/XMLConfigurationTest.java,,,,multiple
JSON-java_113,JSON-java,JSONObjectTest,Test_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,multiple
JSON-java_125,JSON-java,JSONObjectTest,SuppressWarnings_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,multiple
JSON-java_130,JSON-java,JSONObjectTest,SuppressWarnings_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,mixed
JSON-java_131,JSON-java,JSONObjectTest,SuppressWarnings_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,mixed
JSON-java_132,JSON-java,JSONObjectTest,SuppressWarnings_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,multiple
JSON-java_137,JSON-java,JSONObjectTest,jsonObjectNonAndWrongValues_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,mixed
JSON-java_139,JSON-java,JSONObjectTest,SuppressWarnings_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,mixed
JSON-java_143,JSON-java,JSONObjectTest,SuppressWarnings_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,multiple
JSON-java_144,JSON-java,JSONObjectTest,SuppressWarnings_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,multiple
JSON-java_145,JSON-java,JSONObjectTest,SuppressWarnings_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,multiple
JSON-java_151,JSON-java,JSONObjectTest,SuppressWarnings_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,multiple
JSON-java_154,JSON-java,JSONObjectTest,SuppressWarnings_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,mixed
JSON-java_168,JSON-java,JSONObjectTest,write3Param_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,multiple
JSON-java_172,JSON-java,JSONObjectTest,Test_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,multiple
JSON-java_174,JSON-java,JSONObjectTest,SuppressWarnings_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,multiple
JSON-java_175,JSON-java,JSONObjectTest,SuppressWarnings_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,multiple
JSON-java_176,JSON-java,JSONObjectTest,SuppressWarnings_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,multiple
JSON-java_177,JSON-java,JSONObjectTest,SuppressWarnings_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,multiple
JSON-java_179,JSON-java,JSONObjectTest,testObjectToBigDecimal_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,multiple
JSON-java_181,JSON-java,JSONObjectTest,Test_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,multiple
JSON-java_182,JSON-java,JSONObjectTest,Test_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,multiple
JSON-java_183,JSON-java,JSONObjectTest,Test_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,multiple
JSON-java_184,JSON-java,JSONObjectTest,Test_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,multiple
JSON-java_185,JSON-java,JSONObjectTest,Test_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,multiple
JSON-java_186,JSON-java,JSONObjectTest,Test_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,multiple
JSON-java_187,JSON-java,JSONObjectTest,Test_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,multiple
JSON-java_188,JSON-java,JSONObjectTest,Test_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,multiple
JSON-java_189,JSON-java,JSONObjectTest,Test_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,multiple
JSON-java_190,JSON-java,JSONObjectTest,Test_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,multiple
JSON-java_191,JSON-java,JSONObjectTest,Test_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,multiple
JSON-java_192,JSON-java,JSONObjectTest,Test_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,multiple
JSON-java_193,JSON-java,JSONObjectTest,Test_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,multiple
JSON-java_195,JSON-java,JSONObjectTest,Test_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,multiple
JSON-java_196,JSON-java,JSONObjectTest,Test_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,mixed
JSON-java_197,JSON-java,JSONObjectTest,Test_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,mixed
JSON-java_198,JSON-java,JSONObjectTest,Test_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,mixed
JSON-java_199,JSON-java,JSONObjectTest,Test_oe,src/test/java/org/json/junit/JSONObjectTest.java,,,,mixed
JSON-java_215,JSON-java,JSONArrayTest,Test_oe,src/test/java/org/json/junit/JSONArrayTest.java,,,,multiple
JSON-java_225,JSON-java,JSONArrayTest,SuppressWarnings_oe,src/test/java/org/json/junit/JSONArrayTest.java,,,,multiple
JSON-java_226,JSON-java,JSONArrayTest,failedGetArrayValues_oe,src/test/java/org/json/junit/JSONArrayTest.java,,,,multiple
