id,test_prefix,test_name,mut_class,method_under_test,mut_docstring,mut_method_definition,focal_method,docstring
bcel_24_1,"    public void testAnnotationsCount_1_oe()
    {
        assertEquals(""annotationCount"", 2, getVisitor().annotationCount);
    }
",CounterVisitorTestCase::testAnnotationsCount_1_oe,,,,,,
bcel_25_1,"    public void testAnnotationDefaultCount_1_oe()
    {
        assertEquals(""annotationDefaultCount"", 0, getVisitor().annotationDefaultCount);
    }
",CounterVisitorTestCase::testAnnotationDefaultCount_1_oe,,,,,,
bcel_26_1,"    public void testAnnotationEntryCount_1_oe()
    {
        assertEquals(""annotationEntryCount"", 2, getVisitor().annotationEntryCount);
    }
",CounterVisitorTestCase::testAnnotationEntryCount_1_oe,,,,,,
bcel_27_1,"    public void testCodeCount_1_oe()
    {
        assertEquals(""codeCount"", 1, getVisitor().codeCount);
    }
",CounterVisitorTestCase::testCodeCount_1_oe,,,,,,
bcel_28_1,"    public void testCodeExceptionCount_1_oe()
    {
        assertEquals(""codeExceptionCount"", 0, getVisitor().codeExceptionCount);
    }
",CounterVisitorTestCase::testCodeExceptionCount_1_oe,,,,,,
bcel_29_1,"    public void testConstantClassCount_1_oe()
    {
        assertEquals(""constantClassCount"", 2, getVisitor().constantClassCount);
    }
",CounterVisitorTestCase::testConstantClassCount_1_oe,,,,,,
bcel_30_1,"    public void testConstantDoubleCount_1_oe()
    {
        assertEquals(""constantDoubleCount"", 0, getVisitor().constantDoubleCount);
    }
",CounterVisitorTestCase::testConstantDoubleCount_1_oe,,,,,,
bcel_31_1,"    public void testConstantFieldrefCount_1_oe()
    {
        assertEquals(""constantFieldrefCount"", 0, getVisitor().constantFieldrefCount);
    }
",CounterVisitorTestCase::testConstantFieldrefCount_1_oe,,,,,,
bcel_32_1,"    public void testConstantFloatCount_1_oe()
    {
        assertEquals(""constantFloatCount"", 0, getVisitor().constantFloatCount);
    }
",CounterVisitorTestCase::testConstantFloatCount_1_oe,,,,,,
bcel_33_1,"    public void testConstantIntegerCount_1_oe()
    {
        assertEquals(""constantIntegerCount"", 0, getVisitor().constantIntegerCount);
    }
",CounterVisitorTestCase::testConstantIntegerCount_1_oe,,,,,,
bcel_34_1,"    public void testConstantInterfaceMethodrefCount_1_oe()
    {
        assertEquals(""constantInterfaceMethodrefCount"", 0, getVisitor().constantInterfaceMethodrefCount);
    }
",CounterVisitorTestCase::testConstantInterfaceMethodrefCount_1_oe,,,,,,
bcel_35_1,"    public void testConstantLongCount_1_oe()
    {
        assertEquals(""constantLongCount"", 0, getVisitor().constantLongCount);
    }
",CounterVisitorTestCase::testConstantLongCount_1_oe,,,,,,
bcel_36_1,"    public void testConstantMethodrefCount_1_oe()
    {
        assertEquals(""constantMethodrefCount"", 1, getVisitor().constantMethodrefCount);
    }
",CounterVisitorTestCase::testConstantMethodrefCount_1_oe,,,,,,
bcel_37_1,"    public void testConstantNameAndTypeCount_1_oe()
    {
        assertEquals(""constantNameAndTypeCount"", 1, getVisitor().constantNameAndTypeCount);
    }
",CounterVisitorTestCase::testConstantNameAndTypeCount_1_oe,,,,,,
bcel_38_1,"    public void testConstantPoolCount_1_oe()
    {
        assertEquals(""constantPoolCount"", 1, getVisitor().constantPoolCount);
    }
",CounterVisitorTestCase::testConstantPoolCount_1_oe,,,,,,
bcel_39_1,"    public void testConstantStringCount_1_oe()
    {
        assertEquals(""constantStringCount"", 0, getVisitor().constantStringCount);
    }
",CounterVisitorTestCase::testConstantStringCount_1_oe,,,,,,
bcel_40_1,"    public void testConstantValueCount_1_oe()
    {
        assertEquals(""constantValueCount"", 0, getVisitor().constantValueCount);
    }
",CounterVisitorTestCase::testConstantValueCount_1_oe,,,,,,
bcel_41_1,"    public void testDeprecatedCount_1_oe()
    {
        assertEquals(""deprecatedCount"", 0, getVisitor().deprecatedCount);
    }
",CounterVisitorTestCase::testDeprecatedCount_1_oe,,,,,,
