focal_file_path,focal_package,focal_class,classname,method,docstring,method_definition
/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-vfs/commons-vfs2/src/main/java/org/apache/commons/vfs2/AllFileSelector.java,org.apache.commons.vfs2,org.apache.commons.vfs2.AllFileSelector,org.apache.commons.vfs2.AllFileSelector,includeFile(final FileSelectInfo fileInfo),"/**
     * Determines if a file or folder should be selected.
     *
     * @param fileInfo The file selection information.
     * @return true if the file should be selected, false otherwise.
     */","@Override
    public boolean includeFile(final FileSelectInfo fileInfo) throws Exception {
        return true;
    }"
/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-vfs/commons-vfs2/src/main/java/org/apache/commons/vfs2/AllFileSelector.java,org.apache.commons.vfs2,org.apache.commons.vfs2.AllFileSelector,org.apache.commons.vfs2.AllFileSelector,traverseDescendents(final FileSelectInfo fileInfo),"/**
     * Determines whether a folder should be traversed.
     *
     * @param fileInfo The file selection information.
     * @return true if descendants should be traversed, false otherwise.
     */","@Override
    public boolean traverseDescendents(final FileSelectInfo fileInfo) throws Exception {
        return true;
    }"
/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-vfs/commons-vfs2/src/main/java/org/apache/commons/vfs2/FileTypeSelector.java,org.apache.commons.vfs2,org.apache.commons.vfs2.FileTypeSelector,org.apache.commons.vfs2.FileTypeSelector,includeFile(final FileSelectInfo fileInfo),"/**
     * Determines if a file or folder should be selected.
     *
     * @param fileInfo The file selection information.
     * @return true if the file or folder should be selected.
     * @throws FileSystemException if an error occurs
     */","@Override
    public boolean includeFile(final FileSelectInfo fileInfo) throws Exception {
        return fileInfo.getFile().getType() == type;
    }"
/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-vfs/commons-vfs2/src/main/java/org/apache/commons/vfs2/FileTypeSelector.java,org.apache.commons.vfs2,org.apache.commons.vfs2.FileTypeSelector,org.apache.commons.vfs2.FileTypeSelector,traverseDescendents(final FileSelectInfo fileInfo),"/**
     * Determines whether a folder should be traversed.
     *
     * @param fileInfo The file selection information.
     * @return true if the file or folder should be traversed.
     */","@Override
    public boolean traverseDescendents(final FileSelectInfo fileInfo) throws Exception {
        return true;
    }"
/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-vfs/commons-vfs2/src/main/java/org/apache/commons/vfs2/FileUtil.java,org.apache.commons.vfs2,org.apache.commons.vfs2.FileUtil,org.apache.commons.vfs2.FileUtil,"void copyContent(final FileObject srcFile, final FileObject destFile)","/**
     * Copies the content from a source file to a destination file.
     *
     * @param srcFile The source FileObject.
     * @param destFile The target FileObject
     * @throws IOException If an error occurs copying the file.
     * @see FileContent#write(FileContent)
     * @see FileContent#write(FileObject)
     * @deprecated Use {@link org.apache.commons.vfs2.util.FileObjectUtils#writeContent(FileObject, FileObject)}.
     */","@Deprecated
    public static void copyContent(final FileObject srcFile, final FileObject destFile) throws IOException {
        FileObjectUtils.writeContent(srcFile, destFile);
    }"
/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-vfs/commons-vfs2/src/main/java/org/apache/commons/vfs2/FileUtil.java,org.apache.commons.vfs2,org.apache.commons.vfs2.FileUtil,org.apache.commons.vfs2.FileUtil,getContent(final FileObject file),"/**
     * Returns the content of a file, as a byte array.
     *
     * @param file The file to get the content of.
     * @return The content as a byte array.
     * @throws IOException if the file content cannot be accessed.
     * @deprecated Use {@link org.apache.commons.vfs2.util.FileObjectUtils#getContentAsByteArray(FileObject)}.
     */","@Deprecated
    public static byte[] getContent(final FileObject file) throws IOException {
        return FileObjectUtils.getContentAsByteArray(file);
    }"
/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-vfs/commons-vfs2/src/main/java/org/apache/commons/vfs2/FileUtil.java,org.apache.commons.vfs2,org.apache.commons.vfs2.FileUtil,org.apache.commons.vfs2.FileUtil,"void writeContent(final FileObject file, final OutputStream output)","/**
     * Writes the content of a file to an OutputStream.
     *
     * @param file The FileObject to write.
     * @param output The OutputStream to write to.
     * @throws IOException if an error occurs writing the file.
     * @see FileContent#write(OutputStream)
     * @deprecated Use {@link org.apache.commons.vfs2.util.FileObjectUtils#writeContent(FileObject, OutputStream)}.
     */","@Deprecated
    public static void writeContent(final FileObject file, final OutputStream output) throws IOException {
        FileObjectUtils.writeContent(file, output);
    }"
/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-vfs/commons-vfs2/src/main/java/org/apache/commons/vfs2/FileContent.java,org.apache.commons.vfs2,org.apache.commons.vfs2.FileContent,org.apache.commons.vfs2.FileContent,getByteArray(),"/**
     * Returns the content of a file as a byte array.
     *
     * @return The content as a byte array.
     * @throws IOException if the file content cannot be accessed.
     * @since 2.4
     */","default byte[] getByteArray() throws IOException {
        final long sizeL = getSize();
        if (sizeL > Integer.MAX_VALUE) {
            throw new IllegalStateException(String.format(""File content is too large for a byte array: %,d"", sizeL));
        }
        final boolean sizeUndefined = sizeL < 0;
        final int size = sizeUndefined ? AbstractFileObject.DEFAULT_BUFFER_SIZE : (int) sizeL;
        final byte[] buf = new byte[size];
        int pos;
        try (final InputStream in = getInputStream(size)) {
            int read = 0;
            for (pos = 0; pos < size && read >= 0; pos += read) {
                read = in.read(buf, pos, size - pos);
            }
        }
        return sizeUndefined && pos < buf.length ? Arrays.copyOf(buf, ++pos) : buf;
    }"
/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-vfs/commons-vfs2/src/main/java/org/apache/commons/vfs2/FileContent.java,org.apache.commons.vfs2,org.apache.commons.vfs2.FileContent,org.apache.commons.vfs2.FileContent,getInputStream(final int bufferSize),"/**
     * Gets an input stream for reading the file's content.
     * <p>
     * There may only be a single input or output stream open for the file at any time.
     * </p>
     *
     * @param bufferSize The buffer size to use.
     * @return An input stream to read the file's content from. The input stream is buffered, so there is no need to
     *         wrap it in a {@code BufferedInputStream}.
     * @throws FileSystemException If the file does not exist, or is being read, or is being written, or on error
     *         opening the stream.
     * @since 2.4
     */","default InputStream getInputStream(final int bufferSize) throws FileSystemException {
        return getInputStream();
    }"
/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-vfs/commons-vfs2/src/main/java/org/apache/commons/vfs2/FileContent.java,org.apache.commons.vfs2,org.apache.commons.vfs2.FileContent,org.apache.commons.vfs2.FileContent,"getOutputStream(final boolean bAppend, final int bufferSize)","/**
     * Gets an output stream for writing the file's content.
     * <p>
     * If the file does not exist, this method creates it, and the parent folder, if necessary. If the file does exist,
     * it is replaced with whatever is written to the output stream.
     * </p>
     * <p>
     * There may only be a single input or output stream open for the file at any time.
     * </p>
     *
     * @param bAppend true if you would like to append to the file. This may not be supported by all implementations.
     * @param bufferSize The buffer size to use.
     * @return An output stream to write the file's content to. The stream is buffered, so there is no need to wrap it
     *         in a {@code BufferedOutputStream}.
     * @throws FileSystemException If the file is read-only, or is being read, or is being written, or bAppend is true
     *         and the implementation does not support it, or on error opening the stream.
     * @since 2.4
     */","default OutputStream getOutputStream(final boolean bAppend, final int bufferSize) throws FileSystemException {
        return getOutputStream(bAppend);
    }"
