id,project,test_class,test_name,test_file_path,focal_file_path,focal_class,focal_package,dataset_type
commons-geometry_16,commons-geometry,AbstractBoundaryReadHandler3DTest,testFacetIterator_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/AbstractBoundaryReadHandler3DTest.java,,,,mixed
commons-geometry_18,commons-geometry,SimpleFacetDefinitionTest,testProperties_verticesOnly_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/SimpleFacetDefinitionTest.java,,,,mixed
commons-geometry_19,commons-geometry,SimpleFacetDefinitionTest,testProperties_verticesAndNormal_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/SimpleFacetDefinitionTest.java,,,,mixed
commons-geometry_50,commons-geometry,StlBoundaryReadHandler3DTest,testRead_incorrectCharset_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/StlBoundaryReadHandler3DTest.java,,,,mixed
commons-geometry_52,commons-geometry,StlBoundaryReadHandler3DTest,testRead_closesInputOnReaderCreationFailure_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/StlBoundaryReadHandler3DTest.java,,,,mixed
commons-geometry_107,commons-geometry,StlFacetDefinitionReadersTest,testCreate_nonStandardCharset_noCharsetGiven_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/StlFacetDefinitionReadersTest.java,,,,mixed
commons-geometry_291,commons-geometry,SimpleTextParserTest,testGetCurrentTokenAsDouble_includedNumberFormatExceptionOnFailure_oe,commons-geometry-io-core/src/test/java/org/apache/commons/geometry/io/core/internal/SimpleTextParserTest.java,,,,mixed
commons-geometry_294,commons-geometry,SimpleTextParserTest,testGetCurrentTokenAsInt_includedNumberFormatExceptionOnFailure_oe,commons-geometry-io-core/src/test/java/org/apache/commons/geometry/io/core/internal/SimpleTextParserTest.java,,,,mixed
commons-geometry_363,commons-geometry,GeometryIOUtilsTest,testTryApplyCloseable_functionThrows_inputCloseThrows_oe,commons-geometry-io-core/src/test/java/org/apache/commons/geometry/io/core/internal/GeometryIOUtilsTest.java,,,,mixed
commons-geometry_765,commons-geometry,IteratorTransformTest,testThrowsNoSuchElement_oe,commons-geometry-core/src/test/java/org/apache/commons/geometry/core/internal/IteratorTransformTest.java,,,,mixed
commons-geometry_1130,commons-geometry,Vector2DTest,testConstants_normalize_oe,commons-geometry-euclidean/src/test/java/org/apache/commons/geometry/euclidean/twod/Vector2DTest.java,,,,mixed
commons-geometry_1597,commons-geometry,Vector3DTest,testConstants_normalize_oe,commons-geometry-euclidean/src/test/java/org/apache/commons/geometry/euclidean/threed/Vector3DTest.java,,,,mixed
commons-geometry_1905,commons-geometry,Vector1DTest,testConstants_normalize_oe,commons-geometry-euclidean/src/test/java/org/apache/commons/geometry/euclidean/oned/Vector1DTest.java,,,,mixed
commons-geometry_2149,commons-geometry,LinePathTest,testGetElements_listIsNotModifiable_oe,commons-geometry-euclidean/src/test/java/org/apache/commons/geometry/euclidean/twod/path/LinePathTest.java,,,,mixed
commons-geometry_2199,commons-geometry,SimpleTriangleMeshTest,testFaces_iterator_oe,commons-geometry-euclidean/src/test/java/org/apache/commons/geometry/euclidean/threed/mesh/SimpleTriangleMeshTest.java,,,,mixed
