id,test_prefix,test_name,focal_method,docstring
joda_50_101,"public void testIsEqual_LocalDateTime_oe_101_oe() {
        try {
            new LocalDateTime(2005, 7, 2, 10, 20, 30, 40).isEqual(null);
            fail();
        } catch (IllegalArgumentException ex) {}
    }
",TestLocalDateTime_Basics::testIsEqual_LocalDateTime_oe_101_oe,"public boolean isEqual(ReadableDuration duration) {
        if (duration == null) {
            duration = Duration.ZERO;
        }
        return compareTo(duration) == 0;
    }","/**
     * Is the length of this duration equal to the duration passed in.
     * <p>
     * The comparison takes into account the sign.
     * As such, a duration of 5 seconds is not equal to a duration of <i>minus</i> 5 seconds.
     *
     * @param duration  another duration to compare to, null means zero milliseconds
     * @return true if this duration is equal to than the duration passed in
     */"
joda_51_101,"public void testIsBefore_LocalDateTime_oe_101_oe() {
        try {
            new LocalDateTime(2005, 7, 2, 10, 20, 30, 40).isBefore(null);
            fail();
        } catch (IllegalArgumentException ex) {}
    }
",TestLocalDateTime_Basics::testIsBefore_LocalDateTime_oe_101_oe,"public boolean isBefore(long millisInstant) {
        return (getEndMillis() <= millisInstant);
    }","/**
     * Is this time interval before the specified millisecond instant.
     * <p>
     * Intervals are inclusive of the start instant and exclusive of the end.
     * 
     * @param millisInstant  the instant to compare to,
     *  millisecond instant from 1970-01-01T00:00:00Z
     * @return true if this time interval is before the instant
     */"
joda_52_101,"public void testIsAfter_LocalDateTime_oe_101_oe() {
        try {
            new LocalDateTime(2005, 7, 2, 10, 20, 30, 40).isAfter(null);
            fail();
        } catch (IllegalArgumentException ex) {}
    }
",TestLocalDateTime_Basics::testIsAfter_LocalDateTime_oe_101_oe,"public boolean isAfter(long millisInstant) {
        return (getStartMillis() > millisInstant);
    }","/**
     * Is this time interval after the specified millisecond instant.
     * <p>
     * Intervals are inclusive of the start instant and exclusive of the end.
     * 
     * @param millisInstant  the instant to compare to,
     *  millisecond instant from 1970-01-01T00:00:00Z
     * @return true if this time interval is after the instant
     */"
joda_117_101,"public void testIsEqual_MD_oe_101_oe() {
        try {
            new MonthDay(6, 7).isEqual(null);
            fail();
        } catch (IllegalArgumentException ex) {}
    }
",TestMonthDay_Basics::testIsEqual_MD_oe_101_oe,"public boolean isEqual(ReadableDuration duration) {
        if (duration == null) {
            duration = Duration.ZERO;
        }
        return compareTo(duration) == 0;
    }","/**
     * Is the length of this duration equal to the duration passed in.
     * <p>
     * The comparison takes into account the sign.
     * As such, a duration of 5 seconds is not equal to a duration of <i>minus</i> 5 seconds.
     *
     * @param duration  another duration to compare to, null means zero milliseconds
     * @return true if this duration is equal to than the duration passed in
     */"
joda_118_101,"public void testIsBefore_MD_oe_101_oe() {
        try {
            new MonthDay(6, 7).isBefore(null);
            fail();
        } catch (IllegalArgumentException ex) {}
    }
",TestMonthDay_Basics::testIsBefore_MD_oe_101_oe,"public boolean isBefore(long millisInstant) {
        return (getEndMillis() <= millisInstant);
    }","/**
     * Is this time interval before the specified millisecond instant.
     * <p>
     * Intervals are inclusive of the start instant and exclusive of the end.
     * 
     * @param millisInstant  the instant to compare to,
     *  millisecond instant from 1970-01-01T00:00:00Z
     * @return true if this time interval is before the instant
     */"
joda_119_101,"public void testIsAfter_MD_oe_101_oe() {
        try {
            new MonthDay(6, 7).isAfter(null);
            fail();
        } catch (IllegalArgumentException ex) {}
    }
",TestMonthDay_Basics::testIsAfter_MD_oe_101_oe,"public boolean isAfter(long millisInstant) {
        return (getStartMillis() > millisInstant);
    }","/**
     * Is this time interval after the specified millisecond instant.
     * <p>
     * Intervals are inclusive of the start instant and exclusive of the end.
     * 
     * @param millisInstant  the instant to compare to,
     *  millisecond instant from 1970-01-01T00:00:00Z
     * @return true if this time interval is after the instant
     */"
joda_272_101,"public void testSystemMillisSecurity_oe_101_oe() {
        try {
            try {
                Policy.setPolicy(RESTRICT);
                System.setSecurityManager(new SecurityManager());
                DateTimeUtils.setCurrentMillisSystem();
                fail();
            } catch (SecurityException ex) {
                // ok
            } finally {
                System.setSecurityManager(null);
                Policy.setPolicy(ALLOW);
            }
        } finally {
            DateTimeUtils.setCurrentMillisSystem();
        }
    }
",TestDateTimeUtils::testSystemMillisSecurity_oe_101_oe,"public static final void setCurrentMillisSystem() throws SecurityException {
        checkPermission();
        cMillisProvider = SYSTEM_MILLIS_PROVIDER;
    }","/**
     * Resets the current time to return the system time.
     * <p>
     * This method changes the behaviour of {@link #currentTimeMillis()}.
     * Whenever the current time is queried, {@link System#currentTimeMillis()} is used.
     * 
     * @throws SecurityException if the application does not have sufficient security rights
     */"
joda_274_101,"public void testFixedMillisSecurity_oe_101_oe() {
        try {
            try {
                Policy.setPolicy(RESTRICT);
                System.setSecurityManager(new SecurityManager());
                DateTimeUtils.setCurrentMillisFixed(0L);
                fail();
            } catch (SecurityException ex) {
                // ok
            } finally {
                System.setSecurityManager(null);
                Policy.setPolicy(ALLOW);
            }
        } finally {
            DateTimeUtils.setCurrentMillisSystem();
        }
    }
",TestDateTimeUtils::testFixedMillisSecurity_oe_101_oe,"public static final void setCurrentMillisSystem() throws SecurityException {
        checkPermission();
        cMillisProvider = SYSTEM_MILLIS_PROVIDER;
    }","/**
     * Resets the current time to return the system time.
     * <p>
     * This method changes the behaviour of {@link #currentTimeMillis()}.
     * Whenever the current time is queried, {@link System#currentTimeMillis()} is used.
     * 
     * @throws SecurityException if the application does not have sufficient security rights
     */"
joda_277_101,"public void testOffsetMillisSecurity_oe_101_oe() {
        try {
            try {
                Policy.setPolicy(RESTRICT);
                System.setSecurityManager(new SecurityManager());
                DateTimeUtils.setCurrentMillisOffset(-24 * 60 *  60 * 1000);
                fail();
            } catch (SecurityException ex) {
                // ok
            } finally {
                System.setSecurityManager(null);
                Policy.setPolicy(ALLOW);
            }
        } finally {
            DateTimeUtils.setCurrentMillisSystem();
        }
    }
",TestDateTimeUtils::testOffsetMillisSecurity_oe_101_oe,"public static final void setCurrentMillisSystem() throws SecurityException {
        checkPermission();
        cMillisProvider = SYSTEM_MILLIS_PROVIDER;
    }","/**
     * Resets the current time to return the system time.
     * <p>
     * This method changes the behaviour of {@link #currentTimeMillis()}.
     * Whenever the current time is queried, {@link System#currentTimeMillis()} is used.
     * 
     * @throws SecurityException if the application does not have sufficient security rights
     */"
joda_295_101,"public void test_now_nullDateTimeZone_oe_101_oe() throws Throwable {
        try {
            MutableDateTime.now((DateTimeZone) null);
            fail();
        } catch (NullPointerException ex) {}
    }
",TestMutableDateTime_Constructors::test_now_nullDateTimeZone_oe_101_oe,"public static MutableDateTime now() {
        return new MutableDateTime();
    }","/**
     * Obtains a {@code MutableDateTime} set to the current system millisecond time
     * using <code>ISOChronology</code> in the default time zone.
     * 
     * @return the current date-time, not null
     * @since 2.0
     */"
joda_297_101,"public void test_now_nullChronology_oe_101_oe() throws Throwable {
        try {
            MutableDateTime.now((Chronology) null);
            fail();
        } catch (NullPointerException ex) {}
    }
",TestMutableDateTime_Constructors::test_now_nullChronology_oe_101_oe,"public static MutableDateTime now() {
        return new MutableDateTime();
    }","/**
     * Obtains a {@code MutableDateTime} set to the current system millisecond time
     * using <code>ISOChronology</code> in the default time zone.
     * 
     * @return the current date-time, not null
     * @since 2.0
     */"
joda_314_101,"public void testConstructor_invalidObject_oe_101_oe() throws Throwable {
        try {
            new MutableDateTime(new Object());
            fail();
        } catch (IllegalArgumentException ex) {}
    }
",TestMutableDateTime_Constructors::testConstructor_invalidObject_oe_101_oe,,
joda_318_101,"public void testConstructor_invalidObject_DateTimeZone_oe_101_oe() throws Throwable {
        try {
            new MutableDateTime(new Object(), PARIS);
            fail();
        } catch (IllegalArgumentException ex) {}
    }
",TestMutableDateTime_Constructors::testConstructor_invalidObject_DateTimeZone_oe_101_oe,,
