id,test_prefix,test_name,custom_assert_name,custom_assert_method,custom_assert_file
rng_11_1,"    @ParameterizedTest
    @MethodSource(""getProvidersTestData"")
    void testUnrestorable_1_oe(ProvidersList.Data data) {
        final RandomSource originalSource = data.getSource();
        final Object originalSeed = data.getSeed();
        final Object[] originalArgs = data.getArgs();
        // Create two generators of the same type as the one being tested.
        final UniformRandomProvider rng1 = originalSource.create(originalSeed, originalArgs);
        final UniformRandomProvider rng2 = RandomSource.unrestorable(originalSource.create(originalSeed, originalArgs));

        // Ensure that they generate the same values.
        RandomAssert.assertProduceSameSequence(rng1, rng2);
    }
",ProvidersCommonParametricTest::testUnrestorable_1_oe,assertProduceSameSequence,"    public static void assertProduceSameSequence(UniformRandomProvider rng1,
                                                 UniformRandomProvider rng2) {
        for (int i = 0; i < 54; i++) {
            Assertions.assertEquals(rng1.nextBoolean(), rng2.nextBoolean());
        }
        for (int i = 0; i < 23; i++) {
            Assertions.assertEquals(rng1.nextInt(), rng2.nextInt());
        }
        for (int i = 0; i < 4; i++) {
            for (int j = 0; j < 5; j++) {
                final int max = 107 * i + 374 * j + 11;
                Assertions.assertEquals(rng1.nextInt(max), rng2.nextInt(max));
            }
        }
        for (int i = 0; i < 23; i++) {
            Assertions.assertEquals(rng1.nextLong(), rng2.nextLong());
        }
        for (int i = 0; i < 4; i++) {
            for (int j = 0; j < 5; j++) {
                final long max = (Long.MAX_VALUE << 2) + 107 * i + 374 * j + 11;
                Assertions.assertEquals(rng1.nextLong(max), rng2.nextLong(max));
            }
        }
        for (int i = 0; i < 103; i++) {
            Assertions.assertEquals(rng1.nextFloat(), rng2.nextFloat());
        }
        for (int i = 0; i < 79; i++) {
            Assertions.assertEquals(rng1.nextDouble(), rng2.nextDouble());
        }

        final int size = 345;
        final byte[] a1 = new byte[size];
        final byte[] a2 = new byte[size];

        for (int i = 0; i < 3; i++) {
            rng1.nextBytes(a1);
            rng2.nextBytes(a2);
            Assertions.assertArrayEquals(a1, a2);
        }

        for (int i = 0; i < 5; i++) {
            final int offset = 200 + i;
            final int n = 23 + i;
            rng1.nextBytes(a1, offset, n);
            rng2.nextBytes(a2, offset, n);
            Assertions.assertArrayEquals(a1, a2);
        }
    }
",commons-rng-simple/src/test/java/org/apache/commons/rng/simple/RandomAssert.java
rng_46_1,"    @Test
    void testCreateLong_1_oe() {
        final Map<Long, Integer> values = new HashMap<>();

        final int n = 100000;
        for (int i = 0; i < n; i++) {
            final long v = SeedFactory.createLong();

            Integer count = values.get(v);
            if (count == null) {
                count = 0;
            }
            values.put(v, count + 1);
        }

        // Check that all seeds are different.
        assertDifferentValues(values);
    }
",SeedFactoryTest::testCreateLong_1_oe,assertDifferentValues,"    private static <T> void assertDifferentValues(Map<T, Integer> map) {
        final StringBuilder sb = new StringBuilder();

        int duplicates = 0;
        for (Map.Entry<T, Integer> entry : map.entrySet()) {
            final int count = entry.getValue();
            if (count <= 0) {
                throw new IllegalStateException();
            }

            if (count > 1) {
                duplicates += count - 1;
                sb.append(entry.getKey() + "": "" + count + ""\n"");
            }
        }

        if (duplicates > 0) {
            Assertions.fail(duplicates + "" duplicates\n"" + sb);
        }
    }
",commons-rng-simple/src/test/java/org/apache/commons/rng/simple/internal/SeedFactoryTest.java
rng_47_2,"    @Test
    void testCreateLongArray_2_oe() {
        final Map<Long, Integer> values = new HashMap<>();

        final int n = 100000;
        final long[] array = SeedFactory.createLongArray(n);
        // removed other assertion

        for (long v : array) {
            Integer count = values.get(v);
            if (count == null) {
                count = 0;
            }
            values.put(v, count + 1);
        }

        // Check that all seeds are different.
        assertDifferentValues(values);
    }
",SeedFactoryTest::testCreateLongArray_2_oe,assertDifferentValues,"    private static <T> void assertDifferentValues(Map<T, Integer> map) {
        final StringBuilder sb = new StringBuilder();

        int duplicates = 0;
        for (Map.Entry<T, Integer> entry : map.entrySet()) {
            final int count = entry.getValue();
            if (count <= 0) {
                throw new IllegalStateException();
            }

            if (count > 1) {
                duplicates += count - 1;
                sb.append(entry.getKey() + "": "" + count + ""\n"");
            }
        }

        if (duplicates > 0) {
            Assertions.fail(duplicates + "" duplicates\n"" + sb);
        }
    }
",commons-rng-simple/src/test/java/org/apache/commons/rng/simple/internal/SeedFactoryTest.java
rng_48_1,"    @Test
    void testCreateIntArray_1_oe() {
        final Map<Long, Integer> values = new HashMap<>();

        for (int i = 0; i < 50000; i++) {
            final int[] a = SeedFactory.createIntArray(2);
            final long v = NumberFactory.makeLong(a[0], a[1]);
            Integer count = values.get(v);
            if (count == null) {
                count = 0;
            }
            values.put(v, count + 1);
        }

        // Check that all pairs in are different.
        assertDifferentValues(values);
    }
",SeedFactoryTest::testCreateIntArray_1_oe,assertDifferentValues,"    private static <T> void assertDifferentValues(Map<T, Integer> map) {
        final StringBuilder sb = new StringBuilder();

        int duplicates = 0;
        for (Map.Entry<T, Integer> entry : map.entrySet()) {
            final int count = entry.getValue();
            if (count <= 0) {
                throw new IllegalStateException();
            }

            if (count > 1) {
                duplicates += count - 1;
                sb.append(entry.getKey() + "": "" + count + ""\n"");
            }
        }

        if (duplicates > 0) {
            Assertions.fail(duplicates + "" duplicates\n"" + sb);
        }
    }
",commons-rng-simple/src/test/java/org/apache/commons/rng/simple/internal/SeedFactoryTest.java
rng_49_1,"    @Test
    void testCreateIntArrayWithCompleteBlockSize_1_oe() {
        // Block size is 8 for int
        assertCreateIntArray(8);
    }
",SeedFactoryTest::testCreateIntArrayWithCompleteBlockSize_1_oe,assertCreateIntArray,"    private static void assertCreateIntArray(int n) {
        final int[] array = SeedFactory.createIntArray(n);
        Assertions.assertEquals(n, array.length, ""Incorrect array length"");
        // The bit count should be 50%.
        int bitCount = 0;
        for (final int i : array) {
            bitCount += Integer.bitCount(i);
        }
        final int numberOfBits = n * Integer.SIZE;
        assertMonobit(bitCount, numberOfBits);
    }
",commons-rng-simple/src/test/java/org/apache/commons/rng/simple/internal/SeedFactoryTest.java
rng_50_1,"    @Test
    void testCreateIntArrayWithIncompleteBlockSize_1_oe() {
        // Block size is 8 for int
        assertCreateIntArray(8 + 1);
    }
",SeedFactoryTest::testCreateIntArrayWithIncompleteBlockSize_1_oe,assertCreateIntArray,"    private static void assertCreateIntArray(int n) {
        final int[] array = SeedFactory.createIntArray(n);
        Assertions.assertEquals(n, array.length, ""Incorrect array length"");
        // The bit count should be 50%.
        int bitCount = 0;
        for (final int i : array) {
            bitCount += Integer.bitCount(i);
        }
        final int numberOfBits = n * Integer.SIZE;
        assertMonobit(bitCount, numberOfBits);
    }
",commons-rng-simple/src/test/java/org/apache/commons/rng/simple/internal/SeedFactoryTest.java
rng_51_1,"    @Test
    void testCreateLongArrayWithCompleteBlockSize_1_oe() {
        // Block size is 4 for long
        assertCreateLongArray(4);
    }
",SeedFactoryTest::testCreateLongArrayWithCompleteBlockSize_1_oe,assertCreateLongArray,"    private static void assertCreateLongArray(int n) {
        final long[] array = SeedFactory.createLongArray(n);
        Assertions.assertEquals(n, array.length, ""Incorrect array length"");
        // The bit count should be 50%.
        int bitCount = 0;
        for (final long i : array) {
            bitCount += Long.bitCount(i);
        }
        final int numberOfBits = n * Long.SIZE;
        assertMonobit(bitCount, numberOfBits);
    }
",commons-rng-simple/src/test/java/org/apache/commons/rng/simple/internal/SeedFactoryTest.java
rng_52_1,"    @Test
    void testCreateLongArrayWithIncompleteBlockSize_1_oe() {
        // Block size is 4 for long
        assertCreateLongArray(4 + 1);
    }
",SeedFactoryTest::testCreateLongArrayWithIncompleteBlockSize_1_oe,assertCreateLongArray,"    private static void assertCreateLongArray(int n) {
        final long[] array = SeedFactory.createLongArray(n);
        Assertions.assertEquals(n, array.length, ""Incorrect array length"");
        // The bit count should be 50%.
        int bitCount = 0;
        for (final long i : array) {
            bitCount += Long.bitCount(i);
        }
        final int numberOfBits = n * Long.SIZE;
        assertMonobit(bitCount, numberOfBits);
    }
",commons-rng-simple/src/test/java/org/apache/commons/rng/simple/internal/SeedFactoryTest.java
rng_53_1,"    @Test
    void testCreateByteArrayWithSizeZero_1_oe() {
        assertCreateByteArray(new byte[0]);
    }
",SeedFactoryTest::testCreateByteArrayWithSizeZero_1_oe,assertCreateByteArray,"    private static void assertCreateByteArray(final byte[] expected) {
        final UniformRandomProvider rng = new IntProvider() {
            @Override
            public int next() {
                Assertions.fail(""This method should not be used"");
                return 0;
            }

            @Override
            public void nextBytes(byte[] bytes) {
                System.arraycopy(expected, 0, bytes, 0, Math.min(expected.length, bytes.length));
            }
        };

        final byte[] seed = SeedFactory.createByteArray(rng, expected.length);
        Assertions.assertArrayEquals(expected, seed);
    }
",commons-rng-simple/src/test/java/org/apache/commons/rng/simple/internal/SeedFactoryTest.java
rng_54_1,"    @Test
    void testCreateByteArrayIgnoresNonZeroPositions_1_oe() {
        final byte position = 123;
        int n = 3;
        for (int i = 0; i < n; i++) {
            final byte[] expected = new byte[n];
            expected[i] = position;
            assertCreateByteArray(expected);
    }
    }
",SeedFactoryTest::testCreateByteArrayIgnoresNonZeroPositions_1_oe,assertCreateByteArray,"    private static void assertCreateByteArray(final byte[] expected) {
        final UniformRandomProvider rng = new IntProvider() {
            @Override
            public int next() {
                Assertions.fail(""This method should not be used"");
                return 0;
            }

            @Override
            public void nextBytes(byte[] bytes) {
                System.arraycopy(expected, 0, bytes, 0, Math.min(expected.length, bytes.length));
            }
        };

        final byte[] seed = SeedFactory.createByteArray(rng, expected.length);
        Assertions.assertArrayEquals(expected, seed);
    }
",commons-rng-simple/src/test/java/org/apache/commons/rng/simple/internal/SeedFactoryTest.java
