id,test_prefix,test_name,focal_methods,docstrings
commons-beanutils_1,"public void testAddProperty1_oe() {
        dynaClass.add(testProperty);
        final DynaProperty dynaProperty = dynaClass.getDynaProperty(testProperty);
        assertEquals(""name is correct"", testProperty, dynaProperty.getName());
        assertEquals(""type is correct"", Object.class, dynaProperty.getType());
    }",LazyDynaClassTestCase::testAddProperty1_oe,"public String getName() {
        return (this.name);
    }

public Class<?> getType() {
        return (this.type);
    }","/**
     * Get the name of this property.
     * @return the name of the property
     */

/**
     * <p>Gets the Java class representing the data type of the underlying property
     * values.</p>
     *
     * <p>There are issues with serializing primitive class types on certain JVM versions
     * (including java 1.3).
     * Therefore, this field <strong>must not be serialized using the standard methods</strong>.</p>
     *
     * <p><strong>Please leave this field as <code>transient</code></strong></p>
     *
     * @return the property type
     */"
commons-beanutils_2,"public void testAddProperty2_oe() {
        dynaClass.add(testProperty, String.class);
        final DynaProperty dynaProperty = dynaClass.getDynaProperty(testProperty);
        assertEquals(""name is correct"", testProperty, dynaProperty.getName());
        assertEquals(""type is correct"", String.class, dynaProperty.getType());
    }",LazyDynaClassTestCase::testAddProperty2_oe,"public String getName() {
        return (this.name);
    }

public Class<?> getType() {
        return (this.type);
    }","/**
     * Get the name of this property.
     * @return the name of the property
     */

/**
     * <p>Gets the Java class representing the data type of the underlying property
     * values.</p>
     *
     * <p>There are issues with serializing primitive class types on certain JVM versions
     * (including java 1.3).
     * Therefore, this field <strong>must not be serialized using the standard methods</strong>.</p>
     *
     * <p><strong>Please leave this field as <code>transient</code></strong></p>
     *
     * @return the property type
     */"
commons-beanutils_3,"public void testAddProperty3_oe() {
        try {
            dynaClass.add(testProperty, String.class, true, true);
            fail(""add(name, type, readable, writable) did not throw UnsupportedOperationException"");
        } catch (final UnsupportedOperationException expected) {
            // expected result
        }
    }",LazyDynaClassTestCase::testAddProperty3_oe,"public void add(final String name) {
        add(name, null);
    }","/**
     * Add a new dynamic property with no restrictions on data type,
     * readability, or writeability.
     *
     * @param name Name of the new dynamic property
     *
     * @throws IllegalArgumentException if name is null
     */"
commons-beanutils_4,"public void testAddPropertyNullName1_oe() {
        try {
            dynaClass.add((String)null);
            fail(""null property name not prevented"");
        } catch (final IllegalArgumentException expected) {
            // expected result
        }
    }",LazyDynaClassTestCase::testAddPropertyNullName1_oe,"public void add(final String name) {
        add(name, null);
    }","/**
     * Add a new dynamic property with no restrictions on data type,
     * readability, or writeability.
     *
     * @param name Name of the new dynamic property
     *
     * @throws IllegalArgumentException if name is null
     */"
commons-beanutils_5,"public void testAddPropertyNullName2_oe() {
        try {
            dynaClass.add(null, String.class);
            fail(""null property name not prevented"");
        } catch (final IllegalArgumentException expected) {
            // expected result
        }
    }",LazyDynaClassTestCase::testAddPropertyNullName2_oe,"public void add(final String name) {
        add(name, null);
    }","/**
     * Add a new dynamic property with no restrictions on data type,
     * readability, or writeability.
     *
     * @param name Name of the new dynamic property
     *
     * @throws IllegalArgumentException if name is null
     */"
commons-beanutils_6,"public void testAddPropertyNullName3_oe() {
        try {
            dynaClass.add(null, String.class, true, true);
            fail(""add(name, type, readable, writable) did not throw UnsupportedOperationException"");
        } catch (final UnsupportedOperationException expected) {
            // expected result
        }
    }",LazyDynaClassTestCase::testAddPropertyNullName3_oe,"public void add(final String name) {
        add(name, null);
    }","/**
     * Add a new dynamic property with no restrictions on data type,
     * readability, or writeability.
     *
     * @param name Name of the new dynamic property
     *
     * @throws IllegalArgumentException if name is null
     */"
commons-beanutils_7,"public void testAddPropertyRestricted1_oe() {
        dynaClass.setRestricted(true);
        assertTrue(""MutableDynaClass is restricted"", dynaClass.isRestricted());
        try {
            dynaClass.add(testProperty);
            fail(""add(name) did not throw IllegalStateException"");
        } catch (final IllegalStateException expected) {
            // expected result
        }
    }",LazyDynaClassTestCase::testAddPropertyRestricted1_oe,"public boolean isRestricted() {
        return restricted;
    }

public void add(final String name) {
        add(name, null);
    }","/**
     * <p>Is this DynaClass currently restricted.</p>
     * <p>If restricted, no changes to the existing registration of
     *  property names, data types, readability, or writeability are allowed.</p>
     *
     * @return <code>true</code> if this Mutable {@link DynaClass} is restricted,
     * otherwise <code>false</code>
     */

/**
     * Add a new dynamic property with no restrictions on data type,
     * readability, or writeability.
     *
     * @param name Name of the new dynamic property
     *
     * @throws IllegalArgumentException if name is null
     */"
commons-beanutils_8,"public void testAddPropertyRestricted2_oe() {
        dynaClass.setRestricted(true);
        assertTrue(""MutableDynaClass is restricted"", dynaClass.isRestricted());
        try {
            dynaClass.add(testProperty, String.class);
            fail(""add(name, type) did not throw IllegalStateException"");
        } catch (final IllegalStateException expected) {
            // expected result
        }
    }",LazyDynaClassTestCase::testAddPropertyRestricted2_oe,"public boolean isRestricted() {
        return restricted;
    }

public void add(final String name) {
        add(name, null);
    }","/**
     * <p>Is this DynaClass currently restricted.</p>
     * <p>If restricted, no changes to the existing registration of
     *  property names, data types, readability, or writeability are allowed.</p>
     *
     * @return <code>true</code> if this Mutable {@link DynaClass} is restricted,
     * otherwise <code>false</code>
     */

/**
     * Add a new dynamic property with no restrictions on data type,
     * readability, or writeability.
     *
     * @param name Name of the new dynamic property
     *
     * @throws IllegalArgumentException if name is null
     */"
commons-beanutils_9,"public void testAddPropertyRestricted3_oe() {
        dynaClass.setRestricted(true);
        assertTrue(""MutableDynaClass is restricted"", dynaClass.isRestricted());
        try {
            dynaClass.add(testProperty, String.class, true, true);
            fail(""add(name, type, readable, writable) did not throw UnsupportedOperationException"");
        } catch (final UnsupportedOperationException t) {
            // expected result
        }
    }",LazyDynaClassTestCase::testAddPropertyRestricted3_oe,"public boolean isRestricted() {
        return restricted;
    }

public void add(final String name) {
        add(name, null);
    }","/**
     * <p>Is this DynaClass currently restricted.</p>
     * <p>If restricted, no changes to the existing registration of
     *  property names, data types, readability, or writeability are allowed.</p>
     *
     * @return <code>true</code> if this Mutable {@link DynaClass} is restricted,
     * otherwise <code>false</code>
     */

/**
     * Add a new dynamic property with no restrictions on data type,
     * readability, or writeability.
     *
     * @param name Name of the new dynamic property
     *
     * @throws IllegalArgumentException if name is null
     */"
commons-beanutils_10,"public void testGetPropertyDoesntExist1_oe() {
        dynaClass.setReturnNull(false);
        assertFalse(""returnNull is 'false'"", dynaClass.isReturnNull());
        final DynaProperty dynaProperty = dynaClass.getDynaProperty(testProperty);
        assertEquals(""name is correct"", testProperty, dynaProperty.getName());
        assertEquals(""type is correct"", Object.class, dynaProperty.getType());
        assertFalse(""property doesnt exist"", dynaClass.isDynaProperty(testProperty));
    }",LazyDynaClassTestCase::testGetPropertyDoesntExist1_oe,"public boolean isReturnNull() {
        return returnNull;
    }

public String getName() {
        return (this.name);
    }

public Class<?> getType() {
        return (this.type);
    }

protected boolean isDynaProperty(final String name) {

        if (name == null) {
            throw new IllegalArgumentException(""No property name specified"");
        }

        // Handle LazyDynaClasses
        if (dynaClass instanceof LazyDynaClass) {
            return ((LazyDynaClass)dynaClass).isDynaProperty(name);
        }

        // Handle other MutableDynaClass
        return dynaClass.getDynaProperty(name) == null ? false : true;

    }","/**
     * Should this DynaClass return a <code>null</code> from
     * the <code>getDynaProperty(name)</code> method if the property
     * doesn't exist.
     *
     * @return <code>true</code> if a <code>null</code> {@link DynaProperty}
     * should be returned if the property doesn't exist, otherwise
     * <code>false</code> if a new {@link DynaProperty} should be created.
     */

/**
     * Get the name of this property.
     * @return the name of the property
     */

/**
     * <p>Gets the Java class representing the data type of the underlying property
     * values.</p>
     *
     * <p>There are issues with serializing primitive class types on certain JVM versions
     * (including java 1.3).
     * Therefore, this field <strong>must not be serialized using the standard methods</strong>.</p>
     *
     * <p><strong>Please leave this field as <code>transient</code></strong></p>
     *
     * @return the property type
     */

/**
     * Indicates if there is a property with the specified name.
     * @param name The name of the property to check
     * @return <code>true</code> if there is a property of the
     * specified name, otherwise <code>false</code>
     */"
