id,project,test_class,test_name,test_file_path,focal_file_path,focal_class,focal_package,oracle_type,junit_version
bcel_1_1,bcel-6.5.0-src,EnclosingMethodAttributeTestCase,testCheckMethodLevelNamedInnerClass_1_oe,src/test/java/org/apache/bcel/EnclosingMethodAttributeTestCase.java,,,,assert,unknown
bcel_1_2,bcel-6.5.0-src,EnclosingMethodAttributeTestCase,testCheckMethodLevelNamedInnerClass_2_oe,src/test/java/org/apache/bcel/EnclosingMethodAttributeTestCase.java,,,,assert,unknown
bcel_1_3,bcel-6.5.0-src,EnclosingMethodAttributeTestCase,testCheckMethodLevelNamedInnerClass_3_oe,src/test/java/org/apache/bcel/EnclosingMethodAttributeTestCase.java,,,,assert,unknown
bcel_2_1,bcel-6.5.0-src,EnclosingMethodAttributeTestCase,testCheckClassLevelNamedInnerClass_1_oe,src/test/java/org/apache/bcel/EnclosingMethodAttributeTestCase.java,,,,assert,unknown
bcel_2_2,bcel-6.5.0-src,EnclosingMethodAttributeTestCase,testCheckClassLevelNamedInnerClass_2_oe,src/test/java/org/apache/bcel/EnclosingMethodAttributeTestCase.java,,,,assert,unknown
bcel_2_3,bcel-6.5.0-src,EnclosingMethodAttributeTestCase,testCheckClassLevelNamedInnerClass_3_oe,src/test/java/org/apache/bcel/EnclosingMethodAttributeTestCase.java,,,,assert,unknown
bcel_3_1,bcel-6.5.0-src,EnclosingMethodAttributeTestCase,testAttributeSerializtion_1_oe,src/test/java/org/apache/bcel/EnclosingMethodAttributeTestCase.java,,,,assert,unknown
bcel_3_2,bcel-6.5.0-src,EnclosingMethodAttributeTestCase,testAttributeSerializtion_2_oe,src/test/java/org/apache/bcel/EnclosingMethodAttributeTestCase.java,,,,assert,unknown
bcel_3_3,bcel-6.5.0-src,EnclosingMethodAttributeTestCase,testAttributeSerializtion_3_oe,src/test/java/org/apache/bcel/EnclosingMethodAttributeTestCase.java,,,,assert,unknown
bcel_3_4,bcel-6.5.0-src,EnclosingMethodAttributeTestCase,testAttributeSerializtion_4_oe,src/test/java/org/apache/bcel/EnclosingMethodAttributeTestCase.java,,,,assert,unknown
bcel_4_1,bcel-6.5.0-src,AnnotationAccessFlagTestCase,testAnnotationClassSaysItIs_1_oe,src/test/java/org/apache/bcel/AnnotationAccessFlagTestCase.java,,,,assert,unknown
bcel_4_2,bcel-6.5.0-src,AnnotationAccessFlagTestCase,testAnnotationClassSaysItIs_2_oe,src/test/java/org/apache/bcel/AnnotationAccessFlagTestCase.java,,,,assert,unknown
