id,test_prefix,test_name,focal_methods,docstrings
commons-beanutils_7,"public void testAddPropertyRestricted1_oe() {
        dynaClass.setRestricted(true);
        assertTrue(""MutableDynaClass is restricted"", dynaClass.isRestricted());
        try {
            dynaClass.add(testProperty);
            fail(""add(name) did not throw IllegalStateException"");
        } catch (final IllegalStateException expected) {
        }
    }",LazyDynaClassTestCase::testAddPropertyRestricted1_oe,"public boolean isRestricted() {
        return restricted;
    }

public void add(final String name) {
        add(name, null);
    }","/**
     * <p>Is this DynaClass currently restricted.</p>
     * <p>If restricted, no changes to the existing registration of
     *  property names, data types, readability, or writeability are allowed.</p>
     *
     * @return <code>true</code> if this Mutable {@link DynaClass} is restricted,
     * otherwise <code>false</code>
     */

/**
     * Add a new dynamic property with no restrictions on data type,
     * readability, or writeability.
     *
     * @param name Name of the new dynamic property
     *
     * @throws IllegalArgumentException if name is null
     */"
commons-beanutils_8,"public void testAddPropertyRestricted2_oe() {
        dynaClass.setRestricted(true);
        assertTrue(""MutableDynaClass is restricted"", dynaClass.isRestricted());
        try {
            dynaClass.add(testProperty, String.class);
            fail(""add(name, type) did not throw IllegalStateException"");
        } catch (final IllegalStateException expected) {
        }
    }",LazyDynaClassTestCase::testAddPropertyRestricted2_oe,"public boolean isRestricted() {
        return restricted;
    }

public void add(final String name) {
        add(name, null);
    }","/**
     * <p>Is this DynaClass currently restricted.</p>
     * <p>If restricted, no changes to the existing registration of
     *  property names, data types, readability, or writeability are allowed.</p>
     *
     * @return <code>true</code> if this Mutable {@link DynaClass} is restricted,
     * otherwise <code>false</code>
     */

/**
     * Add a new dynamic property with no restrictions on data type,
     * readability, or writeability.
     *
     * @param name Name of the new dynamic property
     *
     * @throws IllegalArgumentException if name is null
     */"
commons-beanutils_9,"public void testAddPropertyRestricted3_oe() {
        dynaClass.setRestricted(true);
        assertTrue(""MutableDynaClass is restricted"", dynaClass.isRestricted());
        try {
            dynaClass.add(testProperty, String.class, true, true);
            fail(""add(name, type, readable, writable) did not throw UnsupportedOperationException"");
        } catch (final UnsupportedOperationException t) {
        }
    }",LazyDynaClassTestCase::testAddPropertyRestricted3_oe,"public boolean isRestricted() {
        return restricted;
    }

public void add(final String name) {
        add(name, null);
    }","/**
     * <p>Is this DynaClass currently restricted.</p>
     * <p>If restricted, no changes to the existing registration of
     *  property names, data types, readability, or writeability are allowed.</p>
     *
     * @return <code>true</code> if this Mutable {@link DynaClass} is restricted,
     * otherwise <code>false</code>
     */

/**
     * Add a new dynamic property with no restrictions on data type,
     * readability, or writeability.
     *
     * @param name Name of the new dynamic property
     *
     * @throws IllegalArgumentException if name is null
     */"
commons-beanutils_14,"public void testRemovePropertyRestricted_oe() {
        dynaClass.add(testProperty);
        assertTrue(""Property exists"", dynaClass.isDynaProperty(testProperty));
        dynaClass.setRestricted(true);
        assertTrue(""MutableDynaClass is restricted"", dynaClass.isRestricted());
        try {
            dynaClass.remove(testProperty);
            fail(""remove property when MutableDynaClassis restricted did not throw IllegalStateException"");
        } catch (final IllegalStateException expected) {
        }
    }",LazyDynaClassTestCase::testRemovePropertyRestricted_oe,"protected boolean isDynaProperty(final String name) {

        if (name == null) {
            throw new IllegalArgumentException(""No property name specified"");
        }

        // Handle LazyDynaClasses
        if (dynaClass instanceof LazyDynaClass) {
            return ((LazyDynaClass)dynaClass).isDynaProperty(name);
        }

        // Handle other MutableDynaClass
        return dynaClass.getDynaProperty(name) == null ? false : true;

    }

public void remove(final String name, final String key) {


        throw new UnsupportedOperationException
                (""WrapDynaBean does not support remove()"");

    }

public boolean isRestricted() {
        return restricted;
    }","/**
     * Indicates if there is a property with the specified name.
     * @param name The name of the property to check
     * @return <code>true</code> if there is a property of the
     * specified name, otherwise <code>false</code>
     */

/**
     * Remove any existing value for the specified key on the
     * specified mapped property.
     *
     * @param name Name of the property for which a value is to
     *  be removed
     * @param key Key of the value to be removed
     *
     * @throws IllegalArgumentException if there is no property
     *  of the specified name
     */

/**
     * <p>Is this DynaClass currently restricted.</p>
     * <p>If restricted, no changes to the existing registration of
     *  property names, data types, readability, or writeability are allowed.</p>
     *
     * @return <code>true</code> if this Mutable {@link DynaClass} is restricted,
     * otherwise <code>false</code>
     */"
commons-beanutils_69,"public void testSimpleStatic1_oe() {

        final TestBean bean = new TestBean();
        Object value = null;
        int current = TestBean.currentCounter();

        try {

            value = MethodUtils.invokeMethod
                (bean, ""currentCounter"", new Object[0], new Class[0]);
            assertNotNull(""currentCounter exists"", value);
            assertTrue(""currentCounter type"",value instanceof Integer);
            assertEquals(""currentCounter value"",current,((Integer)value).intValue());

            MethodUtils.invokeMethod
                (bean, ""incrementCounter"", new Object[0], new Class[0]);

            current++;
            value = MethodUtils.invokeMethod
                (bean, ""currentCounter"", new Object[0], new Class[0]);
            assertNotNull(""currentCounter exists"", value);
            assertTrue(""currentCounter type"",value instanceof Integer);
            assertEquals(""currentCounter value"",current,((Integer)value).intValue());

            MethodUtils.invokeMethod
                (bean, ""incrementCounter"",
                 new Object[] { new Integer(5) },
                 new Class[] { Integer.TYPE });

            current += 5;
            value = MethodUtils.invokeMethod
                (bean, ""currentCounter"", new Object[0], new Class[0]);
            assertNotNull(""currentCounter exists"", value);
            assertTrue(""currentCounter type"",value instanceof Integer);
            assertEquals(""currentCounter value"",current,((Integer)value).intValue());

        } catch (final Exception e) {
            fail(""Threw exception"" + e);
        }

    }",MethodUtilsTestCase::testSimpleStatic1_oe,,
commons-beanutils_70,"public void testSimpleStatic2_oe() {

        final TestBean bean = new TestBean();
        Object value = null;
        int current = TestBean.currentCounter();

        try {

            value = MethodUtils.invokeExactMethod
                (bean, ""currentCounter"", new Object[0], new Class[0]);
            assertNotNull(""currentCounter exists"", value);
            assertTrue(""currentCounter type"",value instanceof Integer);
            assertEquals(""currentCounter value"",current,((Integer)value).intValue());

            MethodUtils.invokeExactMethod
                (bean, ""incrementCounter"", new Object[0], new Class[0]);

            current++;
            value = MethodUtils.invokeExactMethod
                (bean, ""currentCounter"", new Object[0], new Class[0]);
            assertNotNull(""currentCounter exists"", value);
            assertTrue(""currentCounter type"",value instanceof Integer);
            assertEquals(""currentCounter value"",current,((Integer)value).intValue());

            MethodUtils.invokeExactMethod
                (bean, ""incrementCounter"",
                 new Object[] { new Integer(5) },
                 new Class[] { Integer.TYPE });

            current += 5;
            value = MethodUtils.invokeExactMethod
                (bean, ""currentCounter"", new Object[0], new Class[0]);
            assertNotNull(""currentCounter exists"", value);
            assertTrue(""currentCounter type"",value instanceof Integer);
            assertEquals(""currentCounter value"",current,((Integer)value).intValue());

        } catch (final Exception e) {
            fail(""Threw exception"" + e);
        }

    }",MethodUtilsTestCase::testSimpleStatic2_oe,,
commons-beanutils_71,"public void testSimpleStatic3_oe() {

        Object value = null;
        int current = TestBean.currentCounter();

        try {

            final Method currentCounterMethod = MethodUtils.getAccessibleMethod
                (TestBean.class, ""currentCounter"",
                 new Class[0]);
            assertNotNull(""currentCounterMethod exists"",currentCounterMethod);
            assertEquals(""currentCounterMethod name"",""currentCounter"",currentCounterMethod.getName());
            assertEquals(""currentCounterMethod args"",0,currentCounterMethod.getParameterTypes().length);
            assertTrue(""currentCounterMethod public"",Modifier.isPublic(currentCounterMethod.getModifiers()));
            assertTrue(""currentCounterMethod static"",Modifier.isStatic(currentCounterMethod.getModifiers()));
            final Method incrementCounterMethod1 = MethodUtils.getAccessibleMethod
                (TestBean.class, ""incrementCounter"",
                 new Class[0]);
            assertNotNull(""incrementCounterMethod1 exists"",incrementCounterMethod1);
            assertEquals(""incrementCounterMethod1 name"",""incrementCounter"",incrementCounterMethod1.getName());
            assertEquals(""incrementCounterMethod1 args"",0,incrementCounterMethod1.getParameterTypes().length);
            assertTrue(""incrementCounterMethod1 public"",Modifier.isPublic(incrementCounterMethod1.getModifiers()));
            assertTrue(""incrementCounterMethod1 static"",Modifier.isStatic(incrementCounterMethod1.getModifiers()));
            final Method incrementCounterMethod2 = MethodUtils.getAccessibleMethod
                (TestBean.class, ""incrementCounter"",
                 new Class[] { Integer.TYPE });
            assertNotNull(""incrementCounterMethod2 exists"",incrementCounterMethod2);
            assertEquals(""incrementCounterMethod2 name"",""incrementCounter"",incrementCounterMethod2.getName());
            assertEquals(""incrementCounterMethod2 args"",1,incrementCounterMethod2.getParameterTypes().length);
            assertTrue(""incrementCounterMethod2 public"",Modifier.isPublic(incrementCounterMethod2.getModifiers()));
            assertTrue(""incrementCounterMethod2 static"",Modifier.isStatic(incrementCounterMethod2.getModifiers()));

            value = currentCounterMethod.invoke(null, new Object[0]);
            assertNotNull(""currentCounter exists"", value);
            assertTrue(""currentCounter type"",value instanceof Integer);
            assertEquals(""currentCounter value"",current,((Integer)value).intValue());

            incrementCounterMethod1.invoke(null, new Object[0]);

            current++;
            value = currentCounterMethod.invoke(null, new Object[0]);
            assertNotNull(""currentCounter exists"", value);
            assertTrue(""currentCounter type"",value instanceof Integer);
            assertEquals(""currentCounter value"",current,((Integer)value).intValue());

            incrementCounterMethod2.invoke(null,
                                           new Object[] { new Integer(5) });

            current += 5;
            value = currentCounterMethod.invoke(null, new Object[0]);
            assertNotNull(""currentCounter exists"", value);
            assertTrue(""currentCounter type"",value instanceof Integer);
            assertEquals(""currentCounter value"",current,((Integer)value).intValue());

        } catch (final Exception e) {
            fail(""Threw exception"" + e);
        }

    }",MethodUtilsTestCase::testSimpleStatic3_oe,,
commons-beanutils_72,"public void testPublicSub_oe() throws Exception {
        final PublicSubBean bean = new PublicSubBean();
        assertEquals(""Start value (foo)"", bean.getFoo(), ""This is foo"");
        assertEquals(""Start value (bar)"", bean.getBar(), ""This is bar"");
        bean.setFoo(""new foo"");
        bean.setBar(""new bar"");
        assertEquals(""Set value (foo)"", bean.getFoo(), ""new foo"");
        assertEquals(""Set value (bar)"", bean.getBar(), ""new bar"");

        MethodUtils.invokeMethod(bean, ""setFoo"", ""alpha"");
        assertEquals(""Set value (foo:2)"", bean.getFoo(), ""alpha"");
        MethodUtils.invokeMethod(bean, ""setBar"", ""beta"");
        assertEquals(""Set value (bar:2)"", bean.getBar(), ""beta"");

        Method method = null;
        try {
            method = MethodUtils.getAccessibleMethod(PublicSubBean.class, ""setFoo"", String.class);
        } catch (final Throwable t) {
            fail(""getAccessibleMethod() setFoo threw "" + t);
        }
        assertNotNull(""getAccessibleMethod() setFoo is Null"", method);
        try {
            method.invoke(bean, new Object[] {""1111""});
        } catch (final Throwable t) {
            fail(""Invoking setFoo threw "" + t);
        }
        assertEquals(""Set value (foo:3)"", ""1111"", bean.getFoo());

        try {
            method = MethodUtils.getAccessibleMethod(PublicSubBean.class, ""setBar"", String.class);
        } catch (final Throwable t) {
            fail(""getAccessibleMethod() setBar threw "" + t);
        }
        assertNotNull(""getAccessibleMethod() setBar is Null"", method);
        try {
            method.invoke(bean, new Object[] {""2222""});
        } catch (final Throwable t) {
            fail(""Invoking setBar threw "" + t);
        }
        assertEquals(""Set value (bar:3)"", ""2222"", bean.getBar());

    }",MethodUtilsTestCase::testPublicSub_oe,"

public static Method getAccessibleMethod(
            final Class<?> clazz,
            final String methodName,
            final Class<?> parameterType) {

        final Class<?>[] parameterTypes = {parameterType};
        return getAccessibleMethod(clazz, methodName, parameterTypes);
    }

public static Object invokeMethod(
            final Object object,
            final String methodName,
            final Object arg)
            throws
            NoSuchMethodException,
            IllegalAccessException,
            InvocationTargetException {

        final Object[] args = toArray(arg);
        return invokeMethod(object, methodName, args);
    }","

/**
     * <p>Return an accessible method (that is, one that can be invoked via
     * reflection) with given name and a single parameter.  If no such method
     * can be found, return <code>null</code>.
     * Basically, a convenience wrapper that constructs a <code>Class</code>
     * array for you.</p>
     *
     * @param clazz get method from this class
     * @param methodName get method with this name
     * @param parameterType taking this type of parameter
     * @return The accessible method
     */

/**
     * <p>Invoke a named method whose parameter type matches the object type.</p>
     *
     * <p>The behaviour of this method is less deterministic
     * than <code>invokeExactMethod()</code>.
     * It loops through all methods with names that match
     * and then executes the first it finds with compatible parameters.</p>
     *
     * <p>This method supports calls to methods taking primitive parameters
     * via passing in wrapping classes. So, for example, a <code>Boolean</code> class
     * would match a <code>boolean</code> primitive.</p>
     *
     * <p> This is a convenient wrapper for
     * {@link #invokeMethod(Object object,String methodName,Object [] args)}.
     * </p>
     *
     * @param object invoke method on this object
     * @param methodName get method with this name
     * @param arg use this argument. May be null (this will result in calling the
     *  parameterless method with name {@code methodName}).
     * @return The value returned by the invoked method
     *
     * @throws NoSuchMethodException if there is no such accessible method
     * @throws InvocationTargetException wraps an exception thrown by the
     *  method invoked
     * @throws IllegalAccessException if the requested method is not accessible
     *  via reflection
     */"
commons-beanutils_78,"public void testGetDynaProperty_oe() {

        try {
            dynaClass.getDynaProperty(null);
            fail(""Did not throw IllegaArgumentException"");
        } catch (final IllegalArgumentException e) {
        }

        DynaProperty dynaProp = dynaClass.getDynaProperty(""unknownProperty"");
        assertTrue(""unknown property returns null"",(dynaProp == null));

        dynaProp = dynaClass.getDynaProperty(""stringproperty"");
        assertNotNull(""string property exists"", dynaProp);
        assertEquals(""string property name"",""stringproperty"",dynaProp.getName());
        assertEquals(""string property class"",String.class,dynaProp.getType());

    }",DynaResultSetTestCase::testGetDynaProperty_oe,"protected DynaProperty getDynaProperty(final String name) {

        final DynaProperty descriptor = getDynaClass().getDynaProperty(name);
        if (descriptor == null) {
            throw new IllegalArgumentException
                    (""Invalid property name '"" + name + ""'"");
        }
        return (descriptor);

    }

public String getName() {
        return (this.name);
    }

public Class<?> getType() {
        return (this.type);
    }","/**
     * Return the property descriptor for the specified property name.
     *
     * @param name Name of the property for which to retrieve the descriptor
     * @return The descriptor for the specified property
     *
     * @throws IllegalArgumentException if this is not a valid property
     *  name for our DynaClass
     */

/**
     * Get the name of this property.
     * @return the name of the property
     */

/**
     * <p>Gets the Java class representing the data type of the underlying property
     * values.</p>
     *
     * <p>There are issues with serializing primitive class types on certain JVM versions
     * (including java 1.3).
     * Therefore, this field <strong>must not be serialized using the standard methods</strong>.</p>
     *
     * <p><strong>Please leave this field as <code>transient</code></strong></p>
     *
     * @return the property type
     */"
commons-beanutils_81,"public void testIteratorCount_oe() {

        final Iterator<?> rows = dynaClass.iterator();
        assertNotNull(""iterator exists"", rows);
        int n = 0;
        while (rows.hasNext()) {
            rows.next();
            n++;
            if (n > 10) {
                fail(""Returned too many rows"");
            }
        }
        assertEquals(""iterator rows"", 5, n);

    }",DynaResultSetTestCase::testIteratorCount_oe,"@Override
            public Iterator<Map.Entry<Object, Object>> iterator() {
                return entryIterator();
            }

public DynaBean next() {

        try {
            advance();
            if (eof) {
                throw new NoSuchElementException();
            }
            current = false;
            return (this);
        } catch (final SQLException e) {
            throw new RuntimeException(""next():  SQLException:  "" + e);
        }

    }","

/**
     * <p>Return the next element in the iteration.</p>
     *
     * @return advance to the new row and return this
     */"
