id,project,test_class,test_name,test_file_path,focal_file_path,focal_class,focal_package,dataset_type
commons-pool2_1,commons-pool2,TestBasePoolableObjectFactory,testDefaultMethods_oe,src/test/java/org/apache/commons/pool2/TestBasePoolableObjectFactory.java,,,,multiple
commons-pool2_2,commons-pool2,TestBasePoolableObjectFactory,testDestroyModes_oe,src/test/java/org/apache/commons/pool2/TestBasePoolableObjectFactory.java,,,,multiple
commons-pool2_16,commons-pool2,TestTrackedUse,testDefaultGetLastUsedInstant_oe,src/test/java/org/apache/commons/pool2/TestTrackedUse.java,,,,multiple
commons-pool2_18,commons-pool2,TestPoolUtils,testCheckMinIdleKeyedObjectPoolKeys_oe,src/test/java/org/apache/commons/pool2/TestPoolUtils.java,,,,multiple
commons-pool2_19,commons-pool2,TestPoolUtils,testCheckMinIdleKeyedObjectPoolKeysNulls_oe,src/test/java/org/apache/commons/pool2/TestPoolUtils.java,,,,multiple
commons-pool2_21,commons-pool2,TestPoolUtils,testCheckRethrow_oe,src/test/java/org/apache/commons/pool2/TestPoolUtils.java,,,,multiple
commons-pool2_22,commons-pool2,TestPoolUtils,testErodingObjectPoolDefaultFactor_oe,src/test/java/org/apache/commons/pool2/TestPoolUtils.java,,,,multiple
commons-pool2_25,commons-pool2,TestPoolUtils,testErodingPoolKeyedObjectPoolDefaultFactor_oe,src/test/java/org/apache/commons/pool2/TestPoolUtils.java,,,,multiple
commons-pool2_27,commons-pool2,TestPoolUtils,testJavaBeanInstantiation_oe,src/test/java/org/apache/commons/pool2/TestPoolUtils.java,,,,multiple
commons-pool2_35,commons-pool2,TestPoolUtils,testTimerHolder_oe,src/test/java/org/apache/commons/pool2/TestPoolUtils.java,,,,multiple
commons-pool2_36,commons-pool2,TestBaseKeyedPoolableObjectFactory,testDefaultMethods_oe,src/test/java/org/apache/commons/pool2/TestBaseKeyedPoolableObjectFactory.java,,,,multiple
commons-pool2_42,commons-pool2,TestBaseObjectPool,testBaseAddObject_oe,src/test/java/org/apache/commons/pool2/TestBaseObjectPool.java,,,,multiple
commons-pool2_43,commons-pool2,TestBaseObjectPool,testBaseBorrow_oe,src/test/java/org/apache/commons/pool2/TestBaseObjectPool.java,,,,multiple
commons-pool2_44,commons-pool2,TestBaseObjectPool,testBaseBorrowReturn_oe,src/test/java/org/apache/commons/pool2/TestBaseObjectPool.java,,,,multiple
commons-pool2_45,commons-pool2,TestBaseObjectPool,testBaseClear_oe,src/test/java/org/apache/commons/pool2/TestBaseObjectPool.java,,,,multiple
commons-pool2_46,commons-pool2,TestBaseObjectPool,testBaseClosePool_oe,src/test/java/org/apache/commons/pool2/TestBaseObjectPool.java,,,,multiple
commons-pool2_47,commons-pool2,TestBaseObjectPool,testBaseInvalidateObject_oe,src/test/java/org/apache/commons/pool2/TestBaseObjectPool.java,,,,multiple
commons-pool2_48,commons-pool2,TestBaseObjectPool,testBaseNumActiveNumIdle_oe,src/test/java/org/apache/commons/pool2/TestBaseObjectPool.java,,,,multiple
commons-pool2_65,commons-pool2,TestLinkedBlockingDeque,testClear_oe,src/test/java/org/apache/commons/pool2/impl/TestLinkedBlockingDeque.java,,,,multiple
commons-pool2_67,commons-pool2,TestLinkedBlockingDeque,testContains_oe,src/test/java/org/apache/commons/pool2/impl/TestLinkedBlockingDeque.java,,,,multiple
commons-pool2_69,commons-pool2,TestLinkedBlockingDeque,testDrainTo_oe,src/test/java/org/apache/commons/pool2/impl/TestLinkedBlockingDeque.java,,,,multiple
commons-pool2_80,commons-pool2,TestLinkedBlockingDeque,testPeek_oe,src/test/java/org/apache/commons/pool2/impl/TestLinkedBlockingDeque.java,,,,multiple
commons-pool2_81,commons-pool2,TestLinkedBlockingDeque,testPeekFirst_oe,src/test/java/org/apache/commons/pool2/impl/TestLinkedBlockingDeque.java,,,,multiple
commons-pool2_82,commons-pool2,TestLinkedBlockingDeque,testPeekLast_oe,src/test/java/org/apache/commons/pool2/impl/TestLinkedBlockingDeque.java,,,,multiple
commons-pool2_83,commons-pool2,TestLinkedBlockingDeque,testPollFirst_oe,src/test/java/org/apache/commons/pool2/impl/TestLinkedBlockingDeque.java,,,,multiple
commons-pool2_84,commons-pool2,TestLinkedBlockingDeque,testPollFirstWithTimeout_oe,src/test/java/org/apache/commons/pool2/impl/TestLinkedBlockingDeque.java,,,,multiple
commons-pool2_85,commons-pool2,TestLinkedBlockingDeque,testPollLast_oe,src/test/java/org/apache/commons/pool2/impl/TestLinkedBlockingDeque.java,,,,multiple
commons-pool2_86,commons-pool2,TestLinkedBlockingDeque,testPollLastWithTimeout_oe,src/test/java/org/apache/commons/pool2/impl/TestLinkedBlockingDeque.java,,,,multiple
commons-pool2_87,commons-pool2,TestLinkedBlockingDeque,testPollWithTimeout_oe,src/test/java/org/apache/commons/pool2/impl/TestLinkedBlockingDeque.java,,,,multiple
commons-pool2_90,commons-pool2,TestLinkedBlockingDeque,testPut_oe,src/test/java/org/apache/commons/pool2/impl/TestLinkedBlockingDeque.java,,,,multiple
commons-pool2_96,commons-pool2,TestLinkedBlockingDeque,testRemoveLastOccurrence_oe,src/test/java/org/apache/commons/pool2/impl/TestLinkedBlockingDeque.java,,,,multiple
commons-pool2_97,commons-pool2,TestLinkedBlockingDeque,testTake_oe,src/test/java/org/apache/commons/pool2/impl/TestLinkedBlockingDeque.java,,,,multiple
commons-pool2_98,commons-pool2,TestLinkedBlockingDeque,testTakeFirst_oe,src/test/java/org/apache/commons/pool2/impl/TestLinkedBlockingDeque.java,,,,multiple
commons-pool2_99,commons-pool2,TestLinkedBlockingDeque,testTakeLast_oe,src/test/java/org/apache/commons/pool2/impl/TestLinkedBlockingDeque.java,,,,multiple
commons-pool2_100,commons-pool2,TestLinkedBlockingDeque,testToArray_oe,src/test/java/org/apache/commons/pool2/impl/TestLinkedBlockingDeque.java,,,,multiple
commons-pool2_101,commons-pool2,TestLinkedBlockingDeque,test_oe,src/test/java/org/apache/commons/pool2/impl/TestLinkedBlockingDeque.java,,,,multiple
commons-pool2_104,commons-pool2,TestGenericObjectPool,testAppendStats_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericObjectPool.java,,,,multiple
commons-pool2_105,commons-pool2,TestGenericObjectPool,testBorrowTimings_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericObjectPool.java,,,,multiple
commons-pool2_108,commons-pool2,TestGenericObjectPool,testClientWaitStats_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericObjectPool.java,,,,multiple
commons-pool2_109,commons-pool2,TestGenericObjectPool,testConcurrentInvalidate_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericObjectPool.java,,,,multiple
commons-pool2_110,commons-pool2,TestGenericObjectPool,testConstructorNullFactory_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericObjectPool.java,,,,multiple
commons-pool2_112,commons-pool2,TestGenericObjectPool,testErrorFactoryDoesNotBlockThreads_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericObjectPool.java,,,,multiple
commons-pool2_124,commons-pool2,TestGenericObjectPool,testFailingFactoryDoesNotBlockThreads_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericObjectPool.java,,,,multiple
commons-pool2_126,commons-pool2,TestGenericObjectPool,testGetFactoryType_DefaultPooledObjectFactory_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericObjectPool.java,,,,multiple
commons-pool2_127,commons-pool2,TestGenericObjectPool,testGetFactoryType_NullPooledObjectFactory_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericObjectPool.java,,,,multiple
commons-pool2_128,commons-pool2,TestGenericObjectPool,testGetFactoryType_PoolUtilsSynchronizedDefaultPooledFactory_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericObjectPool.java,,,,multiple
commons-pool2_129,commons-pool2,TestGenericObjectPool,testGetFactoryType_PoolUtilsSynchronizedNullPooledFactory_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericObjectPool.java,,,,multiple
commons-pool2_130,commons-pool2,TestGenericObjectPool,testGetFactoryType_SynchronizedDefaultPooledObjectFactory_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericObjectPool.java,,,,multiple
commons-pool2_131,commons-pool2,TestGenericObjectPool,testGetFactoryType_SynchronizedNullPooledObjectFactory_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericObjectPool.java,,,,multiple
commons-pool2_132,commons-pool2,TestGenericObjectPool,testGetStatsString_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericObjectPool.java,,,,multiple
commons-pool2_133,commons-pool2,TestGenericObjectPool,testInvalidateFreesCapacity_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericObjectPool.java,,,,multiple
commons-pool2_149,commons-pool2,TestGenericObjectPool,testNoInstanceOverlap_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericObjectPool.java,,,,multiple
commons-pool2_158,commons-pool2,TestGenericObjectPool,testValidateOnCreate_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericObjectPool.java,,,,multiple
commons-pool2_159,commons-pool2,TestGenericObjectPool,testValidateOnCreateFailure_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericObjectPool.java,,,,multiple
commons-pool2_160,commons-pool2,TestGenericObjectPool,testValidationOnCreateOnly_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericObjectPool.java,,,,multiple
commons-pool2_232,commons-pool2,TestAbandonedKeyedObjectPool,testAbandonedInvalidate_oe,src/test/java/org/apache/commons/pool2/impl/TestAbandonedKeyedObjectPool.java,,,,multiple
commons-pool2_233,commons-pool2,TestAbandonedKeyedObjectPool,testAbandonedReturn_oe,src/test/java/org/apache/commons/pool2/impl/TestAbandonedKeyedObjectPool.java,,,,multiple
commons-pool2_234,commons-pool2,TestAbandonedKeyedObjectPool,testConcurrentInvalidation_oe,src/test/java/org/apache/commons/pool2/impl/TestAbandonedKeyedObjectPool.java,,,,multiple
commons-pool2_237,commons-pool2,TestAbandonedKeyedObjectPool,testRemoveAbandonedWhileReturning_oe,src/test/java/org/apache/commons/pool2/impl/TestAbandonedKeyedObjectPool.java,,,,multiple
commons-pool2_238,commons-pool2,TestAbandonedKeyedObjectPool,testStackTrace_oe,src/test/java/org/apache/commons/pool2/impl/TestAbandonedKeyedObjectPool.java,,,,multiple
commons-pool2_239,commons-pool2,TestAbandonedKeyedObjectPool,testWhenExhaustedBlock_oe,src/test/java/org/apache/commons/pool2/impl/TestAbandonedKeyedObjectPool.java,,,,multiple
commons-pool2_240,commons-pool2,TestPooledSoftReference,testPooledSoftReference_oe,src/test/java/org/apache/commons/pool2/impl/TestPooledSoftReference.java,,,,multiple
commons-pool2_241,commons-pool2,TestPooledSoftReference,testToString_oe,src/test/java/org/apache/commons/pool2/impl/TestPooledSoftReference.java,,,,multiple
commons-pool2_242,commons-pool2,TestGenericKeyedObjectPool,testAppendStats_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericKeyedObjectPool.java,,,,multiple
commons-pool2_246,commons-pool2,TestGenericKeyedObjectPool,testClientWaitStats_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericKeyedObjectPool.java,,,,multiple
commons-pool2_247,commons-pool2,TestGenericKeyedObjectPool,testConcurrentInvalidate_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericKeyedObjectPool.java,,,,multiple
commons-pool2_248,commons-pool2,TestGenericKeyedObjectPool,testConstructorNullFactory_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericKeyedObjectPool.java,,,,multiple
commons-pool2_250,commons-pool2,TestGenericKeyedObjectPool,testContructorEvictionConfig_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericKeyedObjectPool.java,,,,multiple
commons-pool2_259,commons-pool2,TestGenericKeyedObjectPool,testGetStatsString_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericKeyedObjectPool.java,,,,multiple
commons-pool2_260,commons-pool2,TestGenericKeyedObjectPool,testInvalidateFreesCapacity_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericKeyedObjectPool.java,,,,multiple
commons-pool2_261,commons-pool2,TestGenericKeyedObjectPool,testInvalidateWaiting_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericKeyedObjectPool.java,,,,multiple
commons-pool2_264,commons-pool2,TestGenericKeyedObjectPool,testMakeObjectException_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericKeyedObjectPool.java,,,,multiple
commons-pool2_270,commons-pool2,TestGenericKeyedObjectPool,testMaxTotalWithThreads_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericKeyedObjectPool.java,,,,multiple
commons-pool2_279,commons-pool2,TestGenericKeyedObjectPool,testReturnObjectThrowsIllegalStateException_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericKeyedObjectPool.java,,,,multiple
commons-pool2_281,commons-pool2,TestGenericKeyedObjectPool,testValidateOnCreate_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericKeyedObjectPool.java,,,,multiple
commons-pool2_282,commons-pool2,TestGenericKeyedObjectPool,testValidateOnCreateFailure_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericKeyedObjectPool.java,,,,multiple
commons-pool2_283,commons-pool2,TestGenericKeyedObjectPool,testValidationOnCreateOnly_oe,src/test/java/org/apache/commons/pool2/impl/TestGenericKeyedObjectPool.java,,,,multiple
