focal_file_path,focal_package,focal_class,classname,method,docstring,method_definition
/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-jcs3/commons-jcs-core/src/main/java/org/apache/commons/jcs3/JCS.java,org.apache.commons.jcs3,org.apache.commons.jcs3.JCS,org.apache.commons.jcs3.JCS,void setConfigFilename( final String configFilename ),"/**
     * Set the filename that the cache manager will be initialized with. Only matters before the
     * instance is initialized.
     * <p>
     * @param configFilename
     */","public static void setConfigFilename( final String configFilename )
    {
        JCS.configFilename = configFilename;
    }"
/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-jcs3/commons-jcs-core/src/main/java/org/apache/commons/jcs3/JCS.java,org.apache.commons.jcs3,org.apache.commons.jcs3.JCS,org.apache.commons.jcs3.JCS,void setConfigProperties( final Properties configProps ),"/**
     * Set the properties that the cache manager will be initialized with. Only
     * matters before the instance is initialized.
     *
     * @param configProps
     */","public static void setConfigProperties( final Properties configProps )
    {
        JCS.configProps = configProps;
    }"
/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-jcs3/commons-jcs-core/src/main/java/org/apache/commons/jcs3/JCS.java,org.apache.commons.jcs3,org.apache.commons.jcs3.JCS,org.apache.commons.jcs3.JCS,void setLogSystem(final String logSystem),"/**
     * Set the log system. Must be called before getInstance is called
     * Predefined Log systems are {@link LogManager#LOGSYSTEM_JAVA_UTIL_LOGGING}
     * and {@link LogManager#LOGSYSTEM_LOG4J2}
     *
     * @param logSystem the logSystem to set
     */","public static void setLogSystem(final String logSystem)
    {
        LogManager.setLogSystem(logSystem);
    }"
/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-jcs3/commons-jcs-core/src/main/java/org/apache/commons/jcs3/JCS.java,org.apache.commons.jcs3,org.apache.commons.jcs3.JCS,org.apache.commons.jcs3.JCS,void shutdown(),"/**
     * Shut down the cache manager and set the instance to null
     */","public static void shutdown()
    {
        synchronized ( JCS.class )
        {
            if ( cacheMgr != null && cacheMgr.isInitialized())
            {
            	cacheMgr.shutDown();
            }

            cacheMgr = null;
        }
    }"
/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-jcs3/commons-jcs-core/src/main/java/org/apache/commons/jcs3/JCS.java,org.apache.commons.jcs3,org.apache.commons.jcs3.JCS,org.apache.commons.jcs3.JCS,getCacheManager(),"/**
     * Helper method which checks to make sure the cacheMgr class field is set, and if not requests
     * an instance from CacheManagerFactory.
     *
     * @throws CacheException if the configuration cannot be loaded
     */","private static CompositeCacheManager getCacheManager() throws CacheException
    {
        synchronized ( JCS.class )
        {
            if ( cacheMgr == null || !cacheMgr.isInitialized())
            {
                if ( configProps != null )
                {
                    cacheMgr = CompositeCacheManager.getUnconfiguredInstance();
                    cacheMgr.configure( configProps );
                }
                else if ( configFilename != null )
                {
                    cacheMgr = CompositeCacheManager.getUnconfiguredInstance();
                    cacheMgr.configure( configFilename );
                }
                else
                {
                    cacheMgr = CompositeCacheManager.getInstance();
                }
            }

            return cacheMgr;
        }
    }"
/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-jcs3/commons-jcs-core/src/main/java/org/apache/commons/jcs3/JCS.java,org.apache.commons.jcs3,org.apache.commons.jcs3.JCS,org.apache.commons.jcs3.JCS,getInstance( final String region ),"/**
     * Get a CacheAccess which accesses the provided region.
     * <p>
     * @param region Region that return CacheAccess will provide access to
     * @return A CacheAccess which provides access to a given region.
     * @throws CacheException
     */","public static <K, V> CacheAccess<K, V> getInstance( final String region )
        throws CacheException
    {
        final CompositeCache<K, V> cache = getCacheManager().getCache( region );
        return new CacheAccess<>( cache );
    }"
/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-jcs3/commons-jcs-core/src/main/java/org/apache/commons/jcs3/JCS.java,org.apache.commons.jcs3,org.apache.commons.jcs3.JCS,org.apache.commons.jcs3.JCS,"getInstance( final String region, final ICompositeCacheAttributes icca )","/**
     * Get a CacheAccess which accesses the provided region.
     * <p>
     * @param region Region that return CacheAccess will provide access to
     * @param icca CacheAttributes for region
     * @return A CacheAccess which provides access to a given region.
     * @throws CacheException
     */","public static <K, V> CacheAccess<K, V> getInstance( final String region, final ICompositeCacheAttributes icca )
        throws CacheException
    {
        final CompositeCache<K, V> cache = getCacheManager().getCache( region, icca );
        return new CacheAccess<>( cache );
    }"
/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-jcs3/commons-jcs-core/src/main/java/org/apache/commons/jcs3/JCS.java,org.apache.commons.jcs3,org.apache.commons.jcs3.JCS,org.apache.commons.jcs3.JCS,"getInstance( final String region, final ICompositeCacheAttributes icca,  final IElementAttributes eattr )","/**
     * Get a CacheAccess which accesses the provided region.
     * <p>
     * @param region Region that return CacheAccess will provide access to
     * @param icca CacheAttributes for region
     * @param eattr ElementAttributes for the region
     * @return A CacheAccess which provides access to a given region.
     * @throws CacheException
     */","public static <K, V> CacheAccess<K, V> getInstance( final String region, final ICompositeCacheAttributes icca,  final IElementAttributes eattr )
        throws CacheException
    {
        final CompositeCache<K, V> cache = getCacheManager().getCache( region, icca, eattr );
        return new CacheAccess<>( cache );
    }"
/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-jcs3/commons-jcs-core/src/main/java/org/apache/commons/jcs3/JCS.java,org.apache.commons.jcs3,org.apache.commons.jcs3.JCS,org.apache.commons.jcs3.JCS,getGroupCacheInstance( final String region ),"/**
     * Get a GroupCacheAccess which accesses the provided region.
     * <p>
     * @param region Region that return GroupCacheAccess will provide access to
     * @return A GroupCacheAccess which provides access to a given region.
     * @throws CacheException
     */","public static <K, V> GroupCacheAccess<K, V> getGroupCacheInstance( final String region )
        throws CacheException
    {
        final CompositeCache<GroupAttrName<K>, V> cache = getCacheManager().getCache( region );
        return new GroupCacheAccess<>( cache );
    }"
/home/tasfia/Desktop/OE25-DEV/projects_decomposed/commons-jcs3/commons-jcs-core/src/main/java/org/apache/commons/jcs3/JCS.java,org.apache.commons.jcs3,org.apache.commons.jcs3.JCS,org.apache.commons.jcs3.JCS,"getGroupCacheInstance( final String region, final ICompositeCacheAttributes icca )","/**
     * Get a GroupCacheAccess which accesses the provided region.
     * <p>
     * @param region Region that return GroupCacheAccess will provide access to
     * @param icca CacheAttributes for region
     * @return A GroupCacheAccess which provides access to a given region.
     * @throws CacheException
     */","public static <K, V> GroupCacheAccess<K, V> getGroupCacheInstance( final String region, final ICompositeCacheAttributes icca )
        throws CacheException
    {
        final CompositeCache<GroupAttrName<K>, V> cache = getCacheManager().getCache( region, icca );
        return new GroupCacheAccess<>( cache );
    }"
